# 20180906_M6.6_HokkaidoEasternIburi median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,BooreEtAl2014,ChiouYoungs2014,ZhaoEtAl2016Asc
m_135,140.69920000000002,41.7764,0.059997953,0.05788048,0.05460159
m_21,141.67129999999997,42.6755,0.4418633,0.39551926,0.4276855
m_22,141.42970000000003,43.0369,0.19326027,0.18582465,0.1739213
m_34,141.3073,43.1273,0.15823054,0.14668913,0.13855411
m_47,141.30690000000004,43.0373,0.10574355,0.11224487,0.12316513
m_61,140.69399999999996,42.8572,0.028216513,0.029822266,0.039032176
s_0,141.8191,42.8739,1.34444,1.34444,1.34444
s_1,142.13459999999998,42.7608,0.75624,0.75624,0.75624
s_10,142.0381,42.5126,0.43014,0.43014,0.43014
s_100,141.52750000000003,43.8515,0.03669,0.03669,0.03669
s_101,141.37379999999996,40.9664,0.03625,0.03625,0.03625
s_102,142.93529999999998,42.1306,0.03612,0.03612,0.03612
s_103,143.61810000000003,43.1211,0.03612,0.03612,0.03612
s_104,142.3845,43.3421,0.03611,0.03611,0.03611
s_105,142.56619999999998,43.1666,0.03596,0.03596,0.03596
s_106,142.3648,43.7726,0.03559,0.03559,0.03559
s_107,143.85789999999997,42.8542,0.0354,0.0354,0.0354
s_108,141.93420000000003,43.8007,0.03512,0.03512,0.03512
s_109,143.27869999999996,42.4984,0.03455,0.03455,0.03455
s_11,142.0543,42.4825,0.3789,0.3789,0.3789
s_110,140.6877,42.8077,0.03454,0.03454,0.03454
s_111,143.9841,42.9856,0.03421,0.03421,0.03421
s_112,140.50170000000003,43.0527,0.03318,0.03318,0.03318
s_113,141.93970000000002,43.8203,0.03272,0.03272,0.03272
s_114,143.43169999999998,43.2708,0.03201,0.03201,0.03201
s_115,140.62189999999998,42.9758,0.03181,0.03181,0.03181
s_116,141.71910000000003,40.4099,0.03134,0.03134,0.03134
s_117,140.99720000000002,41.1976,0.03048,0.03048,0.03048
s_118,140.50940000000003,42.9793,0.03037,0.03037,0.03037
s_119,141.4486,41.4087,0.02973,0.02973,0.02973
s_12,141.6057,42.6344,0.37648,0.37648,0.37648
s_120,141.4805,40.5138,0.02964,0.02964,0.02964
s_121,140.3087,41.9856,0.02941,0.02941,0.02941
s_122,141.2552,41.084,0.02937,0.02937,0.02937
s_123,141.7831,40.2686,0.02886,0.02886,0.02886
s_124,141.38260000000002,39.825,0.02835,0.02835,0.02835
s_125,141.38459999999998,41.169,0.02812,0.02812,0.02812
s_126,141.3374,40.4492,0.02775,0.02775,0.02775
s_127,140.9244,41.5267,0.02765,0.02765,0.02765
s_128,142.46749999999997,43.5885,0.02739,0.02739,0.02739
