# 20150425_M7.8_Gorkha median gmf, Stations:Seismic, gmlt:Adjusted, Rupture:Hayes, Max_dist:50km
custom_site_id,lon,lat,"AbrahamsonEtAl2014
region = ""CHN""",AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,CauzziEtAl2014,ChiouYoungs2014,YoungsEtAl1997SInter,ZhaoEtAl2016SInter
m_10,85.5292,27.847,0.3090783,0.27403322,0.12535234,0.18334219,0.33395037,0.14566258,0.3198866
m_100,85.3206,27.613,0.2427714,0.2380824,0.20605296,0.21148843,0.26225817,0.21674255,0.2612199
m_101,85.3078,27.619,0.24196333,0.24089727,0.21548072,0.21220459,0.25773326,0.22511166,0.2629353
m_102,85.3021,27.625,0.24703035,0.23884228,0.22087666,0.22108768,0.26482826,0.22921327,0.26025754
m_103,84.5927,27.973,0.47588304,0.36871135,0.20149767,0.274616,0.5844542,0.24392125,0.5422169
m_104,85.2983,27.629,0.24701354,0.23866765,0.22535397,0.22265793,0.26380676,0.23277093,0.25921738
m_105,85.33,27.621,0.22459814,0.22532716,0.1971774,0.19843964,0.23888475,0.20575151,0.24128911
m_106,85.3835,27.604,0.22810298,0.23809208,0.18478726,0.18674287,0.24419115,0.19907029,0.22608274
m_107,85.319,27.625,0.22984344,0.22589022,0.20408428,0.20616841,0.24535055,0.21167247,0.2419718
m_108,85.2989,27.634,0.24060175,0.23411883,0.22467877,0.21917021,0.254921,0.23070438,0.25128365
m_109,85.2905,27.639,0.20345661,0.23300707,0.15841363,0.19363523,0.20963795,0.1663219,0.21895981
m_11,85.7222,27.7707,0.37487087,0.3071646,0.1297006,0.2060853,0.41757286,0.15306178,0.3622133
m_110,85.5326,27.567,0.3535011,0.31208917,0.19128735,0.23423688,0.41164434,0.22261412,0.34820408
m_111,85.5023,27.576,0.33300817,0.29838035,0.18922979,0.22900718,0.38509017,0.21774155,0.38434446
m_112,85.2991,27.64,0.23329887,0.22897743,0.22412029,0.2151378,0.24495305,0.22847347,0.24237695
m_113,85.3287,27.631,0.21227063,0.21412206,0.19368252,0.19210938,0.22343521,0.19974312,0.22436197
m_114,85.545,27.565,0.37778294,0.2987618,0.21366462,0.27995917,0.46603557,0.22423618,0.42233178
m_115,85.3193,27.636,0.21390408,0.21408994,0.19933358,0.1962988,0.22440988,0.20425482,0.22326149
m_116,85.2962,27.644,0.23850058,0.227946,0.22885905,0.22386572,0.2515088,0.23240757,0.24226688
m_117,85.3027,27.643,0.22885156,0.2210421,0.21785158,0.21463808,0.24083658,0.22138445,0.2326508
m_118,85.3072,27.643,0.22213782,0.21614023,0.21089715,0.20841719,0.23326318,0.2143172,0.22593868
m_119,85.3572,27.627,0.22113782,0.19894385,0.20186405,0.20970303,0.24094664,0.18904361,0.22265668
m_12,84.8008,28.2189,0.38961315,0.30337885,0.13230522,0.20179509,0.43079025,0.15528122,0.37201166
m_120,85.5087,27.581,0.33831617,0.29674137,0.18894476,0.23370074,0.3956208,0.21727486,0.38397592
m_121,84.6047,27.987,0.4716147,0.36595845,0.20139723,0.26698977,0.5704931,0.24303494,0.53714037
m_122,85.3456,27.633,0.21417777,0.19385639,0.20319957,0.20675726,0.23115547,0.18842442,0.21344884
m_123,85.3284,27.639,0.20047303,0.2051833,0.18942176,0.18451145,0.20840378,0.19371381,0.21092108
m_124,85.3385,27.636,0.19918326,0.20427424,0.18442121,0.18158966,0.20770887,0.18957238,0.21085942
m_125,85.502,27.586,0.32566336,0.29260656,0.18807401,0.22461607,0.3745396,0.21535441,0.37430817
m_126,85.5297,27.578,0.3437967,0.30662212,0.19022475,0.22793762,0.3953301,0.22042526,0.33920404
m_127,85.2999,27.655,0.21958391,0.21558703,0.21906021,0.21036328,0.22673374,0.22010306,0.22154146
m_128,85.2966,27.658,0.22306867,0.21875489,0.22573172,0.21459931,0.22967656,0.22615917,0.22475806
m_129,85.3428,27.643,0.1992598,0.18583815,0.17768888,0.19288075,0.21097653,0.18146972,0.1974248
m_13,85.4578,27.9371,0.33120182,0.2795816,0.12812191,0.18647875,0.3565842,0.14881355,0.3323438
m_130,85.3064,27.655,0.20733376,0.20613901,0.20573133,0.19870307,0.21345486,0.2067407,0.20945397
m_131,85.5061,27.594,0.3228628,0.29044807,0.18740056,0.22175196,0.36919087,0.21424381,0.37092525
m_132,85.3183,27.656,0.1977828,0.17770742,0.20747447,0.20624992,0.20786658,0.18745703,0.19164793
m_133,85.3263,27.655,0.19180125,0.17371096,0.19916528,0.19787385,0.20125683,0.1803771,0.18633421
m_134,84.607,28.01,0.39903933,0.348164,0.13381629,0.23131314,0.47350237,0.16493218,0.44192782
m_135,85.5284,27.593,0.3346122,0.29906157,0.18879434,0.2225296,0.38207728,0.21740231,0.32725
m_136,85.3121,27.662,0.19697985,0.18102139,0.21073116,0.20290886,0.20454273,0.18952048,0.19030376
m_137,84.6188,28.0,0.42481542,0.35793173,0.13386755,0.24139203,0.5043719,0.1650884,0.44282195
m_138,85.3043,27.668,0.20320944,0.18880029,0.22114997,0.21009326,0.20922114,0.19841811,0.19700462
m_139,84.6435,27.971,0.47859615,0.36431557,0.20156866,0.27817103,0.59187555,0.24320129,0.536858
m_14,86.2435,27.622,0.2842939,0.2094337,0.12577538,0.14282148,0.17598659,0.12903656,0.23031998
m_140,85.3323,27.661,0.17492704,0.17277206,0.16883668,0.1710868,0.17902547,0.16984792,0.17420964
m_141,84.6272,27.995,0.4649501,0.3628565,0.20135,0.2581833,0.55147743,0.24228956,0.44393757
m_142,85.319,27.667,0.17988263,0.1674354,0.19311714,0.1852154,0.18506464,0.17344789,0.17386496
m_143,85.5224,27.604,0.31170687,0.29161566,0.18741268,0.21035738,0.3511595,0.21470992,0.31670326
m_144,84.6258,28.002,0.4648161,0.3617488,0.20129077,0.2573039,0.5504203,0.24196166,0.44211954
m_145,85.538,27.602,0.3374854,0.2994164,0.18863025,0.22214743,0.38433966,0.21733713,0.32845083
m_146,85.3178,27.673,0.17171395,0.16112496,0.18606259,0.17730482,0.17526644,0.16683437,0.16629034
m_147,85.3334,27.668,0.16477372,0.16496134,0.16159515,0.16203997,0.16694431,0.16229106,0.16527699
