# 20150425_M7.8_Gorkha median gmf, Stations:None, gmlt:Adjusted, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,AtkinsonMacias2009NSHMP2014.NRCan15SiteTerm,Kanno2006Shallow,ZhaoEtAl2006SInter
t_0,82.93477000000001,27.03676,0.061840426,0.055945817,0.012381678,0.052372593,0.03654998
t_1,82.93477000000001,27.11675,0.06848425,0.057985872,0.01294167,0.06292795,0.04100539
t_10,82.93477000000001,27.83404,0.05488256,0.06270514,0.01666777,0.041935537,0.03960815
t_100,83.20425999999998,27.59546,0.09478228,0.083176136,0.021236753,0.10041491,0.06459411
t_1000,85.80938000000003,27.67504,0.49576527,0.11390426,0.27529973,0.3372753,0.3730499
t_1001,85.80938000000003,27.75457,0.46825558,0.11359451,0.26784554,0.31088936,0.36414105
t_1002,85.80938000000003,27.83404,0.45489454,0.11328408,0.26076558,0.30522972,0.3558945
t_1003,85.80938000000003,27.91345,0.44251734,0.11297113,0.2539921,0.29987553,0.34817198
t_1004,85.80938000000003,27.9928,0.43097803,0.11265525,0.24749716,0.29478383,0.34089807
t_1005,85.80938000000003,28.07209,0.4284483,0.11233526,0.24124058,0.29918998,0.33399484
t_1006,85.80938000000003,28.15132,0.40887958,0.111977406,0.23459895,0.28475085,0.32676104
t_1007,85.80938000000003,28.2305,0.37246028,0.11060912,0.21216096,0.2673466,0.30283386
t_1008,85.80938000000003,28.30962,0.3196144,0.10786931,0.1776183,0.23991993,0.26658157
t_1009,85.80938000000003,28.38867,0.28458455,0.16080703,0.14390273,0.23548044,0.23042631
t_101,83.20425999999998,27.67504,0.09161901,0.0847434,0.021853598,0.09190173,0.06642222
t_1010,85.80938000000003,28.46767,0.26255417,0.1540438,0.1158298,0.2574216,0.25056905
t_1011,85.80938000000003,28.54661,0.23339498,0.14653066,0.094789445,0.24189204,0.21791336
t_1012,85.80938000000003,28.6255,0.17094703,0.08987702,0.07942733,0.14424093,0.15217872
t_1013,85.80938000000003,28.70432,0.18068789,0.13181694,0.06731835,0.18142003,0.17018023
t_1014,85.80938000000003,28.78308,0.1840227,0.13975254,0.057715867,0.2451264,0.15319043
t_1015,85.80938000000003,28.86178,0.14280902,0.11751648,0.050002974,0.13871087,0.13550818
t_1016,85.80938000000003,28.94043,0.1359349,0.11076844,0.04372984,0.13739586,0.12168814
t_1017,85.80938000000003,29.01901,0.10937517,0.104355015,0.03857143,0.09863602,0.08689223
t_1018,85.80938000000003,29.09753,0.08919945,0.06336764,0.03418297,0.07486935,0.07839729
t_1019,85.80938000000003,29.176,0.08309224,0.05950769,0.030427145,0.069416955,0.07078817
t_102,83.20425999999998,27.75457,0.069811665,0.07659799,0.02233577,0.05753417,0.05315219
t_1020,85.80938000000003,29.2544,0.07668022,0.0558303,0.027211618,0.063371584,0.0639968
t_1021,85.80938000000003,29.33275,0.07180098,0.05235146,0.024450632,0.058882065,0.05794153
t_1022,85.80938000000003,29.41103,0.073024444,0.07601344,0.022071406,0.061813474,0.06633038
t_1023,85.89920999999998,27.03676,0.24190772,0.15216225,0.10990824,0.21926233,0.1914134
t_1024,85.89920999999998,27.11675,0.28876036,0.1604909,0.14223075,0.24864131,0.22858398
t_1025,85.89920999999998,27.19668,0.3706378,0.16708994,0.18644206,0.3688971,0.3482302
t_1026,85.89920999999998,27.27655,0.43789104,0.17201747,0.24059185,0.32704452,0.33328426
t_1027,85.89920999999998,27.35636,0.50685805,0.114354186,0.28689316,0.32658178,0.38746706
t_1028,85.89920999999998,27.43612,0.527545,0.114690505,0.29621786,0.33461437,0.39967716
t_1029,85.89920999999998,27.51582,0.5116398,0.11443588,0.28910375,0.32846096,0.39030686
t_103,83.20425999999998,27.83404,0.064041354,0.049915895,0.022661455,0.050593447,0.053898644
t_1030,85.89920999999998,27.59546,0.49436316,0.11412858,0.28096077,0.32160574,0.37999588
t_1031,85.89920999999998,27.67504,0.50426745,0.17406489,0.27331716,0.39948472,0.46790877
t_1032,85.89920999999998,27.75457,0.46441808,0.113508105,0.26583713,0.3092763,0.36178192
t_1033,85.89920999999998,27.83404,0.45055825,0.11317734,0.2584157,0.3033663,0.3531982
t_1034,85.89920999999998,27.91345,0.43854547,0.112865135,0.25177583,0.29813403,0.34567645
t_1035,85.89920999999998,27.9928,0.42711985,0.112544075,0.24528794,0.2930593,0.33844972
t_1036,85.89920999999998,28.07209,0.41610098,0.11221018,0.23887801,0.28807133,0.33141136
t_1037,85.89920999999998,28.15132,0.3982217,0.11161214,0.22817557,0.27977347,0.3198421
t_1038,85.89920999999998,28.2305,0.35230705,0.109686464,0.19921395,0.2572099,0.2892338
t_1039,85.89920999999998,28.30962,0.31812438,0.16412741,0.16385612,0.26228002,0.25200787
t_104,83.20425999999998,27.91345,0.06439561,0.050131228,0.02281519,0.050942276,0.054249853
t_1040,85.89920999999998,28.38867,0.26159117,0.10232991,0.13212073,0.21392211,0.21730089
t_1041,85.89920999999998,28.46767,0.24283352,0.15102822,0.10657108,0.23011193,0.23652022
t_1042,85.89920999999998,28.54661,0.20655055,0.14301287,0.08691125,0.19352493,0.2049256
t_1043,85.89920999999998,28.6255,0.19498965,0.13479461,0.07186941,0.20563734,0.1786116
t_1044,85.89920999999998,28.70432,0.17471169,0.12702923,0.06077545,0.18488242,0.15760161
t_1045,85.89920999999998,28.78308,0.16764459,0.13453172,0.05246754,0.19581173,0.1422893
t_1046,85.89920999999998,28.86178,0.121040605,0.113046475,0.045741007,0.10813188,0.099973865
t_1047,85.89920999999998,28.94043,0.11554391,0.106526524,0.040240493,0.10621046,0.09002105
t_1048,85.89920999999998,29.01901,0.114190966,0.10035292,0.035681933,0.110338464,0.102687806
t_1049,85.89920999999998,29.09753,0.09026357,0.09453714,0.031866394,0.07775367,0.07374336
t_105,83.20425999999998,27.9928,0.07277007,0.07758876,0.022789635,0.06104089,0.054191522
t_1050,85.89920999999998,29.176,0.08511748,0.089029096,0.028615553,0.073362894,0.06699512
t_1051,85.89920999999998,29.2544,0.07397985,0.05406842,0.02578152,0.06084363,0.06088737
t_1052,85.89920999999998,29.33275,0.06704024,0.050817415,0.023310745,0.053693693,0.055377014
t_1053,85.89920999999998,29.41103,0.082116984,0.07394113,0.02115405,0.0758226,0.06364388
t_1054,85.98903999999999,27.03676,0.23954186,0.15046649,0.10497753,0.22609149,0.23405454
t_1055,85.98903999999999,27.11675,0.26747158,0.15875058,0.13361154,0.22222821,0.2189813
t_1056,85.98903999999999,27.19668,0.33297423,0.16514775,0.17103392,0.27941957,0.25963145
t_1057,85.98903999999999,27.27655,0.38664484,0.110742174,0.21416032,0.28498733,0.30494294
t_1058,85.98903999999999,27.35636,0.43318912,0.11271767,0.24875483,0.2957671,0.3422975
t_1059,85.98903999999999,27.43612,0.48095855,0.17361698,0.26542014,0.3433866,0.36129415
t_106,83.20425999999998,28.07209,0.065745,0.04981046,0.022586485,0.052481677,0.05372711
t_1060,85.98903999999999,27.51582,0.48313978,0.11390997,0.27544093,0.31705293,0.3732212
t_1061,85.98903999999999,27.59546,0.4873566,0.11399396,0.27753592,0.3187729,0.37577373
t_1062,85.98903999999999,27.67504,0.49302816,0.17394264,0.2711153,0.35269395,0.3680181
t_1063,85.98903999999999,27.75457,0.46005827,0.113407284,0.26353076,0.30743158,0.35909253
t_1064,85.98903999999999,27.83404,0.47257924,0.17306173,0.25624332,0.37550166,0.35072204
t_1065,85.98903999999999,27.91345,0.43416682,0.11274499,0.24930899,0.29620072,0.34291545
t_1066,85.98903999999999,27.9928,0.42267916,0.1124125,0.24272239,0.29106036,0.33562145
t_1067,85.98903999999999,28.07209,0.41184694,0.11207444,0.23636459,0.2861203,0.32867557
t_1068,85.98903999999999,28.15132,0.3814371,0.11097936,0.21781515,0.2717423,0.30880725
t_1069,85.98903999999999,28.2305,0.33076125,0.10853885,0.18504873,0.24593842,0.2743903
t_107,83.20425999999998,28.15132,0.06904124,0.07633439,0.022216246,0.056636572,0.05287742
t_1070,85.98903999999999,28.30962,0.27968097,0.10494505,0.15067506,0.21721669,0.23782901
t_1071,85.98903999999999,28.38867,0.24831778,0.15565163,0.12131491,0.20888159,0.20492253
