# 20150425_M7.8_Gorkha median gmf, Stations:Seismic, gmlt:Adjusted, Rupture:Stevens, Max_dist:250km
custom_site_id,lon,lat,"AbrahamsonEtAl2014
region = ""CHN""",AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,CauzziEtAl2014,ChiouYoungs2014,YoungsEtAl1997SInter,ZhaoEtAl2016SInter
m_10,85.5292,27.847,0.28496373,0.35724992,0.108681016,0.2282387,0.36800846,0.17328548,0.9601482
m_100,85.3206,27.613,0.18206917,0.21602319,0.193812,0.18295696,0.19967338,0.21291688,0.3125788
m_101,85.3078,27.619,0.1848055,0.2187953,0.20375252,0.18443112,0.19926341,0.22085549,0.30675617
m_102,85.3021,27.625,0.19579016,0.21905221,0.21007052,0.19498073,0.21106014,0.22538085,0.29869115
m_103,84.5927,27.973,0.42344233,0.46511534,0.16884379,0.34228668,0.5719897,0.29112184,1.7932036
m_104,85.2983,27.629,0.1995658,0.22035213,0.21514209,0.19831508,0.21392107,0.22922371,0.2943265
m_105,85.33,27.621,0.17448373,0.20965731,0.18706721,0.17660381,0.19030128,0.20339447,0.28500533
m_106,85.3835,27.604,0.16263078,0.22758882,0.17108108,0.16950196,0.18487652,0.20087205,0.32020912
m_107,85.319,27.625,0.1833289,0.21032783,0.19443013,0.18438728,0.19863151,0.20912303,0.28049865
m_108,85.2989,27.634,0.19932052,0.21853445,0.21568206,0.19798172,0.21208324,0.22768894,0.28119263
m_109,85.2905,27.639,0.16969028,0.22028609,0.15161842,0.17619543,0.1759507,0.16493861,0.2509552
m_11,85.7222,27.7707,0.34106585,0.41875976,0.11010787,0.2712069,0.45059448,0.18794139,1.2966788
m_110,85.5326,27.567,0.23343427,0.3317282,0.16612387,0.23856287,0.2934688,0.24238828,0.7905387
m_111,85.5023,27.576,0.22341873,0.312443,0.16603558,0.22953735,0.27835947,0.23441812,0.7890185
m_112,85.2991,27.64,0.19926621,0.21658818,0.21655372,0.1976974,0.21001714,0.226085,0.26659834
m_113,85.3287,27.631,0.173537,0.20356005,0.18572725,0.17577441,0.18720318,0.1983219,0.25772488
m_114,85.545,27.565,0.26764196,0.31776145,0.18530537,0.28764465,0.34321433,0.24535486,0.9573947
m_115,85.3193,27.636,0.17961486,0.20387456,0.19212626,0.18067552,0.19160563,0.20263149,0.25062308
m_116,85.2962,27.644,0.2083233,0.21576585,0.22195512,0.20702933,0.21941525,0.22999184,0.26255065
m_117,85.3027,27.643,0.1997312,0.21018915,0.21125881,0.19910446,0.21061182,0.21939643,0.2536736
m_118,85.3072,27.643,0.19400077,0.20622195,0.20460795,0.19384418,0.20465097,0.21257436,0.24677308
m_119,85.3572,27.627,0.18370236,0.19053404,0.19263233,0.19545457,0.20508993,0.18967316,0.270955
m_12,84.8008,28.2189,0.35720176,0.38674635,0.11057605,0.24678558,0.47446635,0.18720359,1.3127289
m_120,85.5087,27.581,0.23426066,0.31870222,0.16589488,0.24169761,0.29482418,0.23654392,0.81254846
m_121,84.6047,27.987,0.4199634,0.46288207,0.16879453,0.33243594,0.56519526,0.29011276,1.7778821
m_122,85.3456,27.633,0.18290694,0.18543543,0.19543688,0.19340006,0.2009106,0.18846951,0.24963601
m_123,85.3284,27.639,0.17000522,0.19821467,0.1831605,0.17226231,0.18132195,0.19284002,0.23649502
m_124,85.3385,27.636,0.16585031,0.19779502,0.17770498,0.1695487,0.17911276,0.18910278,0.24121234
m_125,85.502,27.586,0.22711545,0.31694362,0.1657761,0.2342178,0.28310102,0.23465785,0.78226787
m_126,85.5297,27.578,0.23474808,0.3364809,0.16597311,0.24063522,0.29407892,0.2425759,0.79064524
m_127,85.2999,27.655,0.20180243,0.2086821,0.2149442,0.20012216,0.2083517,0.21860996,0.23234224
m_128,85.2966,27.658,0.2076252,0.21249692,0.22207528,0.2054222,0.2133523,0.22474955,0.23354636
m_129,85.3428,27.643,0.17549732,0.1801754,0.17240834,0.18407033,0.1901858,0.18172534,0.22249623
m_13,85.4578,27.9371,0.30710986,0.36465994,0.11013212,0.23224545,0.39924803,0.17826916,1.0493675
m_130,85.3064,27.655,0.19107722,0.20087408,0.20197476,0.19010568,0.19730848,0.20574091,0.22081885
m_131,85.5061,27.594,0.2314903,0.323952,0.16551729,0.23920564,0.288771,0.23601359,0.7938409
m_132,85.3183,27.656,0.18815483,0.17041713,0.20425597,0.19821268,0.19574341,0.18677601,0.20227402
m_133,85.3263,27.655,0.18077813,0.16747518,0.19590579,0.19098818,0.18953384,0.18008088,0.19856857
m_134,84.607,28.01,0.35471022,0.4464131,0.111478366,0.28664902,0.47607356,0.19827816,1.5615642
m_135,85.5284,27.593,0.24079382,0.3437548,0.1656551,0.2478267,0.30163893,0.24309325,0.7967942
m_136,85.3121,27.662,0.1909259,0.1752728,0.20852755,0.1972957,0.19614969,0.18901989,0.19742902
m_137,84.6188,28.0,0.3783235,0.45931333,0.11154928,0.3006724,0.5053723,0.19879653,1.5725632
m_138,85.3043,27.668,0.20019847,0.18343244,0.21980652,0.20544738,0.20341335,0.19775699,0.20050134
m_139,84.6435,27.971,0.42761514,0.45889747,0.16901024,0.34754556,0.5847824,0.29056746,1.7782037
m_14,86.2435,27.622,0.18913645,0.3026734,0.108056396,0.19368495,0.25587386,0.16779022,0.9695754
m_140,85.3323,27.661,0.1633301,0.17091547,0.16662839,0.16754596,0.17084356,0.16993433,0.18338458
m_141,84.6272,27.995,0.41291144,0.46019095,0.1687944,0.32083115,0.5516065,0.28914893,1.57142
m_142,85.319,27.667,0.1761287,0.16338237,0.19182597,0.18196782,0.1801276,0.17325416,0.17875573
m_143,85.5224,27.604,0.23100743,0.34508517,0.16530514,0.24081968,0.28742754,0.2416278,0.77834374
m_144,84.6258,28.002,0.4135066,0.45873457,0.16874953,0.31962276,0.5525669,0.28878123,1.5652211
m_145,85.538,27.602,0.25079364,0.35714915,0.16553111,0.2582904,0.31525394,0.24660762,0.8448684
m_146,85.3178,27.673,0.17119637,0.15821066,0.18556589,0.1759606,0.17331171,0.16683592,0.16895512
m_147,85.3334,27.668,0.1563538,0.16456825,0.16030443,0.16047397,0.16238424,0.16250901,0.17105554
m_148,85.3231,27.673,0.16477478,0.1540468,0.17958805,0.17009602,0.1677042,0.16171497,0.16478314
m_149,85.3111,27.677,0.1731259,0.17266034,0.17289051,0.1732857,0.17379202,0.17323485,0.17477736
m_15,86.2538,27.602,0.18227863,0.28957465,0.10751757,0.18570787,0.24115713,0.16430967,0.9166969
m_150,85.3341,27.671,0.15331392,0.16219975,0.15760434,0.15749905,0.15893437,0.15957618,0.16695227
m_151,85.3881,27.654,0.16230696,0.19062054,0.15991183,0.175719,0.18396352,0.1745256,0.23471178
m_152,84.6152,28.03,0.3686705,0.44921687,0.11140266,0.28933114,0.49543136,0.19728413,1.5377911
m_153,85.3327,27.676,0.15862717,0.13986214,0.17179522,0.17464302,0.16404209,0.15578736,0.11576605
m_154,85.3075,27.685,0.16958924,0.13334714,0.19509435,0.2222744,0.17781153,0.17707068,0.12181475
m_155,85.2262,27.714,0.28157926,0.31993908,0.27275416,0.27961993,0.30930153,0.32577214,0.4871105
m_156,85.3228,27.684,0.14991905,0.15517986,0.1514353,0.15157178,0.15155658,0.15289085,0.15745005
m_157,85.3114,27.688,0.16436566,0.1727132,0.16558033,0.16603258,0.16600896,0.1687502,0.17840222
m_158,84.6553,27.993,0.3549348,0.44901434,0.11165529,0.28860787,0.47428596,0.1988545,1.5691352
m_159,85.2769,27.708,0.27192414,0.22323528,0.2786208,0.26817536,0.26558292,0.267811,0.30910248
m_16,85.4421,27.705,0.2005297,0.2531424,0.15686987,0.18290877,0.22092308,0.19572346,0.37382495
m_160,85.2609,27.713,0.28362587,0.27759784,0.26876885,0.24960639,0.27142605,0.29783705,0.37730548
m_161,85.4047,27.665,0.1593693,0.20467463,0.15782905,0.17312467,0.18310395,0.17682485,0.25701988
m_162,85.4253,27.667,0.1913793,0.2057456,0.17665564,0.21853241,0.22490148,0.18837577,0.33180904
m_163,85.4167,27.671,0.18485568,0.2199631,0.15750362,0.17701294,0.19186576,0.18229902,0.2937684
m_164,84.6433,28.03,0.35605478,0.43950012,0.1114476,0.28198513,0.47801384,0.19713262,1.5315477
m_165,85.4287,27.668,0.21510705,0.20910573,0.17671257,0.22154722,0.2315902,0.1901012,0.34464088
