# 20150425_M7.8_Gorkha median gmf, Stations:Seismic, gmlt:Adjusted, Rupture:Yagi, Max_dist:150km
custom_site_id,lon,lat,"AbrahamsonEtAl2014
region = ""CHN""",AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,CauzziEtAl2014,ChiouYoungs2014,YoungsEtAl1997SInter,ZhaoEtAl2016SInter
m_10,85.5292,27.847,0.3058232,0.2825169,0.10830441,0.18227354,0.32726127,0.13606188,0.42442587
m_100,85.3206,27.613,0.23390365,0.24819759,0.19448414,0.2213659,0.25457704,0.213051,0.29218706
m_101,85.3078,27.619,0.23278077,0.2509417,0.20432487,0.22080652,0.25060827,0.221369,0.28978112
m_102,85.3021,27.625,0.23966697,0.24591768,0.21048364,0.22941053,0.25835994,0.22576688,0.28356317
m_103,84.5927,27.973,0.46345076,0.3603591,0.16685496,0.26674116,0.55111855,0.22011107,0.7131553
m_104,85.2983,27.629,0.24008255,0.24502465,0.21544252,0.23035003,0.25795606,0.22944008,0.28007022
m_105,85.33,27.621,0.21703398,0.23466974,0.18751593,0.20636444,0.23296562,0.20268397,0.2660364
m_106,85.3835,27.604,0.21694937,0.25538749,0.171504,0.1968861,0.23662464,0.19460686,0.28440282
m_107,85.319,27.625,0.22313973,0.2332874,0.19481197,0.21385948,0.23989365,0.20874149,0.26423484
m_108,85.2989,27.634,0.23429933,0.23971333,0.21586062,0.22572799,0.24994512,0.22768946,0.26857662
m_109,85.2905,27.639,0.1975523,0.2463686,0.15295495,0.19920179,0.20557447,0.1653272,0.2492389
m_11,85.7222,27.7707,0.3701368,0.32206148,0.1095882,0.2103271,0.41212356,0.142748,0.51403683
m_110,85.5326,27.567,0.332095,0.33906677,0.16597526,0.25502077,0.39632428,0.21268004,0.5055269
m_111,85.5023,27.576,0.3143664,0.322123,0.16595949,0.24800982,0.37098184,0.20876451,0.5040397
m_112,85.2991,27.64,0.22776943,0.23380929,0.21660252,0.22049108,0.24104306,0.22587,0.25588277
m_113,85.3287,27.631,0.2064429,0.22155905,0.18598354,0.19840504,0.21922228,0.19737099,0.24264051
m_114,85.545,27.565,0.36283642,0.3098381,0.18465075,0.30550364,0.45081407,0.2140139,0.5708529
m_115,85.3193,27.636,0.20802887,0.2195883,0.19229504,0.20123757,0.2205898,0.201843,0.23793909
m_116,85.2962,27.644,0.23445377,0.23062867,0.22193179,0.22913188,0.24792425,0.23003998,0.25385702
m_117,85.3027,27.643,0.22456226,0.22403464,0.21128275,0.21950486,0.23745812,0.2191412,0.2443234
m_118,85.3072,27.643,0.21840282,0.2197734,0.20466898,0.21360566,0.23010004,0.21238008,0.2379089
m_119,85.3572,27.627,0.21729425,0.19932674,0.19240643,0.21651834,0.23704225,0.18619606,0.24435437
m_12,84.8008,28.2189,0.371871,0.28504112,0.109613724,0.18479827,0.39723146,0.13747394,0.46820852
