# 20150425_M7.8_Gorkha median gmf, Stations:Seismic, gmlt:Adjusted, Rupture:Stevens, Max_dist:50km
custom_site_id,lon,lat,"AbrahamsonEtAl2014
region = ""CHN""",AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,CauzziEtAl2014,ChiouYoungs2014,YoungsEtAl1997SInter,ZhaoEtAl2016SInter
m_10,85.5292,27.847,0.31717095,0.3131818,0.12253767,0.20093393,0.36450964,0.14921212,0.39409456
m_100,85.3206,27.613,0.1896149,0.20537995,0.20294562,0.17422374,0.19896206,0.2010403,0.22210918
m_101,85.3078,27.619,0.19211166,0.20889308,0.21253751,0.17634471,0.1986049,0.20953582,0.22426714
m_102,85.3021,27.625,0.20221314,0.2100593,0.21825214,0.18722644,0.21044607,0.21489926,0.22495705
m_103,84.5927,27.973,0.47687417,0.3947222,0.19609143,0.2920193,0.56554925,0.24160427,0.5909334
m_104,85.2983,27.629,0.20563556,0.21190992,0.2229404,0.1909552,0.21334204,0.21927334,0.22599101
m_105,85.33,27.621,0.18110254,0.20064731,0.1947085,0.1692516,0.18970127,0.193494,0.21175757
m_106,85.3835,27.604,0.1725096,0.2131265,0.18163128,0.1590646,0.18398485,0.18643476,0.20539628
m_107,85.319,27.625,0.189365,0.20195884,0.20176032,0.17728022,0.19806495,0.19969599,0.21314485
m_108,85.2989,27.634,0.20477866,0.21107887,0.22261482,0.19143939,0.21157096,0.21888511,0.22235803
m_109,85.2905,27.639,0.17481713,0.21336968,0.15609156,0.17083728,0.1755266,0.15906824,0.2022558
m_11,85.7222,27.7707,0.38415325,0.35963508,0.12649444,0.23405842,0.4457289,0.15809646,0.4631402
m_110,85.5326,27.567,0.25757107,0.2925551,0.186284,0.21124123,0.29087517,0.21014087,0.33791256
m_111,85.5023,27.576,0.24465558,0.27820066,0.18456566,0.20514332,0.27608746,0.20545596,0.35984957
m_112,85.2991,27.64,0.20401071,0.21028608,0.22246115,0.19212602,0.20958252,0.21862666,0.21833768
m_113,85.3287,27.631,0.17892271,0.19646779,0.19182841,0.16984253,0.1867241,0.19049099,0.20276777
m_114,85.545,27.565,0.28931755,0.2793671,0.20838346,0.2539361,0.34045297,0.21196218,0.40071145
m_115,85.3193,27.636,0.18440028,0.197599,0.1976799,0.175289,0.19117741,0.19556071,0.20285802
m_116,85.2962,27.644,0.2121737,0.21011735,0.22738703,0.2017804,0.21902698,0.2231642,0.21943171
m_117,85.3027,27.643,0.2035644,0.20469438,0.2164215,0.19406354,0.21023501,0.21289246,0.21206668
m_118,85.3072,27.643,0.19775982,0.20092282,0.20952068,0.18902019,0.20428796,0.20637992,0.2069375
m_119,85.3572,27.627,0.18755308,0.18276787,0.20007902,0.1877375,0.20459917,0.18091495,0.20448883
m_12,84.8008,28.2189,0.4052725,0.32821363,0.12841764,0.2105441,0.46896416,0.15536162,0.43261668
m_120,85.5087,27.581,0.2559156,0.28361028,0.18450628,0.21589088,0.29243127,0.20718324,0.36913654
m_121,84.6047,27.987,0.4742208,0.39283577,0.19602951,0.2836216,0.55878913,0.240773,0.5859782
m_122,85.3456,27.633,0.18583709,0.17908613,0.2017425,0.1869862,0.20052008,0.18115571,0.19723211
m_123,85.3284,27.639,0.17452414,0.19260952,0.18801245,0.16754453,0.18093869,0.18665709,0.19479103
m_124,85.3385,27.636,0.17072918,0.1916321,0.18290655,0.16443214,0.17869428,0.1824235,0.1947279
m_125,85.502,27.586,0.24829447,0.28293216,0.18384735,0.2098464,0.28083777,0.20626563,0.36300674
m_126,85.5297,27.578,0.25883967,0.29757252,0.18564408,0.21365047,0.29152557,0.21096863,0.3443703
m_127,85.2999,27.655,0.20437129,0.20521815,0.21824855,0.19690551,0.20811221,0.21449229,0.20747514
m_128,85.2966,27.658,0.20992804,0.2094023,0.2250646,0.20252542,0.21313767,0.22103497,0.2114879
