# 20150425_M7.8_Gorkha median gmf, Stations:All_Panjamani_USGS, gmlt:Adjusted, Rupture:Kobayashi, Max_dist:50km
custom_site_id,lon,lat,"AbrahamsonEtAl2014
region = ""CHN""",AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,CauzziEtAl2014,ChiouYoungs2014,YoungsEtAl1997SInter,ZhaoEtAl2016SInter
m_1000,84.541,27.911,0.21119529,0.20644587,0.19429456,0.20208876,0.21243903,0.19852896,0.22423673
m_1001,87.256,26.399,0.06813981,0.036859408,0.10340281,0.04897548,0.048551645,0.05807322,0.008576329
m_1002,85.496,24.646,0.02704283,0.0153882755,0.04357849,0.02612391,0.014936624,0.026180103,0.0019880845
m_1003,82.59,27.19,0.058519248,0.03146316,0.088609785,0.04341352,0.040291443,0.049732823,0.0064849467
m_1004,81.024,25.642,0.010579694,0.0071909833,0.0180429,0.015982382,0.004264637,0.014592256,0.0008437326
m_1005,86.397,25.836,0.070268355,0.03812031,0.10697977,0.050232146,0.05037945,0.06014253,0.009135735
m_1006,87.649,26.162,0.050905295,0.027122978,0.07300331,0.03941489,0.03374265,0.041285202,0.0046303435
m_1008,86.252,26.268,0.10459278,0.05963477,0.15865022,0.07299069,0.07993806,0.092769735,0.020231575
m_1009,86.567,25.962,0.07403092,0.040266838,0.11227938,0.0525245,0.05364025,0.06324816,0.010005909
m_1010,81.771,24.834,0.01273274,0.008508743,0.019051198,0.018401992,0.005161891,0.013989191,0.0005613216
m_1011,83.492,26.452,0.064377666,0.034805615,0.0985216,0.04673746,0.045307882,0.055283155,0.007847748
m_1012,84.072,26.676,0.09251318,0.05172305,0.14093292,0.064424686,0.06954445,0.08094298,0.015692407
m_1013,80.871,25.724,0.0132533675,0.0087868,0.019370448,0.01883208,0.0054268353,0.01415086,0.00057535013
m_1014,82.913,25.109,0.020310445,0.012112347,0.03269095,0.02245881,0.0101162,0.020778947,0.0012690384
m_1015,87.475,26.296,0.057016924,0.030622736,0.08604428,0.042578574,0.03900651,0.048320357,0.0061564143
m_1016,88.599,24.365,0.012092711,0.008145239,0.018985141,0.01778426,0.0048661777,0.013955707,0.00055843464
m_1017,82.924,27.345,0.079492,0.043077525,0.11720723,0.05607945,0.058590617,0.06618038,0.013701533
m_1018,82.085,26.408,0.029575005,0.016647827,0.048419207,0.027421033,0.016889429,0.028604504,0.002351479
m_1019,86.923,25.398,0.0444148,0.023937017,0.06603215,0.035719704,0.028376123,0.03761784,0.00390798
m_1020,85.203,25.609,0.057556156,0.03082404,0.085689,0.04293655,0.03945672,0.04812551,0.0061116773
m_1021,81.089,25.576,0.013783008,0.009033764,0.020336216,0.01910685,0.0057524038,0.014638497,0.0006185534
m_1022,85.328,25.648,0.055230662,0.030250793,0.09112863,0.04134729,0.03766945,0.05112907,0.0068169683
m_1023,85.687,25.903,0.07736278,0.04254782,0.119735725,0.05451164,0.056423195,0.06770112,0.011318633
m_1025,81.331,27.26,0.028404156,0.016008617,0.03910702,0.027584486,0.015479136,0.023955341,0.0016763742
m_1026,83.61,26.429,0.06577367,0.035608493,0.10077307,0.047548484,0.04650433,0.056565285,0.00817893
m_1027,86.158,25.11,0.040719304,0.02214469,0.062419124,0.03361478,0.02544377,0.035740845,0.0035579065
m_1028,86.585,26.007,0.07800558,0.042259432,0.1154438,0.055114504,0.057249967,0.06512582,0.010550035
m_1029,87.94,26.237,0.041998457,0.02273222,0.06289959,0.0343925,0.02641234,0.035989553,0.0036035215
m_1031,82.668,25.978,0.036908727,0.020085849,0.05181608,0.031991925,0.022110833,0.030317739,0.0026227594
m_1032,80.785,26.869,0.018831512,0.011501706,0.026068563,0.022349054,0.008774937,0.017501611,0.0008981341
m_1033,86.283,26.281,0.10685217,0.060487386,0.15895912,0.07493627,0.08241423,0.092982925,0.025604095
m_1034,80.893,26.829,0.019138673,0.011616544,0.027575227,0.02231868,0.009065621,0.018248629,0.0009780589
m_1035,84.744,25.595,0.049137007,0.0264417,0.07435918,0.038205285,0.032349955,0.042005792,0.0047782
m_1036,84.273,26.38,0.07542724,0.04154159,0.118045464,0.053287875,0.05473062,0.066682845,0.011011594
m_1037,83.736,27.093,0.11658185,0.06767457,0.1750254,0.0822407,0.09039884,0.104451545,0.025357926
m_1038,86.051,26.556,0.14378855,0.08853155,0.2121352,0.10561529,0.113623865,0.13457066,0.0420831
m_1039,79.913,27.051,0.011689052,0.008094973,0.016020985,0.018179635,0.004451554,0.012440001,0.00043453975
m_1040,85.541,26.281,0.10654369,0.060919758,0.161361,0.07443933,0.08162896,0.09464611,0.021008272
m_1041,85.239,24.367,0.020197712,0.012031771,0.034629084,0.02213357,0.01019395,0.021737268,0.0019048898
m_1042,85.683,26.121,0.093508594,0.052741483,0.14455138,0.06503383,0.07020843,0.0832974,0.016546164
m_1043,82.651,27.345,0.06404582,0.03446241,0.096354164,0.04660625,0.045033887,0.05405656,0.007536702
m_1044,87.803,24.796,0.022712177,0.013308002,0.03286731,0.024268216,0.011505956,0.020866131,0.0012796061
m_1045,85.061,26.484,0.10627227,0.06142292,0.16400392,0.0740777,0.08098749,0.09649647,0.021787975
m_1046,86.071,26.346,0.11566286,0.067821346,0.1765673,0.08126902,0.08907478,0.10558406,0.025892317
m_1047,82.965,27.189,0.0767349,0.041639175,0.114562236,0.05426667,0.05607254,0.06460117,0.01039665
m_1048,84.959,26.439,0.09830245,0.05615738,0.1530276,0.068322934,0.07416882,0.088931695,0.018686542
m_1049,85.374,26.472,0.11943839,0.069786936,0.17939354,0.08449354,0.09276866,0.10768383,0.026886528
m_1050,82.55,26.682,0.047505196,0.02554548,0.07108391,0.037362024,0.03095863,0.04026925,0.0044251783
m_1051,87.637,26.141,0.04828854,0.025985913,0.07286165,0.037754223,0.03163329,0.041210055,0.004615037
m_1052,84.184,25.132,0.03231102,0.017880673,0.04596289,0.02948802,0.018537298,0.027371967,0.0021636945
m_1053,81.688,27.8,0.035983182,0.019661238,0.051478926,0.031404287,0.021428298,0.030147212,0.0025952286
m_1054,81.961,27.133,0.03921867,0.021285707,0.057362366,0.03301488,0.024083449,0.033139337,0.0030950103
m_1055,84.026,25.468,0.03733546,0.020388138,0.055684295,0.031926185,0.022631781,0.032282278,0.0029482534
m_1056,86.211,26.045,0.0876404,0.04847442,0.13260207,0.061195318,0.06543197,0.07563019,0.013851001
m_1057,81.75,26.749,0.032340437,0.017883573,0.04524178,0.029589916,0.018510956,0.027011061,0.0021098934
m_1058,84.502,26.0,0.061160687,0.033032853,0.09395597,0.044868566,0.042556237,0.052707765,0.0072011095
m_1059,86.218,26.119,0.090133585,0.050818164,0.14101249,0.06272233,0.06723138,0.0809946,0.015710704
m_1060,84.812,26.939,0.14873007,0.092900865,0.21941262,0.1098972,0.11750848,0.14126451,0.046392962
m_1061,85.984,26.637,0.15861982,0.10062189,0.22869775,0.120177,0.12697893,0.15052986,0.05350273
m_1062,86.231,26.092,0.09212546,0.05097741,0.1374247,0.06432074,0.069528066,0.07868776,0.014896158
m_1063,85.53,27.563,0.1874127,0.1914086,0.18769607,0.18585865,0.18633662,0.19036707,0.1839056
m_1064,81.622,27.942,0.03225672,0.017910205,0.0490808,0.029145306,0.018706046,0.028937358,0.0024032563
m_1065,81.578,25.817,0.02098617,0.012524795,0.028682513,0.023615127,0.010177555,0.018796867,0.0010384807
m_1066,85.596,26.73,0.16479287,0.10537181,0.23509738,0.12655182,0.1326969,0.15718263,0.058551505
m_1067,81.624,25.304,0.014069901,0.0090767555,0.022955552,0.018818058,0.006093668,0.015952155,0.0010181916
m_1068,80.391,26.504,0.013947595,0.0091915345,0.01909558,0.019576214,0.0057265195,0.01401168,0.0005632643
m_1069,86.204,26.344,0.113672234,0.06576842,0.171354,0.079906285,0.08779805,0.10175624,0.024115806
m_1070,86.203,25.206,0.044691104,0.02410311,0.06696518,0.035835374,0.028625945,0.038105126,0.0040010465
m_1071,82.159,26.403,0.03563535,0.019476376,0.050317287,0.031286653,0.021114653,0.029560503,0.0025013967
m_1072,85.819,25.858,0.07444488,0.04091976,0.11628688,0.0526888,0.05389745,0.06562904,0.010698173
m_1073,86.557,26.475,0.107470125,0.061956346,0.16442598,0.07503846,0.08218142,0.096798144,0.02192331
m_1074,84.736,26.928,0.14531268,0.088688105,0.21261221,0.10755796,0.11557278,0.1349802,0.04221422
m_1075,86.521,25.036,0.0339533,0.018862948,0.056249667,0.029722366,0.020310558,0.0325707,0.0029973204
m_1076,84.853,26.98,0.15799767,0.09999209,0.22907722,0.11921583,0.12604672,0.15078905,0.05328084
m_1077,81.217,27.545,0.026382467,0.01505237,0.037471667,0.026342275,0.014076726,0.023144409,0.001568086
m_1079,83.231,27.014,0.08111444,0.044871256,0.12571234,0.056866,0.059626963,0.07134462,0.012450824
m_1081,85.875,26.354,0.11924692,0.070080325,0.1805048,0.08419352,0.092314124,0.10853253,0.027311165
m_1082,83.429,26.727,0.070146166,0.039195497,0.11691579,0.050039615,0.05020122,0.06600533,0.010809604
m_1083,83.451,26.707,0.06237102,0.03572374,0.103790626,0.045568146,0.04386252,0.06572958,0.014732027
m_1084,85.553,26.647,0.14873512,0.09246982,0.21839374,0.11016999,0.11787205,0.14021131,0.04575419
m_1085,83.374,26.758,0.0760166,0.041568283,0.116336174,0.053711228,0.055315085,0.06565856,0.010706894
m_1086,85.796,26.526,0.14004402,0.08624655,0.20910373,0.101808324,0.10988962,0.13182895,0.04029649
m_1087,83.419,26.742,0.06258814,0.035938073,0.10479483,0.045715973,0.044047117,0.066404514,0.015007384
m_1088,87.958,25.24,0.027029207,0.015360564,0.039467156,0.026551772,0.014630146,0.024134096,0.0017006319
m_1089,83.006,26.281,0.04781577,0.025737219,0.07210161,0.03749967,0.031237008,0.04080732,0.004533359
m_1090,86.259,26.072,0.0874956,0.04868092,0.13427457,0.06102937,0.06515977,0.07668506,0.014207191
m_1091,85.166,25.698,0.05879493,0.031753637,0.09072532,0.043506578,0.040544566,0.05090486,0.006763162
m_1092,84.345,27.178,0.15571292,0.09968191,0.22776006,0.11686643,0.12377471,0.15007493,0.05331796
m_1093,87.828,26.264,0.046786185,0.025074597,0.0681118,0.03709385,0.030294284,0.03870545,0.0041169343
m_1094,84.579,26.4,0.08523487,0.04738627,0.13167325,0.059523698,0.06316926,0.07504665,0.013655514
m_1095,85.647,25.856,0.07228872,0.039813485,0.114501536,0.05135156,0.05203391,0.06456481,0.010386007
m_1096,84.89,26.03,0.07127481,0.038635,0.107891604,0.050858423,0.05126428,0.060673412,0.009281826
m_1097,85.434,24.855,0.03414349,0.018805051,0.05052573,0.030268682,0.02008323,0.029665686,0.002518117
m_1098,83.45,27.696,0.07748287,0.053686574,0.108062364,0.058925614,0.05523094,0.0710114,0.030458998
m_1099,82.356,27.016,0.047912147,0.025765805,0.07186521,0.037573215,0.03130423,0.040682215,0.0045081093
m_1100,85.931,26.057,0.09125552,0.050810326,0.13840263,0.06359986,0.06852131,0.07931362,0.015114839
m_1101,84.114,26.825,0.10648011,0.060887255,0.16130355,0.074389935,0.08157726,0.09461036,0.020996604
m_1102,83.22,25.049,0.023254411,0.013562052,0.033965733,0.02451786,0.011910729,0.021409206,0.0013462259
m_1103,87.001,25.25,0.035599265,0.019676622,0.058137666,0.030651217,0.021556756,0.03353634,0.0031639598
m_1104,85.75,26.022,0.0863015,0.048094496,0.1335305,0.06021533,0.06406773,0.07621488,0.014047744
m_1105,86.243,25.942,0.07758026,0.042774618,0.12079613,0.054632343,0.05658531,0.06834267,0.011514203
m_1106,85.881,26.022,0.0871424,0.048544165,0.13428698,0.06078049,0.064819574,0.07669279,0.01420974
