# 20150425_M7.8_Gorkha median gmf, Stations:Seismic, gmlt:Adjusted, Rupture:Kobayashi
custom_site_id,lon,lat,AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,AtkinsonMacias2009NSHMP2014.NRCan15SiteTerm,Kanno2006Shallow,ZhaoEtAl2006SInter
m_10,85.5292,27.847,0.30044642,0.10806251,0.5778643,0.49178678,0.51643723
m_100,85.32060000000001,27.613,0.24638566,0.19452494,0.30621925,0.31023887,0.3347735
m_101,85.30779999999999,27.619,0.24860336,0.20439164,0.30248168,0.2974371,0.3326459
m_102,85.3021,27.625,0.24543625,0.2105574,0.2945615,0.30797747,0.32439777
m_103,84.59269999999998,27.973,0.41047814,0.16724621,0.8834191,1.0629221,1.0291026
m_104,85.29829999999998,27.629,0.24518853,0.21554233,0.29048797,0.30436078,0.32049802
m_105,85.32999999999998,27.621,0.23218489,0.18754587,0.27900532,0.27257895,0.30073655
m_106,85.38350000000003,27.604,0.24948397,0.17148261,0.32947454,0.28961837,0.28209192
m_107,85.31900000000002,27.625,0.23258616,0.19487223,0.27672157,0.28187916,0.29947045
m_108,85.2989,27.634,0.2399081,0.21596661,0.2784192,0.28874385,0.30562085
m_109,85.29050000000001,27.639,0.23901036,0.1528008,0.28068548,0.22116074,0.24652492
m_11,85.72219999999999,27.7707,0.34062722,0.10922467,0.71360123,0.6813102,0.6504045
m_110,85.5326,27.567,0.33988073,0.16584645,0.6001629,0.62621766,0.53639865
m_111,85.50229999999999,27.576,0.32208177,0.16583458,0.5432311,0.5668238,0.60806024
m_112,85.29910000000001,27.64,0.23387405,0.21670558,0.2648805,0.27130505,0.28889802
m_113,85.32870000000003,27.631,0.21940675,0.18600689,0.25385034,0.24770741,0.2707415
m_114,85.54500000000002,27.565,0.32322332,0.18455367,0.6186305,0.87438023,0.6995729
m_115,85.3193,27.636,0.21866581,0.19234756,0.24887294,0.24700904,0.26576504
m_116,85.2962,27.644,0.23145984,0.22201034,0.2609171,0.28186387,0.28476116
m_117,85.30270000000002,27.643,0.22481246,0.21136037,0.2529328,0.26837593,0.27321696
m_118,85.30719999999997,27.643,0.21994776,0.20472908,0.24661861,0.25844917,0.26459095
m_119,85.35720000000003,27.627,0.2037545,0.19250062,0.2573492,0.31170157,0.2726194
m_12,84.80079999999998,28.2189,0.3399247,0.10997838,0.77929443,0.7409036,0.72168416
m_120,85.50869999999998,27.581,0.3203291,0.1654849,0.544251,0.59418744,0.60900474
m_121,84.60469999999998,27.987,0.407968,0.16718121,0.87770617,1.0233207,1.0219506
m_122,85.34559999999999,27.633,0.19796646,0.1952898,0.24235596,0.29147837,0.2557412
m_123,85.32839999999999,27.639,0.20964193,0.18333653,0.2346282,0.22429582,0.24779616
m_124,85.33850000000001,27.636,0.20891696,0.17788567,0.23668562,0.22497433,0.24951978
m_125,85.50200000000001,27.586,0.31562328,0.16531387,0.52614164,0.54516745,0.58704436
m_126,85.52969999999999,27.578,0.33252174,0.165425,0.57974017,0.58939636,0.516414
m_127,85.29989999999998,27.655,0.21777816,0.21489686,0.23373362,0.24152637,0.24913171
m_128,85.29660000000001,27.658,0.2209751,0.22198024,0.23488083,0.24314153,0.25083175
m_129,85.34280000000001,27.643,0.18880665,0.17249717,0.21850441,0.24822944,0.22790147
m_13,85.45780000000002,27.9371,0.30766156,0.109391056,0.6205039,0.5457607,0.56150395
m_130,85.3064,27.655,0.20863952,0.20197499,0.22287382,0.22555482,0.23480195
m_131,85.5061,27.594,0.3134341,0.16485535,0.5207258,0.53422374,0.5802197
m_132,85.31830000000002,27.656,0.17853954,0.20393138,0.20446335,0.2528206,0.21206042
m_133,85.3263,27.655,0.17470959,0.19559841,0.19945669,0.24185549,0.20607573
m_134,84.60699999999997,28.01,0.38987762,0.11113447,0.8705248,0.8056592,0.8024902
m_135,85.52840000000003,27.593,0.3243568,0.16479866,0.55734336,0.56243336,0.494541
m_136,85.31209999999999,27.662,0.18173364,0.20816207,0.20026484,0.2361426,0.2065972
m_137,84.61879999999996,28.0,0.40090913,0.111194775,0.8718483,0.8672304,0.80381763
m_138,85.30430000000001,27.668,0.18888961,0.21939704,0.20335925,0.23522098,0.20874143
m_139,84.64350000000002,27.971,0.40575102,0.1673841,0.87656254,1.0984659,1.0207423
m_14,86.24349999999998,27.622,0.30070692,0.10843726,0.69557816,0.6873582,0.65663266
m_140,85.33230000000003,27.661,0.17420696,0.16664927,0.1838448,0.18862984,0.18780568
m_141,84.62720000000002,27.995,0.40495983,0.16716954,0.8718945,0.9735338,0.80389374
m_142,85.31900000000002,27.667,0.16798349,0.19151413,0.1814291,0.20778541,0.18463829
m_143,85.5224,27.604,0.31554264,0.16430086,0.53335285,0.4996467,0.4713443
m_144,84.62580000000003,28.002,0.40364063,0.16711515,0.8698064,0.9716914,0.80184925
m_145,85.53800000000001,27.602,0.32432735,0.16442488,0.56106263,0.5671264,0.49788493
m_146,85.31780000000003,27.673,0.16132265,0.18525381,0.17098014,0.19236435,0.17248946
m_147,85.33339999999998,27.668,0.16580321,0.16030592,0.17067392,0.17094499,0.17267689
m_148,85.32310000000001,27.673,0.15700349,0.17929403,0.1661614,0.185731,0.16743805
m_149,85.31110000000001,27.677,0.17328829,0.17288312,0.17521359,0.17724456,0.17588612
m_15,86.25380000000001,27.602,0.29072973,0.10803091,0.67210114,0.6724879,0.6392472
m_150,85.33410000000003,27.671,0.16267525,0.15760203,0.1657869,0.1642405,0.16710386
m_151,85.38810000000001,27.654,0.18811908,0.15970112,0.21369325,0.21684533,0.22070001
m_152,84.61520000000002,28.03,0.39349025,0.11104589,0.8636191,0.8340979,0.79584676
m_153,85.33269999999999,27.676,0.14333756,0.1715143,0.15934242,0.19553387,0.16153583
m_154,85.3075,27.685,0.13929315,0.19481541,0.17667682,0.26262337,0.1898982
m_155,85.2262,27.714,0.29683346,0.27078378,0.3650564,0.37539348,0.3459505
m_156,85.32280000000003,27.684,0.15459429,0.15146473,0.15299344,0.14932607,0.15248588
m_157,85.31139999999999,27.688,0.17122209,0.16562483,0.16749023,0.16060367,0.16660146
m_158,84.65530000000001,27.993,0.38975555,0.11128359,0.86868453,0.80365163,0.8008582
m_159,85.27690000000001,27.708,0.22227915,0.27716637,0.2434096,0.31313625,0.27080527
m_16,85.44209999999998,27.705,0.228654,0.15612194,0.29495174,0.24883525,0.24641049
m_160,85.26089999999999,27.713,0.26304716,0.26733088,0.28224197,0.28081894,0.32654384
m_161,85.40469999999999,27.665,0.19525662,0.1574707,0.22218631,0.20717156,0.22968143
m_162,85.4253,27.667,0.19777603,0.17572597,0.26263493,0.32214725,0.27516696
m_163,85.41669999999999,27.671,0.20480222,0.15700184,0.24047293,0.21634978,0.24997908
m_164,84.64330000000001,28.03,0.38292402,0.11105609,0.8584855,0.7964185,0.79101914
m_165,85.42869999999999,27.668,0.200335,0.17574386,0.26911756,0.3317588,0.28249928
m_166,85.43060000000003,27.669,0.20160623,0.17570546,0.27241144,0.33661535,0.28621674
m_167,85.4357,27.669,0.20580915,0.17593803,0.2834553,0.3535857,0.2988211
m_168,85.43899999999996,27.668,0.20879474,0.1761983,0.2914026,0.36604887,0.30794978
m_169,85.43079999999998,27.672,0.20084631,0.17535603,0.27056417,0.33338493,0.28402087
m_17,85.30880000000002,27.781,0.2578003,0.17618679,0.320128,0.28458378,0.34396094
m_170,85.42399999999998,27.676,0.204783,0.15676606,0.2529977,0.26456374,0.26395684
m_171,85.42860000000002,27.676,0.20252775,0.17478713,0.26342994,0.30606708,0.27578297
m_172,85.43040000000002,27.676,0.2041901,0.17489538,0.26750287,0.3118979,0.28041247
m_173,85.44370000000004,27.673,0.22144422,0.15805341,0.29896468,0.3365081,0.31647864
m_174,85.48720000000003,27.662,0.26941088,0.16057844,0.40346113,0.35962254,0.34739506
m_175,85.44100000000003,27.678,0.21322179,0.17532955,0.29048258,0.3451121,0.30660334
m_176,85.31970000000001,27.7218,0.1772242,0.17563598,0.18028529,0.1824469,0.18083799
m_177,85.47120000000001,27.679,0.2503558,0.15897807,0.35872996,0.3744351,0.3856447
m_178,85.46440000000001,27.686,0.24413379,0.15828042,0.34182376,0.35180598,0.36576283
m_179,85.31060000000002,27.74,0.2100461,0.19196257,0.22515671,0.22562477,0.23206812
m_18,85.46949999999998,27.738,0.25806275,0.15788758,0.37660635,0.3317986,0.32153976
m_180,85.48669999999998,27.685,0.2637302,0.15944242,0.39201516,0.33850783,0.3363821
m_181,85.34730000000002,27.73,0.18036637,0.16930452,0.19657953,0.20397393,0.19762625
m_182,85.3537,27.73,0.17999627,0.16872795,0.1992298,0.20956536,0.20073847
m_183,85.42359999999996,27.71,0.21280323,0.15459728,0.25951895,0.24321565,0.27033618
m_184,85.34879999999998,27.742,0.20424926,0.15561362,0.22047383,0.20006107,0.22450279
m_185,85.42349999999999,27.718,0.21617074,0.15455692,0.266775,0.25067344,0.27839616
m_186,85.36079999999998,27.739,0.20143156,0.15346742,0.21965876,0.19869661,0.22370446
m_187,85.3682,27.737,0.20043279,0.15278529,0.22093838,0.20190138,0.22527279
m_188,85.62040000000002,27.648,0.3383087,0.16406776,0.6461112,0.7998261,0.73217887
m_189,85.34050000000002,27.752,0.21667516,0.16035157,0.24073878,0.22021389,0.24786775
m_19,85.1463,27.8969,0.35323256,0.1783921,0.6665115,0.7294781,0.6102892
m_190,85.41070000000002,27.736,0.20774695,0.17179203,0.26852596,0.3024651,0.2798789
m_191,85.36509999999998,27.751,0.21789896,0.15590213,0.2469795,0.20497838,0.25468954
m_192,85.43669999999997,27.73,0.20984426,0.17338368,0.3051479,0.3991023,0.3258781
m_193,85.50200000000001,27.71,0.27372602,0.15953614,0.42594442,0.37370414,0.36808065
m_194,85.34390000000002,27.761,0.22782546,0.16160303,0.26160508,0.22927606,0.2719547
m_195,85.46350000000001,27.723,0.24961689,0.15736996,0.3517784,0.33220184,0.376813
m_196,85.35750000000002,27.759,0.22433361,0.15849772,0.26043394,0.22945113,0.27022707
m_197,85.4194,27.739,0.21449783,0.17259906,0.28687593,0.3298712,0.30095616
m_198,85.4597,27.73,0.24939251,0.15721694,0.35037762,0.30242425,0.29709154
m_199,85.375,27.757,0.22510163,0.15640487,0.26639304,0.21996616,0.27694815
m_20,86.0163,27.663,0.35210866,0.10999749,0.79907787,0.74964726,0.73638004
m_200,85.34770000000003,27.769,0.23475341,0.1623105,0.28076953,0.2527846,0.29416904
m_201,85.3752,27.765,0.23007783,0.104953334,0.2836275,0.20217182,0.23516151
m_202,85.37059999999997,27.769,0.23581094,0.15884063,0.28960985,0.23760192,0.240702
m_203,85.43290000000002,27.749,0.24080276,0.15636666,0.3236535,0.2971891,0.3435517
