# 20150425_M7.8_Gorkha median gmf, Stations:None, gmlt:Adjusted, Rupture:Yagi
custom_site_id,lon,lat,"AbrahamsonEtAl2014
region = ""CHN""",AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,CauzziEtAl2014,ChiouYoungs2014,YoungsEtAl1997SInter,ZhaoEtAl2016SInter
t_0,82.93477,27.03676,0.08852182,0.08299243,0.08326536,0.07742513,0.07793829,0.079837576,0.026469747
t_1,82.93477,27.11675,0.096662894,0.090464994,0.085604765,0.08507428,0.086790465,0.08216735,0.035206582
t_10,82.93477,27.83404,0.067438856,0.06745772,0.08334511,0.061549712,0.05759554,0.09021232,0.033292096
t_100,83.20426,27.59546,0.12267552,0.12086182,0.11509066,0.10495482,0.11397643,0.11364277,0.050965585
t_1000,85.80938,27.67504,0.7350267,0.65936244,0.13110851,0.40544137,0.78744817,0.26451185,0.9550817
t_1001,85.80938,27.75457,0.6983332,0.60727525,0.13072045,0.36773548,0.7255765,0.25814041,0.8843791
t_1002,85.80938,27.83404,0.693476,0.572271,0.13028167,0.346438,0.7013051,0.25190365,0.82021654
t_1003,85.80938,27.91345,0.68152076,0.54035074,0.12979451,0.3273481,0.67598796,0.24583243,0.7621661
t_1004,85.80938,27.9928,0.66292244,0.5115285,0.12926704,0.31036398,0.65092397,0.24000174,0.71019316
t_1005,85.80938,28.07209,0.6537404,0.495389,0.1287168,0.30081618,0.6429637,0.23454227,0.66463715
t_1006,85.80938,28.15132,0.57100284,0.4494193,0.12775616,0.27450126,0.4655497,0.22614297,0.5999385
t_1007,85.80938,28.2305,0.48447222,0.3850824,0.12540458,0.23825702,0.3281944,0.20953424,0.48890188
t_1008,85.80938,28.30962,0.40558827,0.3216007,0.121807456,0.2031785,0.24820398,0.19026518,0.38349125
t_1009,85.80938,28.38867,0.3753692,0.28389162,0.17864433,0.18542871,0.21938266,0.26137686,0.3001853
t_101,83.20426,27.67504,0.116580926,0.11580979,0.11537867,0.09845015,0.107565425,0.11397214,0.051244933
t_1010,85.80938,28.46767,0.35600403,0.2620762,0.1716468,0.1828872,0.21783584,0.23762971,0.32048658
t_1011,85.80938,28.54661,0.31468597,0.23244531,0.16404097,0.16742666,0.1965987,0.2162578,0.25841567
t_1012,85.80938,28.6255,0.21529192,0.16856705,0.100650854,0.11945046,0.12660971,0.1255768,0.1551394
t_1013,85.80938,28.70432,0.2370503,0.17718355,0.14697674,0.13085636,0.15050204,0.18027402,0.17423686
t_1014,85.80938,28.78308,0.23237234,0.1802614,0.1551842,0.15039325,0.16635995,0.1653091,0.1060609
t_1015,85.80938,28.86178,0.18039148,0.1387049,0.12996136,0.10658675,0.1196709,0.15198813,0.122907355
t_1016,85.80938,28.94043,0.16878797,0.13166383,0.122008756,0.104011886,0.11752065,0.14010315,0.10462648
t_1017,85.80938,29.01901,0.13089007,0.105416775,0.11446396,0.085028775,0.09005173,0.12943819,0.065672204
t_1018,85.80938,29.09753,0.100431256,0.085854754,0.069324434,0.07208881,0.07086065,0.072472624,0.056682047
t_1019,85.80938,29.176,0.09180249,0.08011736,0.06503405,0.06870459,0.0669962,0.06676139,0.049228467
t_102,83.20426,27.75457,0.084678814,0.0883599,0.102562696,0.07451301,0.074697345,0.113627434,0.051203337
t_1020,85.80938,29.2544,0.08293442,0.07417855,0.06102537,0.06515121,0.06252893,0.061653472,0.042995
t_1021,85.80938,29.33275,0.07618919,0.06976461,0.057289463,0.06259419,0.059364635,0.057075813,0.037744936
t_1022,85.80938,29.41103,0.07709483,0.071327604,0.0833382,0.06457774,0.06285897,0.090204306,0.04550264
t_1023,85.89921,27.03676,0.24961191,0.35876694,0.18565463,0.2346312,0.25495654,0.29189235,0.40114626
t_1024,85.89921,27.11675,0.29773915,0.45258456,0.19165745,0.28957677,0.31866896,0.3289933,0.56504506
t_1025,85.89921,27.19668,0.40812677,0.58537215,0.19590364,0.4408169,0.49391106,0.3720218,0.9975443
t_1026,85.89921,27.27655,0.5142474,0.8157674,0.19802998,0.53194755,0.60341567,0.41597632,1.2530056
t_1027,85.89921,27.35636,0.6368594,0.8326824,0.1321414,0.5158423,0.6819172,0.2902853,1.3046367
t_1028,85.89921,27.43612,0.65832454,0.7725941,0.13192315,0.4742865,0.7591583,0.2828399,1.1919558
t_1029,85.89921,27.51582,0.6770817,0.72161853,0.13166578,0.44028717,0.7696989,0.27594846,1.0965724
t_103,83.20426,27.83404,0.074139595,0.07947006,0.06571383,0.068219684,0.06490927,0.06764888,0.050352752
t_1030,85.89921,27.59546,0.6898085,0.675362,0.13135624,0.41035202,0.759654,0.26917148,1.0103536
t_1031,85.89921,27.67504,0.80402553,0.64783156,0.19667019,0.43865842,0.8796942,0.3839502,1.083319
