# 20150425_M7.8_Gorkha median gmf, Stations:All, gmlt:Adjusted, Rupture:Kobayashi
custom_site_id,lon,lat,AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,AtkinsonMacias2009NSHMP2014.NRCan15SiteTerm,Kanno2006Shallow,ZhaoEtAl2006SInter
m_10,85.5292,27.847,1.30717,1.30717,1.30717,1.30717,1.30717
m_100,85.32060000000001,27.613,0.54039,0.54039,0.54039,0.54039,0.54039
m_101,85.30779999999999,27.619,0.54021,0.54021,0.54021,0.54021,0.54021
m_102,85.3021,27.625,0.53979,0.53979,0.53979,0.53979,0.53979
m_103,84.59269999999998,27.973,0.53961,0.53961,0.53961,0.53961,0.53961
m_104,85.29829999999998,27.629,0.53951,0.53951,0.53951,0.53951,0.53951
m_105,85.32999999999998,27.621,0.53928,0.53928,0.53928,0.53928,0.53928
m_106,85.38350000000003,27.604,0.53927,0.53927,0.53927,0.53927,0.53927
m_107,85.31900000000002,27.625,0.53924,0.53924,0.53924,0.53924,0.53924
m_108,85.2989,27.634,0.53899,0.53899,0.53899,0.53899,0.53899
m_109,85.29050000000001,27.639,0.53877,0.53877,0.53877,0.53877,0.53877
m_11,85.72219999999999,27.7707,1.30348,1.30348,1.30348,1.30348,1.30348
m_110,85.5326,27.567,0.53844,0.53844,0.53844,0.53844,0.53844
m_111,85.50229999999999,27.576,0.53843,0.53843,0.53843,0.53843,0.53843
m_112,85.29910000000001,27.64,0.53839,0.53839,0.53839,0.53839,0.53839
m_113,85.32870000000003,27.631,0.53832,0.53832,0.53832,0.53832,0.53832
m_114,85.54500000000002,27.565,0.53821,0.53821,0.53821,0.53821,0.53821
m_115,85.3193,27.636,0.53813,0.53813,0.53813,0.53813,0.53813
m_116,85.2962,27.644,0.53809,0.53809,0.53809,0.53809,0.53809
m_117,85.30270000000002,27.643,0.53798,0.53798,0.53798,0.53798,0.53798
m_118,85.30719999999997,27.643,0.53783,0.53783,0.53783,0.53783,0.53783
m_119,85.35720000000003,27.627,0.5378,0.5378,0.5378,0.5378,0.5378
m_12,84.80079999999998,28.2189,1.2978,1.2978,1.2978,1.2978,1.2978
m_120,85.50869999999998,27.581,0.53774,0.53774,0.53774,0.53774,0.53774
m_121,84.60469999999998,27.987,0.53765,0.53765,0.53765,0.53765,0.53765
