# 20150425_M7.8_Gorkha median gmf, Stations:Seismic, gmlt:Adjusted, Rupture:Stevens
custom_site_id,lon,lat,AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,AtkinsonMacias2009NSHMP2014.NRCan15SiteTerm,Kanno2006Shallow,ZhaoEtAl2006SInter
m_10,85.5292,27.847,0.3604585,0.10908814,0.662916,0.5284912,0.5762966
m_100,85.3206,27.613,0.21674098,0.19408885,0.2820959,0.28128767,0.29584286
m_101,85.3078,27.619,0.21945657,0.2040191,0.27984765,0.2709871,0.29565492
m_102,85.3021,27.625,0.21965358,0.21031937,0.2752477,0.28343463,0.29198954
m_103,84.5927,27.973,0.47032684,0.1696325,0.98247814,1.1190802,1.1263344
m_104,85.2983,27.629,0.22091383,0.2153795,0.27284998,0.28166568,0.29048347
m_105,85.33,27.621,0.2102596,0.18729948,0.26213387,0.2519224,0.2722731
m_106,85.3835,27.604,0.2285688,0.17139891,0.31172955,0.2679907,0.25659618
m_107,85.319,27.625,0.21088599,0.19465323,0.26044163,0.26118854,0.2719249
m_108,85.2989,27.634,0.2190278,0.21589352,0.2638325,0.26975083,0.28030935
m_109,85.2905,27.639,0.22074002,0.15175496,0.26751307,0.20792405,0.22792213
m_11,85.7222,27.7707,0.42310706,0.11058482,0.841177,0.74792725,0.7488381
m_110,85.5326,27.567,0.33450302,0.16671601,0.59919494,0.6004662,0.51585853
m_111,85.5023,27.576,0.31484628,0.16658191,0.5393316,0.5418908,0.5816552
m_112,85.2991,27.64,0.21700205,0.21673428,0.25363213,0.25638554,0.26884028
m_113,85.3287,27.631,0.20403187,0.18591347,0.2427023,0.23325987,0.25095695
m_114,85.545,27.565,0.32048932,0.1859821,0.6215092,0.84257364,0.6774706
m_115,85.3193,27.636,0.20428762,0.19229592,0.23883528,0.23375396,0.24782422
m_116,85.2962,27.644,0.21613534,0.2221213,0.25126705,0.26808086,0.2671499
m_117,85.3027,27.643,0.21055005,0.21141684,0.24376558,0.2554583,0.2565947
m_118,85.3072,27.643,0.20657085,0.2047584,0.23793115,0.24630448,0.24887528
m_119,85.3572,27.627,0.19105466,0.19285902,0.24831341,0.29565126,0.2553551
m_12,84.8008,28.2189,0.39107972,0.111092664,0.8851631,0.7783608,0.7844114
m_120,85.5087,27.581,0.32115823,0.16644333,0.5502186,0.57755655,0.59549457
m_121,84.6047,27.987,0.46806172,0.16958281,0.9771962,1.076954,1.1176289
m_122,85.3456,27.633,0.18586177,0.19562954,0.2341892,0.2774547,0.24046144
m_123,85.3284,27.639,0.19858392,0.18330899,0.22673331,0.21392159,0.23340161
m_124,85.3385,27.636,0.1982022,0.17786399,0.22884773,0.2144764,0.23498303
m_125,85.502,27.586,0.31932756,0.16630968,0.5346091,0.53290933,0.578071
m_126,85.5297,27.578,0.33923197,0.16655174,0.59278005,0.5781533,0.5115445
m_127,85.2999,27.655,0.2089046,0.21504568,0.22847499,0.23401153,0.23926574
m_128,85.2966,27.658,0.21269862,0.2221673,0.23008184,0.2363086,0.24184167
m_129,85.3428,27.643,0.18048291,0.17253546,0.2135819,0.2397417,0.2182188
m_13,85.4578,27.9371,0.36815682,0.11057161,0.71791977,0.5864333,0.62656
m_130,85.3064,27.655,0.2010824,0.20206702,0.21818247,0.21895577,0.22607179
m_131,85.5061,27.594,0.32637838,0.16604713,0.53875303,0.5317029,0.58514416
m_132,85.3183,27.656,0.17058535,0.20434234,0.20094298,0.24647363,0.20530473
m_133,85.3263,27.655,0.16764554,0.1959927,0.19635803,0.23620217,0.20001261
m_134,84.607,28.01,0.4514095,0.11199914,0.96917456,0.8461206,0.87490267
m_135,85.5284,27.593,0.34648627,0.16621771,0.5861296,0.5677521,0.5086898
