# 20150425_M7.8_Gorkha median gmf, Stations:Seismic, gmlt:Adjusted, Rupture:Stevens
custom_site_id,lon,lat,AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,AtkinsonMacias2009NSHMP2014.NRCan15SiteTerm,Kanno2006Shallow,YoungsEtAl1997SInter,ZhaoEtAl2006SInter
m_10,85.5292,27.847,0.3556844,0.100815244,0.66217524,0.34318903,0.18052898,0.4456707
m_100,85.3206,27.613,0.2156354,0.18830562,0.28197497,0.23835933,0.2162776,0.26806733
m_101,85.3078,27.619,0.2184302,0.19843958,0.27973765,0.23282172,0.22404717,0.27010718
m_102,85.3021,27.625,0.21872355,0.2051064,0.2751498,0.24704841,0.22832751,0.26905546
m_103,84.5927,27.973,0.46257475,0.15374973,0.98110986,0.65333337,0.30636808,0.8175546
m_104,85.2983,27.629,0.22004203,0.21040043,0.2727595,0.24781442,0.23201448,0.2691629
m_105,85.33,27.621,0.20932682,0.18243773,0.26203617,0.21814188,0.20618178,0.249907
m_106,85.3835,27.604,0.22705469,0.16479121,0.31155586,0.21609779,0.20500228,0.22573689
m_107,85.319,27.625,0.21002105,0.18997818,0.2603519,0.22864221,0.21177036,0.25121105
m_108,85.2989,27.634,0.2182596,0.21145299,0.26375479,0.24074236,0.23014988,0.26195145
m_109,85.2905,27.639,0.22002842,0.148884,0.26744065,0.1872818,0.16657591,0.21416664
m_11,85.7222,27.7707,0.4166351,0.10094779,0.8400904,0.45402703,0.1970527,0.5563241
m_110,85.5326,27.567,0.33027393,0.15462922,0.598556,0.39769918,0.252028,0.4036464
m_111,85.5023,27.576,0.31116757,0.15539442,0.5388003,0.3703629,0.24301352,0.46372712
m_112,85.2991,27.64,0.21635443,0.21293618,0.25356856,0.23273441,0.22816138,0.25378722
m_113,85.3287,27.631,0.20330079,0.1820076,0.24262926,0.20766298,0.2005132,0.23417744
m_114,85.545,27.565,0.31633767,0.17217723,0.62083006,0.55238485,0.25535616,0.5268927
m_115,85.3193,27.636,0.20364214,0.18872973,0.23877192,0.21098602,0.20460266,0.23315634
m_116,85.2962,27.644,0.21555577,0.2186213,0.25121048,0.24575655,0.23188773,0.25367278
m_117,85.3027,27.643,0.20998627,0.20809022,0.24371077,0.23421404,0.2212031,0.24366802
m_118,85.3072,27.643,0.20602725,0.20159177,0.23787858,0.22616045,0.21429494,0.23654863
m_119,85.3572,27.627,0.19025153,0.18811278,0.2482257,0.25795144,0.19213413,0.23543687
m_12,84.8008,28.2189,0.38463384,0.100691065,0.8839304,0.45441857,0.19700766,0.5693695
m_120,85.5087,27.581,0.31738716,0.15521134,0.5496739,0.39399073,0.24525855,0.47422448
m_121,84.6047,27.987,0.46034804,0.1537068,0.97583544,0.6287869,0.30530238,0.8112721
m_122,85.3456,27.633,0.18520744,0.1915908,0.23411995,0.24751158,0.19051565,0.22465587
m_123,85.3284,27.639,0.19800813,0.18018748,0.22667812,0.19472446,0.19456102,0.22069524
m_124,85.3385,27.636,0.19756815,0.1745247,0.22878624,0.1933389,0.1909661,0.22090703
m_125,85.502,27.586,0.31567833,0.15537857,0.5340941,0.36729482,0.24306922,0.4631787
m_126,85.5297,27.578,0.3350373,0.15473405,0.5921619,0.38642406,0.25200593,0.40244693
m_127,85.2999,27.655,0.20855096,0.21290132,0.22844252,0.22151902,0.21974427,0.23157698
m_128,85.2966,27.658,0.21238303,0.22022448,0.2300532,0.22521503,0.22577272,0.23501673
m_129,85.3428,27.643,0.18000707,0.16986214,0.21353464,0.22009872,0.1831992,0.20739053
m_13,85.4578,27.9371,0.36296713,0.101665474,0.7170656,0.37031192,0.1862161,0.4765397
m_130,85.3064,27.655,0.20075327,0.20011859,0.21815251,0.20764445,0.20677355,0.21904416
m_131,85.5061,27.594,0.32267022,0.1551949,0.5382371,0.3672611,0.24442476,0.46945348
m_132,85.3183,27.656,0.17032732,0.20252088,0.20091748,0.2346838,0.18764322,0.19940011
m_133,85.3263,27.655,0.16737914,0.19415757,0.19633183,0.22434592,0.18095785,0.19397324
m_134,84.607,28.01,0.4439679,0.10151086,0.9678246,0.49392948,0.20866278,0.63501614
m_135,85.5284,27.593,0.34231195,0.1547177,0.58553416,0.38344377,0.2522933,0.40268943
m_136,85.3121,27.662,0.17520532,0.20726313,0.19768074,0.2238172,0.18964429,0.19758484
m_137,84.6188,28.0,0.45680404,0.1015805,0.9705705,0.5328451,0.20920363,0.637847
m_138,85.3043,27.668,0.18338557,0.21895465,0.20147906,0.22699454,0.19817269,0.2024971
m_139,84.6435,27.971,0.4564025,0.15392806,0.9755019,0.676502,0.30575785,0.81223893
m_14,86.2435,27.622,0.30100277,0.09837093,0.71756345,0.39082062,0.17659931,0.4705365
m_140,85.3323,27.661,0.17084207,0.16553989,0.1819415,0.17880875,0.1705389,0.18003987
m_141,84.6272,27.995,0.4576682,0.15371503,0.97002923,0.5979827,0.3042777,0.63756627
m_142,85.319,27.667,0.16334021,0.1910305,0.17980994,0.2002972,0.1736454,0.17907856
m_143,85.5224,27.604,0.34368014,0.15473008,0.5684925,0.35071844,0.2504734,0.39516464
m_144,84.6258,28.002,0.45622593,0.15367162,0.9684294,0.5968868,0.30389526,0.6359831
m_145,85.538,27.602,0.35565683,0.15449998,0.60294867,0.3942529,0.25603884,0.41737232
m_146,85.3178,27.673,0.15818931,0.18516418,0.170254,0.18879272,0.16703212,0.16985083
m_147,85.3334,27.668,0.16452362,0.1596615,0.16987173,0.16573031,0.16286275,0.16867174
m_148,85.3231,27.673,0.15402621,0.17918539,0.16546531,0.18217127,0.1619125,0.16479519
m_149,85.3111,27.677,0.17264713,0.1727089,0.1750115,0.17576812,0.17333293,0.1747389
m_15,86.2538,27.602,0.287978,0.09787901,0.686291,0.37970674,0.17293799,0.45416766
m_150,85.3341,27.671,0.1621654,0.15711907,0.165352,0.1605579,0.1598424,0.16436392
m_151,85.3881,27.654,0.19041783,0.1572416,0.21580982,0.1968161,0.1761287,0.2091025
m_152,84.6152,28.03,0.4467563,0.101440884,0.9611033,0.5109492,0.20761792,0.62892437
m_153,85.3327,27.676,0.13984591,0.17150353,0.15923445,0.19329214,0.15592986,0.16028155
m_154,85.3075,27.685,0.13335148,0.19516993,0.1767435,0.26344138,0.17703243,0.1903654
m_155,85.2262,27.714,0.31940684,0.2650504,0.38255957,0.32962078,0.33090064,0.33085492
m_156,85.3228,27.684,0.15518275,0.15146507,0.15303513,0.14960612,0.15287496,0.15274192
m_157,85.3114,27.688,0.1727196,0.16569883,0.16781138,0.1617554,0.168684,0.16767733
m_158,84.6553,27.993,0.44656268,0.10169099,0.96874976,0.4949228,0.20924848,0.6370317
m_159,85.2769,27.708,0.22315958,0.27685124,0.24813017,0.30727485,0.2687463,0.27178922
m_16,85.4421,27.705,0.2526168,0.15135895,0.31310943,0.21003266,0.19957697,0.23051368
m_160,85.2609,27.713,0.27738202,0.26511705,0.29096806,0.26623112,0.30006856,0.32343927
m_161,85.4047,27.665,0.20443682,0.1547741,0.22785974,0.18795553,0.17871737,0.22018066
m_162,85.4253,27.667,0.20539796,0.17165577,0.27417877,0.28096297,0.19134605,0.26076478
m_163,85.4167,27.671,0.21964829,0.15375695,0.24984227,0.19333011,0.18470526,0.23966368
m_164,84.6433,28.03,0.43708542,0.10148962,0.95880365,0.4893608,0.20744796,0.6273352
m_165,85.4287,27.668,0.20873275,0.1714759,0.28177077,0.2876675,0.19324166,0.26727304
m_166,85.4306,27.669,0.21061838,0.17134431,0.2858608,0.29123074,0.19426079,0.27084348
m_167,85.4357,27.669,0.21637425,0.17126244,0.2990872,0.30334026,0.19762073,0.2823919
m_168,85.439,27.668,0.22022714,0.1712979,0.30837956,0.31197804,0.1999439,0.29043812
m_169,85.4308,27.672,0.20993574,0.17105241,0.28411758,0.28899342,0.19364676,0.26912263
m_17,85.3088,27.781,0.2808566,0.17110246,0.33900544,0.24173304,0.2314454,0.32165456
m_170,85.424,27.676,0.21724102,0.1531505,0.2645391,0.2334378,0.18838474,0.25206518
m_171,85.4286,27.676,0.21248922,0.1706966,0.27599484,0.26689276,0.19132198,0.2617571
m_172,85.4304,27.676,0.21442875,0.17067611,0.28053594,0.27081147,0.19247262,0.26560813
m_173,85.4437,27.673,0.23755807,0.15320782,0.31706423,0.28460944,0.20172746,0.29736754
m_174,85.4872,27.662,0.30849206,0.15348984,0.43871912,0.28181136,0.22814354,0.31692556
m_175,85.441,27.678,0.22611211,0.17044222,0.30735692,0.29370818,0.19911492,0.2885623
m_176,85.3197,27.7218,0.17757002,0.17538105,0.18077765,0.18088678,0.17686218,0.1801711
m_177,85.4712,27.679,0.2768807,0.15276241,0.38676575,0.3014959,0.21683592,0.35496205
m_178,85.4644,27.686,0.26933655,0.1524365,0.36755922,0.28699255,0.2125929,0.33868816
m_179,85.3106,27.74,0.21643932,0.19009717,0.23033153,0.2128843,0.20336573,0.22703297
m_18,85.4695,27.738,0.29187563,0.1512984,0.41038486,0.262196,0.22068757,0.29281816
m_180,85.4867,27.685,0.30217955,0.15257165,0.42693257,0.2666026,0.2248826,0.30733928
m_181,85.3473,27.73,0.18342675,0.16785993,0.2001995,0.19380762,0.17455934,0.1934341
m_182,85.3537,27.73,0.18336162,0.16711774,0.2034779,0.19794734,0.17434981,0.19609475
m_183,85.4236,27.71,0.22839722,0.15077792,0.27227762,0.21207274,0.18935265,0.25592384
m_184,85.3488,27.742,0.21341816,0.1532739,0.22656655,0.18452151,0.18475087,0.21675655
m_185,85.4235,27.718,0.23262061,0.15054096,0.28081313,0.21694706,0.19159944,0.26269418
m_186,85.3608,27.739,0.21122041,0.15105796,0.22638151,0.182558,0.181674,0.21580952
m_187,85.3682,27.737,0.21010402,0.15028226,0.22784528,0.18465751,0.18074258,0.21680573
m_188,85.6204,27.648,0.39792386,0.1534133,0.7379607,0.55737317,0.27709824,0.641555
m_189,85.3405,27.752,0.22856122,0.15746038,0.24924499,0.19978209,0.19552314,0.23807186
m_19,85.1463,27.8969,0.40534362,0.1667826,0.75145787,0.4966409,0.2959218,0.5171969
m_190,85.4107,27.736,0.21846192,0.16757496,0.2829918,0.26158845,0.19300355,0.2638762
m_191,85.3651,27.751,0.23385848,0.15264222,0.25719914,0.18270747,0.19151802,0.24267323
m_192,85.4367,27.73,0.2205645,0.16809244,0.3258808,0.3338053,0.20275071,0.30369633
m_193,85.502,27.71,0.31513277,0.15201811,0.46855772,0.28678244,0.23204646,0.3320545
m_194,85.3439,27.761,0.24347647,0.15803392,0.2728104,0.20286597,0.20189251,0.25817952
m_195,85.4635,27.723,0.27811086,0.15129717,0.38040733,0.26755932,0.21452595,0.34598365
m_196,85.3575,27.759,0.24002133,0.15488267,0.27212548,0.20216668,0.19796802,0.25609532
m_197,85.4194,27.739,0.2268562,0.1678313,0.304279,0.28026623,0.19818099,0.28175348
m_198,85.4597,27.73,0.280157,0.15117536,0.37859532,0.24369147,0.21421373,0.27263215
m_199,85.375,27.757,0.2439306,0.15254231,0.27961877,0.19169353,0.1966058,0.26139396
m_20,86.0163,27.663,0.4485162,0.10123938,0.9650614,0.49252838,0.20856525,0.6357021
m_200,85.3477,27.769,0.25256544,0.15817134,0.29513353,0.21928649,0.20735647,0.27718607
m_201,85.3752,27.765,0.25503585,0.10145733,0.29962817,0.17344329,0.13939893,0.22064063
m_202,85.3706,27.769,0.2577277,0.15436581,0.3060667,0.20282257,0.20509568,0.22517727
m_203,85.4329,27.749,0.2658125,0.15093939,0.34772882,0.24450873,0.20827736,0.31762236
m_204,85.4536,27.744,0.27575472,0.09990781,0.3826943,0.20624119,0.14825746,0.2746895
m_205,85.3738,27.773,0.26195827,0.15441237,0.31835246,0.21069615,0.20775887,0.23304069
m_206,85.3634,27.783,0.26767346,0.10358573,0.33890283,0.180318,0.14813532,0.24772798
m_207,85.3539,27.793,0.27762845,0.105035104,0.36250773,0.19299595,0.15331519,0.26406103
m_208,85.3761,27.789,0.2741457,0.10281657,0.36233434,0.19225624,0.15034458,0.26219788
m_209,85.1273,27.869,0.39014947,0.17025036,0.7441538,0.61687535,0.3000517,0.6541177
m_21,85.1303,27.9236,0.40005425,0.10808636,0.7881393,0.41732025,0.20327908,0.5349899
m_210,85.1377,27.884,0.38163605,0.16835341,0.7467921,0.6439075,0.2975729,0.6521852
m_211,85.5727,27.754,0.3670463,0.15227132,0.64550745,0.43229195,0.26077598,0.5562408
m_212,85.1441,27.901,0.4056536,0.16622025,0.7568502,0.49921528,0.29576036,0.51956236
m_213,86.0212,27.679,0.44378257,0.1011928,0.960108,0.48978615,0.20774598,0.63086164
m_214,85.1494,27.921,0.4021332,0.10838527,0.77004755,0.42152297,0.20201807,0.52391595
m_215,85.1685,27.916,0.40004334,0.16459249,0.74944407,0.48844314,0.29216102,0.5117019
m_216,85.1325,27.927,0.409913,0.16322923,0.7888373,0.4718438,0.2954501,0.53478557
m_217,85.1468,27.925,0.40041625,0.163555,0.7753848,0.5627273,0.29407856,0.6646462
m_218,86.0083,27.699,0.43858394,0.101143,0.9528803,0.4860304,0.2067529,0.62477636
m_219,85.1587,27.925,0.40016234,0.10815159,0.7673256,0.4149973,0.20142692,0.52174634
m_22,85.6862,27.755,0.41230834,0.15270382,0.80658257,0.5055115,0.2828242,0.5376383
m_220,85.5068,27.823,0.3510589,0.15241455,0.6015853,0.36930177,0.25433272,0.4099651
m_221,85.6902,27.779,0.40719712,0.1008859,0.81198657,0.42942545,0.19448502,0.5389812
m_222,86.0488,27.635,0.45499286,0.10129286,0.9749653,0.49771568,0.2098394,0.6438366
m_223,86.0621,27.65,0.4502353,0.101247534,0.970606,0.495179,0.2090505,0.63919234
m_224,86.0711,27.684,0.4403779,0.10115102,0.9597808,0.48929873,0.20732088,0.62892616
m_225,86.0718,27.67,0.44426736,0.10118945,0.9643931,0.49174452,0.2080215,0.633106
m_226,86.0733,27.629,0.45595616,0.10129747,0.9776701,0.4990241,0.21008933,0.6456124
m_227,86.088,27.67,0.44424722,0.10118702,0.96529615,0.49214324,0.20806465,0.63351387
m_228,86.0083,27.419,0.36054483,0.10003993,0.83984405,0.4357568,0.19128054,0.5403032
m_229,85.2889,28.108,0.37295625,0.10153136,0.82652277,0.42707267,0.19377968,0.53701234
m_23,85.1413,27.9255,0.4078889,0.16346952,0.78083277,0.46746048,0.2947425,0.5300429
m_230,84.4179,28.164,0.42084014,0.10089298,0.9332887,0.4857895,0.2029183,0.6042674
m_231,84.4215,28.183,0.41000363,0.10083262,0.92698026,0.47316098,0.20205043,0.59938705
m_232,85.918,27.246,0.19145826,0.09137212,0.42562953,0.28298387,0.1392754,0.32191008
m_233,86.063,27.388,0.3303223,0.099156514,0.7697367,0.41951627,0.18278483,0.49880144
m_234,86.0637,27.371,0.30481708,0.09854101,0.72539234,0.39332393,0.17759056,0.47455108
m_235,85.952,27.24,0.20296964,0.14014073,0.4287708,0.31693777,0.21087666,0.32367337
m_236,85.9208,27.219,0.20563936,0.13790484,0.3893229,0.39433885,0.20248275,0.3823549
m_237,86.0988,27.405,0.33951303,0.09941865,0.7917914,0.42536935,0.18534723,0.51135623
m_238,84.3734,28.229,0.40949774,0.1006937,0.9142421,0.48777434,0.20029885,0.5897701
m_239,86.1004,27.367,0.30681252,0.14901115,0.69753426,0.4386952,0.25778276,0.45989808
m_24,85.5439,27.805,0.35233107,0.100614525,0.63562745,0.33101675,0.17797242,0.43136105
m_240,86.2262,27.656,0.32409024,0.099104926,0.769769,0.4096675,0.18269795,0.4988915
m_241,85.898,27.197,0.19399929,0.1356427,0.35569957,0.3784327,0.19478537,0.35935634
m_242,86.0976,27.349,0.2761636,0.097403646,0.65631175,0.36889297,0.16944146,0.43863875
m_243,86.1113,27.379,0.3013165,0.09840444,0.71775293,0.390741,0.17666288,0.47055668
m_244,85.9558,27.201,0.18050963,0.089174025,0.3771249,0.28083813,0.13158776,0.2964663
m_245,85.9058,27.15,0.1596681,0.13171186,0.30880007,0.26375574,0.1829697,0.25829038
m_246,86.2605,27.565,0.2752796,0.09733543,0.6546436,0.36850977,0.16920038,0.43793216
m_247,85.9577,27.102,0.16049524,0.12827763,0.27669126,0.30349544,0.17398521,0.30213067
m_248,86.0167,27.112,0.14693576,0.08389231,0.2907993,0.2349687,0.11590281,0.24786589
m_249,85.9739,27.081,0.14648174,0.12634313,0.26199016,0.25639147,0.16959602,0.230316
m_25,86.0335,27.649,0.45178616,0.10126655,0.970224,0.49521193,0.20921753,0.63987446
m_250,86.0034,27.089,0.15038092,0.1274649,0.2705849,0.2636715,0.17217085,0.23564467
m_251,85.094,27.599,0.27797577,0.121993564,0.5414992,0.3614945,0.1864751,0.38599378
m_252,85.3156,27.575,0.22596458,0.18326357,0.34412208,0.27451614,0.22750358,0.3168192
m_253,85.3326,27.572,0.2250074,0.17728658,0.3458133,0.2563535,0.2225468,0.24979849
m_254,85.2617,27.616,0.24419473,0.23063092,0.33892304,0.28453124,0.26944003,0.26583678
m_255,85.2806,27.613,0.23090798,0.14324132,0.31763008,0.23147088,0.17151855,0.2456436
m_256,85.3836,27.582,0.22483815,0.10925616,0.3502438,0.20724088,0.1460787,0.24899067
m_257,85.3207,27.609,0.21715286,0.18783039,0.28920057,0.24368721,0.21777642,0.2737001
m_258,85.3185,27.611,0.21705125,0.18941776,0.28680265,0.24277642,0.21847996,0.2724002
m_259,85.328,27.6089,0.2157125,0.18368773,0.2862821,0.2371187,0.21358016,0.2697736
m_26,85.5308,27.821,0.35057142,0.10068328,0.6336815,0.32956967,0.17781208,0.42950773
m_260,85.2904,27.622,0.22570115,0.14205064,0.2931205,0.21377888,0.16576727,0.22834598
m_261,85.3544,27.615,0.20801504,0.1715279,0.27275258,0.24533314,0.20056091,0.2554417
m_262,85.3657,27.616,0.21485344,0.16783945,0.27482474,0.2018561,0.19839324,0.20315981
m_263,85.2363,27.668,0.27985364,0.20260684,0.35053465,0.27940053,0.23887272,0.31076738
m_264,85.515,27.58,0.32226977,0.15505904,0.562895,0.40229443,0.24740344,0.48480728
m_265,85.2776,27.657,0.23953293,0.27056277,0.2679706,0.27040058,0.27970222,0.2882309
m_266,85.5203,27.583,0.3279573,0.15493025,0.5725199,0.4083267,0.2492595,0.49377242
m_267,85.2237,27.68,0.29795372,0.19426359,0.37929645,0.29252303,0.24071962,0.33284914
m_268,85.2913,27.659,0.22263993,0.23444606,0.23917449,0.22820684,0.23993841,0.24781655
m_269,85.2535,27.674,0.27418238,0.22445582,0.30813769,0.26979426,0.24671236,0.28725097
m_27,85.5839,27.82,0.37866065,0.1523528,0.7060512,0.4054001,0.26863566,0.4732708
m_270,85.2151,27.689,0.31163794,0.18508235,0.4023498,0.3001609,0.23880023,0.34830666
m_271,85.2783,27.672,0.24615172,0.30220667,0.25524753,0.27186468,0.2995759,0.286488
m_272,85.3722,27.642,0.174494,0.1800971,0.22364877,0.24892975,0.18064015,0.21495478
m_273,85.2369,27.688,0.2984034,0.31062454,0.34649,0.32488012,0.3545555,0.31448823
m_274,85.5119,27.6,0.3314233,0.15497915,0.5470365,0.33859932,0.24639443,0.37941587
m_275,85.2846,27.679,0.24211957,0.2649767,0.24012907,0.2393437,0.26215565,0.25408894
m_276,85.3271,27.667,0.16682492,0.16387498,0.17370225,0.1713559,0.1667367,0.17258851
m_277,85.3249,27.669,0.15733884,0.18234506,0.17133988,0.18883596,0.16569741,0.1703985
m_278,85.2711,27.688,0.23934361,0.35017237,0.2618573,0.3741828,0.3475747,0.31736463
m_279,85.3223,27.671,0.15657404,0.18238208,0.16949181,0.18720445,0.16508417,0.16875046
m_28,85.7014,27.796,0.4112009,0.15261443,0.82385844,0.47396243,0.28420267,0.5448905
m_280,85.2128,27.707,0.3280147,0.26400298,0.41433087,0.3720403,0.33843976,0.44783217
m_281,85.3581,27.66,0.15476543,0.17658402,0.18129952,0.20824657,0.1657289,0.18044277
m_282,85.3203,27.675,0.16077386,0.16078457,0.1640259,0.1647032,0.16151501,0.16361377
m_283,85.4399,27.637,0.2569795,0.103133164,0.34522817,0.19704637,0.14412421,0.2531285
