# 20150425_M7.8_Gorkha median gmf, Stations:Seismic, gmlt:Adjusted, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,AtkinsonMacias2009NSHMP2014.NRCan15SiteTerm,Kanno2006Shallow,YoungsEtAl1997SInter,ZhaoEtAl2006SInter
m_10,85.5292,27.847,0.30305943,0.107181944,0.6130566,0.35290042,0.17893499,0.42446232
m_100,85.3206,27.613,0.24236499,0.19580032,0.30945984,0.26942375,0.23242973,0.30474994
m_101,85.3078,27.619,0.24437265,0.2058417,0.30559328,0.26145726,0.24001549,0.30533242
m_102,85.3021,27.625,0.24248633,0.21205977,0.29689962,0.27376002,0.24274266,0.29977688
m_103,84.5927,27.973,0.411049,0.16912092,0.9354844,0.68998206,0.311027,0.78587633
m_104,85.2983,27.629,0.2424159,0.21711251,0.29256812,0.2726457,0.2456857,0.2976528
m_105,85.33,27.621,0.22829261,0.18859616,0.28162146,0.24116206,0.21861188,0.27721098
m_106,85.3835,27.604,0.24250478,0.17244184,0.33474633,0.2417736,0.21829219,0.2506118
m_107,85.319,27.625,0.22947921,0.19601879,0.27891022,0.25152183,0.22399504,0.27747092
m_108,85.2989,27.634,0.23746645,0.21747833,0.2803059,0.2619175,0.24212617,0.28627902
m_109,85.2905,27.639,0.2323157,0.1513801,0.28246564,0.20224318,0.17361331,0.23221275
m_11,85.7222,27.7707,0.3471888,0.10858289,0.7664255,0.46478295,0.19427252,0.5191016
m_110,85.5326,27.567,0.33355442,0.16723987,0.6223055,0.44642213,0.26695886,0.43193045
m_111,85.5023,27.576,0.31646654,0.16714303,0.56165886,0.41454947,0.25723964,0.49762133
m_112,85.2991,27.64,0.23187217,0.21814293,0.26657343,0.24984042,0.23816894,0.27345735
m_113,85.3287,27.631,0.21637227,0.18692069,0.25578514,0.22441721,0.20978557,0.25355458
m_114,85.545,27.565,0.32639214,0.18700798,0.6439213,0.61967236,0.270282,0.5621312
m_115,85.3193,27.636,0.2163607,0.19333091,0.25071397,0.22651339,0.21334063,0.25096735
m_116,85.2962,27.644,0.23095918,0.22350724,0.26256213,0.26189312,0.24107617,0.27125168
m_117,85.3027,27.643,0.2238898,0.2126205,0.25442344,0.24929449,0.22969814,0.26014575
m_118,85.3072,27.643,0.21865697,0.20583434,0.2478377,0.24021916,0.22218522,0.25192934
m_119,85.3572,27.627,0.20464289,0.19419362,0.2596211,0.27765056,0.20027445,0.25250396
m_12,84.8008,28.2189,0.3448412,0.109291784,0.833176,0.4876456,0.20022212,0.56196535
m_120,85.5087,27.581,0.31652528,0.16680045,0.56354564,0.4344735,0.25718415,0.498803
m_121,84.6047,27.987,0.40769494,0.16903111,0.92864513,0.66427016,0.30996895,0.78048795
m_122,85.3456,27.633,0.19891667,0.19695882,0.24397859,0.26438004,0.1978162,0.23961012
m_123,85.3284,27.639,0.20654757,0.18409844,0.23581137,0.20687534,0.20153621,0.23469198
m_124,85.3385,27.636,0.20579793,0.17860572,0.23824568,0.20595935,0.19804172,0.23527996
m_125,85.502,27.586,0.31049487,0.1665851,0.54386026,0.40178043,0.2536975,0.48307016
m_126,85.5297,27.578,0.3269961,0.16680501,0.60203934,0.4242652,0.26334387,0.4190618
m_127,85.2999,27.655,0.21711595,0.21597777,0.23464477,0.23055449,0.22524549,0.24156566
m_128,85.2966,27.658,0.22025877,0.22311155,0.23549463,0.23327564,0.23082781,0.24392794
m_129,85.3428,27.643,0.18952915,0.1730766,0.21990986,0.23099388,0.18831795,0.21735299
m_13,85.4578,27.9371,0.31410462,0.10863296,0.665236,0.38527986,0.18583852,0.45870757
m_130,85.3064,27.655,0.20763913,0.20281728,0.22368644,0.21560219,0.21155486,0.2278473
m_131,85.5061,27.594,0.30806765,0.16609555,0.5378367,0.39433125,0.25218335,0.47789192
m_132,85.3183,27.656,0.1811366,0.20546414,0.20516919,0.24254887,0.19133943,0.20631692
m_133,85.3263,27.655,0.17694736,0.19701238,0.20024247,0.2315906,0.18433999,0.20026766
m_134,84.607,28.01,0.3853201,0.110470355,0.92129034,0.52337897,0.21055903,0.6136447
m_135,85.5284,27.593,0.3188827,0.16611074,0.57768047,0.40821603,0.25871712,0.403412
m_136,85.3121,27.662,0.18367913,0.20963386,0.20064141,0.22913462,0.19233572,0.20244254
m_137,84.6188,28.0,0.39605618,0.11050757,0.9204153,0.56240016,0.21054152,0.6131904
m_138,85.3043,27.668,0.19081812,0.22085404,0.20356338,0.23071013,0.20016548,0.2060181
m_139,84.6435,27.971,0.40493402,0.16915217,0.9216679,0.71030277,0.3092418,0.7753733
m_14,86.2435,27.622,0.24222223,0.103613146,0.56567603,0.38319013,0.16730562,0.42102525
m_140,85.3323,27.661,0.17388922,0.16694516,0.18427907,0.18265022,0.17263445,0.18379724
m_141,84.6272,27.995,0.40270638,0.16896944,0.91995955,0.63116807,0.30871883,0.61296886
m_142,85.319,27.667,0.16955104,0.1926674,0.18165813,0.20353565,0.17529699,0.18207155
m_143,85.5224,27.604,0.30937293,0.16557851,0.5529471,0.36686692,0.25418144,0.38766724
m_144,84.6258,28.002,0.4020782,0.16892502,0.91879904,0.6305802,0.30849376,0.6122224
m_145,85.538,27.602,0.32000336,0.16576019,0.583142,0.4112775,0.25923702,0.40655842
m_146,85.3178,27.673,0.16293454,0.18625252,0.17125714,0.1904408,0.16789149,0.17139363
m_147,85.3334,27.668,0.16561848,0.16047658,0.17112331,0.16775742,0.16399214,0.17061104
m_148,85.3231,27.673,0.15847218,0.18023604,0.1664175,0.18379937,0.16275421,0.16632932
m_149,85.3111,27.677,0.17364593,0.17296474,0.1755684,0.17656407,0.17379609,0.17557688
m_15,86.2538,27.602,0.23251928,0.10277661,0.5381436,0.3718637,0.16356222,0.4066807
m_150,85.3341,27.671,0.16245265,0.15771611,0.16617969,0.1619331,0.16060784,0.16563119
m_151,85.3881,27.654,0.18729171,0.16009876,0.21550418,0.20024404,0.17745253,0.20970154
m_152,84.6152,28.03,0.39001036,0.11037457,0.9142276,0.5422748,0.20970242,0.6092859
m_153,85.3327,27.676,0.14589892,0.17230485,0.15946406,0.19393916,0.15620048,0.16066973
m_154,85.3075,27.685,0.14428936,0.19553536,0.17647512,0.26291633,0.17681319,0.18994741
m_155,85.2262,27.714,0.29474866,0.2740538,0.3700299,0.32787737,0.32983744,0.31727648
m_156,85.3228,27.684,0.15429461,0.15138124,0.15300101,0.14947404,0.15278733,0.15258692
m_157,85.3114,27.688,0.17055066,0.16543627,0.16732784,0.16107693,0.16825823,0.16687037
m_158,84.6553,27.993,0.382035,0.11054635,0.91290635,0.5198814,0.20988469,0.6087993
m_159,85.2769,27.708,0.22676134,0.28017002,0.24426623,0.3040648,0.2678151,0.26590332
m_16,85.4421,27.705,0.22546975,0.15666783,0.30190128,0.21150999,0.19893903,0.22309035
m_160,85.2609,27.713,0.2622654,0.26984924,0.28453368,0.26367068,0.2990878,0.31400302
m_161,85.4047,27.665,0.19314136,0.15784925,0.22449738,0.18905331,0.17867446,0.21673734
m_162,85.4253,27.667,0.19991939,0.17708626,0.26671964,0.281764,0.19058819,0.2528716
m_163,85.4167,27.671,0.20222946,0.15743685,0.2438954,0.19355921,0.18395482,0.23318276
m_164,84.6433,28.03,0.37843382,0.110353045,0.9065916,0.517266,0.20892939,0.6047561
m_165,85.4287,27.668,0.2025891,0.17712669,0.27356791,0.288396,0.19238205,0.25865534
m_166,85.4306,27.669,0.20395091,0.17709963,0.2770999,0.29173753,0.1932726,0.26161456
m_167,85.4357,27.669,0.20858929,0.17739506,0.28915825,0.3037045,0.1964642,0.27183676
m_168,85.439,27.668,0.21182919,0.1776992,0.29775783,0.31241155,0.19873853,0.27913925
m_169,85.4308,27.672,0.20335135,0.17674328,0.2754533,0.28954357,0.19268626,0.26010373
m_17,85.3088,27.781,0.2556706,0.17675178,0.3276965,0.24435413,0.23155566,0.31373984
m_170,85.424,27.676,0.20489584,0.15724394,0.25737587,0.23380819,0.1875448,0.24454853
m_171,85.4286,27.676,0.20414032,0.17613176,0.26803976,0.26758325,0.1904995,0.2536521
m_172,85.4304,27.676,0.2057721,0.17625098,0.2722041,0.27155963,0.19163215,0.25719705
m_173,85.4437,27.673,0.22239429,0.1586878,0.3054704,0.2850929,0.20047693,0.28545764
m_174,85.4872,27.662,0.26489586,0.1615133,0.41555884,0.28247428,0.22608669,0.2986728
m_175,85.441,27.678,0.21505097,0.17676452,0.2963191,0.294234,0.19793677,0.27757198
m_176,85.3197,27.7218,0.17721023,0.17568317,0.18027377,0.1808504,0.17677034,0.17976809
m_177,85.4712,27.679,0.25004655,0.15979493,0.36921945,0.30317092,0.21554066,0.338485
m_178,85.4644,27.686,0.24347824,0.15901949,0.35098785,0.28805077,0.21117641,0.32318157
m_179,85.3106,27.74,0.20995124,0.19267665,0.22707029,0.21328114,0.20322847,0.2243115
m_18,85.4695,27.738,0.2565701,0.15869315,0.39014378,0.26562196,0.22012696,0.28120643
m_180,85.4867,27.685,0.25982887,0.16033216,0.4044424,0.26782283,0.2231625,0.29101998
m_181,85.3473,27.73,0.18083188,0.16970916,0.19790874,0.19448435,0.17450488,0.19200808
m_182,85.3537,27.73,0.18065386,0.16919394,0.20073283,0.19860765,0.17422347,0.19431353
m_183,85.4236,27.71,0.2113907,0.1549712,0.26438612,0.21345744,0.18895036,0.24961384
m_184,85.3488,27.742,0.20288862,0.1554681,0.2232808,0.18605117,0.1850344,0.21506613
m_185,85.4235,27.718,0.21506599,0.15494408,0.27233753,0.21868144,0.19129376,0.2562858
m_186,85.3608,27.739,0.20025395,0.15338433,0.22278923,0.1840939,0.18190826,0.21392451
m_187,85.3682,27.737,0.19928429,0.15274017,0.22406149,0.18626273,0.18096943,0.21478297
m_188,85.6204,27.648,0.34215498,0.16558257,0.6797585,0.559895,0.27350563,0.58790076
m_189,85.3405,27.752,0.21495242,0.16029242,0.24392998,0.20103785,0.1954667,0.2345653
m_19,85.1463,27.8969,0.3562133,0.18020271,0.70236474,0.51247716,0.2970819,0.49232495
m_190,85.4107,27.736,0.20981134,0.17291945,0.2743441,0.26399624,0.19281918,0.257894
m_191,85.3651,27.751,0.21504359,0.15595974,0.25124547,0.18441302,0.19163187,0.23909755
m_192,85.4367,27.73,0.21423441,0.17473881,0.31304532,0.3366397,0.20216611,0.29394186
m_193,85.502,27.71,0.2714346,0.16052304,0.4423795,0.28986943,0.23086315,0.31530878
m_194,85.3439,27.761,0.22552225,0.16169702,0.2661569,0.20486143,0.20207335,0.25413495
m_195,85.4635,27.723,0.24876024,0.15810394,0.3630595,0.27040127,0.2138516,0.3326339
m_196,85.3575,27.759,0.22256266,0.15862085,0.26555994,0.20445435,0.19825527,0.2523152
m_197,85.4194,27.739,0.21675655,0.17381132,0.29350114,0.28285933,0.19783957,0.27419987
m_198,85.4597,27.73,0.24644674,0.15789661,0.36065105,0.24601899,0.21339671,0.26187298
m_199,85.375,27.757,0.22234675,0.156595,0.2720137,0.19388449,0.19677992,0.25687167
m_20,86.0163,27.663,0.36465758,0.1095892,0.87328297,0.5015225,0.20466486,0.584135
m_200,85.3477,27.769,0.23287694,0.16252035,0.28642097,0.22154985,0.20741796,0.27168334
m_201,85.3752,27.765,0.22538273,0.10337142,0.29031312,0.17552829,0.13803244,0.21614985
