# 20150425_M7.8_Gorkha median gmf, Stations:None, gmlt:Adjusted, Rupture:Hayes
custom_site_id,lon,lat,AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,AtkinsonMacias2009NSHMP2014.NRCan15SiteTerm,Kanno2006Shallow,ZhaoEtAl2006SInter
t_0,82.93477000000001,27.03676,0.11433271,0.11152519,0.027429128,0.12682423,0.08331733
t_1,82.93477000000001,27.11675,0.124461316,0.1155567,0.029191876,0.15297897,0.0940803
t_10,82.93477000000001,27.83404,0.09628467,0.10936504,0.03258384,0.08365781,0.07614734
t_100,83.20425999999998,27.59546,0.18554668,0.15836659,0.05696178,0.24408588,0.15354162
t_1000,85.80938000000003,27.67504,0.52706563,0.12902915,0.28380466,0.34911117,0.3888186
t_1001,85.80938000000003,27.75457,0.49469963,0.1286441,0.2748389,0.32047915,0.37747952
t_1002,85.80938000000003,27.83404,0.47638285,0.12822998,0.26580763,0.31302732,0.366488
t_1003,85.80938000000003,27.91345,0.45895696,0.12778805,0.25679857,0.30573288,0.35587454
t_1004,85.80938000000003,27.9928,0.44317308,0.1273421,0.24829961,0.29894453,0.34612435
t_1005,85.80938000000003,28.07209,0.4365985,0.12687242,0.23992682,0.30167738,0.3367216
t_1006,85.80938000000003,28.15132,0.4137944,0.12637703,0.23167436,0.28582144,0.32761294
t_1007,85.80938000000003,28.2305,0.40012327,0.12585849,0.2236077,0.27948514,0.3188301
t_1008,85.80938000000003,28.30962,0.38761124,0.12533934,0.21605833,0.27355072,0.31069362
t_1009,85.80938000000003,28.38867,0.39264625,0.18861184,0.20866558,0.2984565,0.30278313
t_101,83.20425999999998,27.67504,0.17890158,0.15702473,0.055722512,0.21329173,0.15096316
t_1010,85.80938000000003,28.46767,0.3964562,0.18774807,0.20031743,0.36386305,0.37100735
t_1011,85.80938000000003,28.54661,0.36824557,0.18531099,0.17989288,0.36430946,0.343612
t_1012,85.80938000000003,28.6255,0.28916284,0.11912671,0.1528132,0.22166961,0.24301241
t_1013,85.80938000000003,28.70432,0.28559074,0.17554107,0.12644073,0.27892599,0.26934952
t_1014,85.80938000000003,28.78308,0.26114276,0.18905893,0.104021624,0.37322736,0.23798344
t_1015,85.80938000000003,28.86178,0.21523604,0.16153362,0.086049154,0.20823118,0.20595925
t_1016,85.80938000000003,28.94043,0.19706415,0.15331805,0.07189727,0.2029964,0.18086521
t_1017,85.80938000000003,29.01901,0.15755601,0.14461203,0.060760103,0.1433479,0.12637207
t_1018,85.80938000000003,29.09753,0.12640482,0.087858774,0.05193544,0.107323565,0.11197881
t_1019,85.80938000000003,29.176,0.11531265,0.08254751,0.044870336,0.09844422,0.099669814
t_102,83.20425999999998,27.75457,0.1407289,0.13756627,0.053353254,0.12630987,0.1143598
t_1020,85.80938000000003,29.2544,0.10458496,0.077488154,0.039147016,0.08912563,0.08908597
