# 20150425_M7.8_Gorkha median gmf, Stations:Seismic, gmlt:Adjusted, Rupture:Yagi, Max_dist:50km
custom_site_id,lon,lat,"AbrahamsonEtAl2014
region = ""CHN""",AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,CauzziEtAl2014,ChiouYoungs2014,YoungsEtAl1997SInter,ZhaoEtAl2016SInter
m_10,85.5292,27.847,0.3406644,0.2997236,0.12653103,0.18627521,0.3525552,0.14577805,0.34730908
m_100,85.3206,27.613,0.24352716,0.2538927,0.2064518,0.22321635,0.2617415,0.21876419,0.2705352
m_101,85.3078,27.619,0.24210025,0.25621498,0.21582162,0.22249788,0.2571524,0.22680455,0.27003416
m_102,85.3021,27.625,0.2474046,0.25059047,0.22117531,0.2310005,0.2642747,0.23077871,0.2660151
m_103,84.5927,27.973,0.5216463,0.38792402,0.20256141,0.2740621,0.6019711,0.23987575,0.5554144
m_104,85.2983,27.629,0.24727643,0.24936065,0.2256235,0.23183745,0.26344532,0.23418304,0.26388383
m_105,85.33,27.621,0.22529761,0.23934427,0.1975082,0.20786346,0.23876525,0.2074012,0.24881205
m_106,85.3835,27.604,0.23046786,0.26302877,0.1853412,0.1990281,0.24572201,0.20141585,0.25732887
m_107,85.319,27.625,0.23039404,0.2375797,0.20438905,0.21529502,0.24527991,0.21322832,0.24838115
m_108,85.2989,27.634,0.24065259,0.2434789,0.22490102,0.22702266,0.25468728,0.23186691,0.25473905
m_109,85.2905,27.639,0.2038363,0.24992307,0.15883224,0.20025156,0.20949331,0.1681128,0.23741242
m_11,85.7222,27.7707,0.41710904,0.3448452,0.13117851,0.21567458,0.44848308,0.15459755,0.40767118
m_110,85.5326,27.567,0.36638564,0.35875037,0.19254482,0.26035962,0.4246657,0.22715178,0.41744924
m_111,85.5023,27.576,0.34409624,0.33935928,0.19035895,0.25280192,0.39540562,0.22185308,0.4223412
m_112,85.2991,27.64,0.2331822,0.23693007,0.22429577,0.22156644,0.24495773,0.22939053,0.24462366
