# 20150425_M7.8_Gorkha median gmf, Stations:Seismic, gmlt:Adjusted, Rupture:Kobayashi
custom_site_id,lon,lat,AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,AtkinsonMacias2009NSHMP2014.NRCan15SiteTerm,Kanno2006Shallow,YoungsEtAl1997SInter,ZhaoEtAl2006SInter
m_10,85.5292,27.847,0.2938204,0.09835046,0.56906664,0.30909488,0.16440848,0.39007425
m_100,85.3206,27.613,0.24428716,0.18762398,0.30442265,0.25962025,0.22690853,0.30061245
m_101,85.3078,27.619,0.24666174,0.19773497,0.3008545,0.25262955,0.23470972,0.30139324
m_102,85.3021,27.625,0.24370058,0.20434079,0.2931269,0.26566556,0.23802911,0.29668406
m_103,84.5927,27.973,0.39922476,0.14872213,0.86668575,0.59579754,0.28320116,0.72534716
m_104,85.2983,27.629,0.2435723,0.20960586,0.2891693,0.2652014,0.24126804,0.29490545
m_105,85.33,27.621,0.2304646,0.18174767,0.27758157,0.23347248,0.21406914,0.27387077
m_106,85.3835,27.604,0.24672589,0.1636185,0.32696447,0.22976705,0.21126133,0.2452671
m_107,85.319,27.625,0.23099281,0.18929671,0.27541608,0.2442835,0.21978071,0.2746552
m_108,85.2989,27.634,0.23850238,0.21067315,0.2772959,0.25548512,0.23820475,0.2838365
m_109,85.2905,27.639,0.23772302,0.1493554,0.27964458,0.19763535,0.1712592,0.23032798
m_11,85.7222,27.7707,0.33195728,0.09795733,0.701056,0.39826548,0.17596675,0.47020453
m_110,85.5326,27.567,0.332724,0.15159222,0.5914404,0.40203044,0.24965979,0.4103816
m_111,85.5023,27.576,0.3158121,0.15262409,0.5359342,0.3764121,0.2418364,0.47480848
m_112,85.2991,27.64,0.2327078,0.2121787,0.26397115,0.24448155,0.23479477,0.27128443
m_113,85.3287,27.631,0.2180934,0.1813502,0.25280404,0.21859501,0.20623912,0.2510408
m_114,85.545,27.565,0.3162506,0.16831648,0.6094186,0.5552218,0.2519513,0.53168255
m_115,85.3193,27.636,0.21751143,0.18809581,0.24796835,0.2212288,0.21008836,0.2486401
m_116,85.2962,27.644,0.23042268,0.21783958,0.26011223,0.25669825,0.23790973,0.26911494
m_117,85.3027,27.643,0.22380652,0.20739527,0.25215364,0.24444705,0.22675176,0.2582258
m_118,85.3072,27.643,0.21898054,0.20095412,0.24587202,0.23578547,0.21948442,0.25031698
m_119,85.3572,27.627,0.2023239,0.18685739,0.2561048,0.2691639,0.19630542,0.24948934
m_12,84.8008,28.2189,0.3306056,0.09779732,0.7645334,0.4152987,0.18071681,0.5086692
m_120,85.5087,27.581,0.31406277,0.15223923,0.5369042,0.39377886,0.24150598,0.4749598
m_121,84.6047,27.987,0.396785,0.14866677,0.8610833,0.57364625,0.28226292,0.7203415
m_122,85.3456,27.633,0.19680214,0.19048533,0.2413745,0.2577857,0.19461155,0.23744605
m_123,85.3284,27.639,0.20862626,0.17961484,0.2338456,0.20272103,0.19889599,0.2331063
m_124,85.3385,27.636,0.20780033,0.17390512,0.23581462,0.20121709,0.19507687,0.23324783
m_125,85.502,27.586,0.30961356,0.1524237,0.5192291,0.36531448,0.23871993,0.46090603
m_126,85.5297,27.578,0.32567313,0.15150765,0.5714994,0.38211602,0.24630222,0.39743745
m_127,85.2999,27.655,0.2171619,0.21234061,0.23327842,0.22768602,0.22338022,0.24040468
m_128,85.2966,27.658,0.22042696,0.2196643,0.23447987,0.23088604,0.22923699,0.24311396
m_129,85.3428,27.643,0.1879748,0.16931054,0.21784168,0.22642243,0.18589939,0.21558408
m_13,85.4578,27.9371,0.30044207,0.09895408,0.61045015,0.33285263,0.16918431,0.4164739
m_130,85.3064,27.655,0.20806868,0.19965166,0.22245415,0.21304622,0.20989555,0.226845
m_131,85.5061,27.594,0.3075006,0.15207306,0.5139242,0.3588195,0.23741664,0.45619214
m_132,85.3183,27.656,0.17808808,0.20176268,0.20410754,0.23983645,0.18993928,0.205411
m_133,85.3263,27.655,0.17424546,0.19341356,0.19909203,0.22882251,0.1829042,0.1992921
m_134,84.607,28.01,0.37918714,0.098823264,0.8540328,0.45154864,0.19174847,0.56558824
m_135,85.5284,27.593,0.31784725,0.15127717,0.54962426,0.368742,0.24243647,0.38318816
m_136,85.3121,27.662,0.18140592,0.2065815,0.20001633,0.22743165,0.1913929,0.20195788
m_137,84.6188,28.0,0.38992187,0.09888301,0.8553398,0.48620602,0.1920068,0.56662846
m_138,85.3043,27.668,0.1886721,0.21833214,0.20319812,0.2296443,0.19954848,0.20573682
m_139,84.6435,27.971,0.3946475,0.14887705,0.85998946,0.6163801,0.2824758,0.71992004
m_14,86.2435,27.622,0.29244056,0.09639565,0.68236685,0.38466957,0.17058547,0.46237174
m_140,85.3323,27.661,0.17386848,0.16528618,0.18359898,0.18114278,0.17170717,0.18326527
m_141,84.6272,27.995,0.39386564,0.14866659,0.85539126,0.54592156,0.2814179,0.5667557
m_142,85.319,27.667,0.16777645,0.19051935,0.18127523,0.20251709,0.17472169,0.18179512
m_143,85.5224,27.604,0.30941144,0.15123558,0.5262017,0.3320509,0.23849232,0.36821985
m_144,84.6258,28.002,0.3925806,0.14861503,0.8533397,0.54483074,0.2810238,0.5652781
m_145,85.538,27.602,0.31775594,0.15080884,0.55321723,0.37030014,0.24242564,0.38482624
m_146,85.3178,27.673,0.16121894,0.18475138,0.1709045,0.1898052,0.1675265,0.17109917
m_147,85.3334,27.668,0.1656056,0.15950069,0.17053397,0.1667522,0.16335598,0.17010513
m_148,85.3231,27.673,0.15689892,0.17879032,0.16608526,0.18317196,0.16239397,0.1660402
m_149,85.3111,27.677,0.17323427,0.17265564,0.17517601,0.17609741,0.17350012,0.17519738
m_15,86.2538,27.602,0.28273636,0.096032605,0.6593337,0.37631267,0.16786583,0.45010442
