# 20150425_M7.8_Gorkha median gmf, Stations:Seismic, gmlt:Adjusted, Rupture:Stevens, Max_dist:150km
custom_site_id,lon,lat,"AbrahamsonEtAl2014
region = ""CHN""",AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,CauzziEtAl2014,ChiouYoungs2014,YoungsEtAl1997SInter,ZhaoEtAl2016SInter
m_10,85.5292,27.847,0.2853977,0.3184878,0.11121366,0.21267158,0.34394598,0.1531131,0.52451926
m_100,85.3206,27.613,0.18217424,0.20671348,0.19553202,0.1780662,0.19468866,0.20304579,0.24788281
m_101,85.3078,27.619,0.18490733,0.21013616,0.20540947,0.17990673,0.19464512,0.21145119,0.2480123
m_102,85.3021,27.625,0.19587995,0.2111904,0.21161619,0.19064623,0.2067483,0.2166765,0.24641131
m_103,84.5927,27.973,0.42415792,0.40307462,0.17376238,0.3134348,0.5278643,0.24950254,0.8439651
m_104,85.2983,27.629,0.19965076,0.21297309,0.2166169,0.19420356,0.2098527,0.2209628,0.246013
m_105,85.33,27.621,0.17457604,0.20177928,0.18850978,0.17249209,0.18609156,0.19517086,0.23296493
m_106,85.3835,27.604,0.1627671,0.21492475,0.17305698,0.16363683,0.17865328,0.18885376,0.236887
m_107,85.319,27.625,0.1834133,0.20301193,0.19581565,0.18041556,0.19465272,0.2012953,0.23280494
m_108,85.2989,27.634,0.19939703,0.21201955,0.2169953,0.19433029,0.20848075,0.22038296,0.23977883
m_109,85.2905,27.639,0.16976205,0.2142434,0.15246664,0.1732067,0.17296831,0.16006832,0.21677352
m_11,85.7222,27.7707,0.34164295,0.36668944,0.11307971,0.24993733,0.4172623,0.16288501,0.6445579
m_110,85.5326,27.567,0.23376086,0.2972918,0.16981623,0.22301051,0.27559027,0.21538654,0.44396442
m_111,85.5023,27.576,0.22370717,0.28235945,0.1694416,0.21567968,0.26266536,0.21018945,0.4630488
m_112,85.2991,27.64,0.19933283,0.21108302,0.21767488,0.19459131,0.20695749,0.21989869,0.23280671
m_113,85.3287,27.631,0.17361237,0.19736211,0.18688269,0.17246297,0.18383592,0.19182262,0.21901
m_114,85.545,27.565,0.2679383,0.28400284,0.18952724,0.2684439,0.32413375,0.21738575,0.53004074
m_115,85.3193,27.636,0.17968197,0.19839187,0.19317964,0.17767128,0.18859287,0.19676556,0.21711849
m_116,85.2962,27.644,0.20837751,0.21083258,0.22298719,0.20410489,0.21667944,0.2243303,0.23245229
m_117,85.3027,27.643,0.19978514,0.20539014,0.21223976,0.19629593,0.20795693,0.21400331,0.22463177
m_118,85.3072,27.643,0.19405366,0.20159394,0.20554155,0.19115676,0.2020932,0.20743811,0.21898073
m_119,85.3572,27.627,0.18375652,0.18374404,0.19403946,0.19114044,0.20163879,0.1823995,0.22383927
m_12,84.8008,28.2189,0.35784325,0.3351594,0.11379721,0.22598377,0.43685976,0.16044079,0.61783427
m_120,85.5087,27.581,0.23455514,0.28787065,0.16931514,0.22703528,0.2782931,0.21198018,0.47559205
m_121,84.6047,27.987,0.42068908,0.40114728,0.17371099,0.30441818,0.52132386,0.24864307,0.8368423
m_122,85.3456,27.633,0.18294823,0.17988676,0.19663137,0.1898198,0.19816045,0.18239956,0.21274205
m_123,85.3284,27.639,0.1700686,0.19331841,0.18408167,0.16963243,0.17862454,0.18771185,0.20731884
m_124,85.3385,27.636,0.16591865,0.1924104,0.17869146,0.16669463,0.17616956,0.18356124,0.20859222
m_125,85.502,27.586,0.22740336,0.2870671,0.16910104,0.22038004,0.26746002,0.21091133,0.46451584
m_126,85.5297,27.578,0.23507418,0.30228254,0.1695797,0.22528319,0.27647027,0.21611671,0.44972315
m_127,85.2999,27.655,0.20183869,0.20565866,0.21557431,0.19833378,0.206661,0.21519884,0.21516046
m_128,85.2966,27.658,0.20765772,0.2097962,0.22264574,0.20381238,0.21183641,0.22167298,0.21833842
m_129,85.3428,27.643,0.17552944,0.1761243,0.17319652,0.1815136,0.1881663,0.17732622,0.19739318
m_13,85.4578,27.9371,0.30760074,0.32268408,0.11286688,0.21541698,0.37164387,0.15625878,0.5512404
m_130,85.3064,27.655,0.19111274,0.1980596,0.20254718,0.18846291,0.19572367,0.20263627,0.2050109
m_131,85.5061,27.594,0.23178388,0.29358461,0.16881745,0.22515331,0.2728738,0.21226215,0.47282574
m_132,85.3183,27.656,0.1881477,0.16820946,0.20479086,0.19662935,0.1951525,0.18417,0.18885556
m_133,85.3263,27.655,0.18077604,0.16519648,0.19644484,0.18938561,0.18882129,0.17744194,0.18475239
m_134,84.607,28.01,0.3553472,0.38685733,0.11472642,0.26248288,0.4383368,0.16992736,0.7348477
m_135,85.5284,27.593,0.24112129,0.30967367,0.16916078,0.23241147,0.2840027,0.217225,0.45987725
m_136,85.3121,27.662,0.19091904,0.17365108,0.20891671,0.19617088,0.19573459,0.18713595,0.1880006
m_137,84.6188,28.0,0.3790025,0.3980666,0.11479766,0.2753368,0.46545696,0.17038548,0.74031806
m_138,85.3043,27.668,0.20018652,0.18234718,0.22006829,0.20469889,0.20328027,0.19649647,0.1943349
m_139,84.6435,27.971,0.4283152,0.39779142,0.17392445,0.31830224,0.5401754,0.24909845,0.8380723
m_14,86.2435,27.622,0.18947692,0.26219705,0.11121298,0.17731594,0.2355376,0.14374153,0.45538095
m_140,85.3323,27.661,0.16334853,0.16921206,0.16696349,0.1665169,0.16993532,0.16810998,0.17396544
m_141,84.6272,27.995,0.4136448,0.39884844,0.17370793,0.29380652,0.5085186,0.24783935,0.73998696
m_142,85.319,27.667,0.17611954,0.16234796,0.1920705,0.18125832,0.17997304,0.17207243,0.17287779
m_143,85.5224,27.604,0.23131852,0.31191662,0.16868988,0.22630672,0.27097178,0.21669732,0.457231
m_144,84.6258,28.002,0.4142411,0.39757577,0.17366266,0.29269522,0.50939673,0.2475172,0.7369662
