# 20150425_M7.8_Gorkha median gmf, Stations:Seismic, gmlt:Adjusted, Rupture:Kobayashi, Max_dist:50km
custom_site_id,lon,lat,"AbrahamsonEtAl2014
region = ""CHN""",AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,CauzziEtAl2014,ChiouYoungs2014,YoungsEtAl1997SInter,ZhaoEtAl2016SInter
m_10,85.5292,27.847,0.2729577,0.2800693,0.1256592,0.18479921,0.32740125,0.14604867,0.34119704
m_100,85.3206,27.613,0.23668087,0.23984344,0.20612502,0.21231501,0.2504846,0.21683714,0.263462
m_101,85.3078,27.619,0.23625948,0.24254614,0.21553747,0.21283309,0.24679922,0.22514252,0.26442114
m_102,85.3021,27.625,0.24191591,0.2400131,0.2209236,0.22166397,0.25472468,0.2292282,0.26123425
m_103,84.5927,27.973,0.4239786,0.3760754,0.20185556,0.27746424,0.5376595,0.2443408,0.56823784
m_104,85.2983,27.629,0.2427102,0.24013616,0.225415,0.22364688,0.2544792,0.23294435,0.2603211
m_105,85.33,27.621,0.21948688,0.2268144,0.19723186,0.19898406,0.22945657,0.20578352,0.2430096
m_106,85.3835,27.604,0.21944207,0.24090686,0.18488649,0.18751729,0.2314411,0.19915526,0.23615223
m_107,85.319,27.625,0.22573596,0.22760724,0.20415764,0.20726787,0.23651676,0.21190521,0.24387872
m_108,85.2989,27.634,0.23698308,0.2355104,0.22473419,0.22013013,0.24685435,0.23088837,0.25214475
m_109,85.2905,27.639,0.20014992,0.23498166,0.15849249,0.19401765,0.2031566,0.16641918,0.22508183
m_11,85.7222,27.7707,0.3265474,0.3140713,0.13003841,0.20785156,0.40507746,0.15345493,0.38823196
m_110,85.5326,27.567,0.32600504,0.3178594,0.1915386,0.23645912,0.38041237,0.22298835,0.37124407
m_111,85.5023,27.576,0.3086323,0.30275625,0.18943304,0.23041104,0.3571563,0.21787034,0.39621213
m_112,85.2991,27.64,0.23037988,0.23022212,0.22416723,0.21599294,0.23844838,0.2286457,0.24291962
m_113,85.3287,27.631,0.20841672,0.21529853,0.1937246,0.19254069,0.21641245,0.1997694,0.22554965
m_114,85.545,27.565,0.3519191,0.30177623,0.2139049,0.2819044,0.43371034,0.22440495,0.43709716
m_115,85.3193,27.636,0.21055555,0.21505226,0.19936684,0.19667372,0.21808401,0.20426719,0.22403757
m_116,85.2962,27.644,0.23534875,0.2282107,0.22886583,0.22397594,0.24550736,0.23230496,0.24181044
m_117,85.3027,27.643,0.22612284,0.22166415,0.21787772,0.21508646,0.23514399,0.22141868,0.23282437
m_118,85.3072,27.643,0.21966138,0.21692027,0.21093121,0.209002,0.22786027,0.21441035,0.22640193
m_119,85.3572,27.627,0.21753122,0.19928876,0.20190632,0.21029854,0.23366821,0.18910015,0.22460285
m_12,84.8008,28.2189,0.33259043,0.31143373,0.13273293,0.2041534,0.42321607,0.15591815,0.4012873
m_120,85.5087,27.581,0.31375912,0.30101028,0.18915808,0.23527914,0.36816722,0.21745768,0.39621964
m_121,84.6047,27.987,0.41884857,0.37378612,0.20177118,0.26996586,0.5271768,0.2435378,0.56355417
m_122,85.3456,27.633,0.21184117,0.19432344,0.20324722,0.20769417,0.22527432,0.18861136,0.21526237
m_123,85.3284,27.639,0.19779576,0.20646085,0.18946576,0.18511909,0.20299569,0.19383359,0.21202365
m_124,85.3385,27.636,0.19589826,0.2054209,0.18445909,0.18197516,0.2018157,0.18960476,0.21199061
m_125,85.502,27.586,0.30224103,0.29708397,0.18828383,0.2261646,0.34911647,0.21555631,0.3860294
m_126,85.5297,27.578,0.31613585,0.31143603,0.1904438,0.22930937,0.36654237,0.22053884,0.35995704
m_127,85.2999,27.655,0.21779379,0.21584715,0.21906061,0.210459,0.2231744,0.22004648,0.2210568
m_128,85.2966,27.658,0.22180781,0.21925792,0.22574541,0.21504112,0.22658662,0.22623625,0.22439744
m_129,85.3428,27.643,0.19752046,0.1861995,0.1777321,0.1934988,0.2068455,0.181592,0.19859388
m_13,85.4578,27.9371,0.2879593,0.28549418,0.12845322,0.1877559,0.35168234,0.1491429,0.35454267
m_130,85.3064,27.655,0.20609584,0.20685042,0.20575735,0.19925065,0.21030891,0.20686609,0.20968322
