# 20150425_M7.8_Gorkha median gmf, Stations:All, gmlt:Adjusted, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,AtkinsonMacias2009NSHMP2014.NRCan15SiteTerm,Kanno2006Shallow,YoungsEtAl1997SInter,ZhaoEtAl2006SInter
t_0,82.93477,27.03676,0.07360409,0.10555672,0.05191932,0.11907442,0.091840275,0.08140597
t_1,82.93477,27.11675,0.081604175,0.10972498,0.054253437,0.14365691,0.09533802,0.09152142
t_10,82.93477,27.83404,0.06668633,0.12274754,0.07001962,0.10008455,0.11916787,0.090425245
t_100,83.20426,27.59546,0.11437365,0.16120785,0.088786036,0.23595332,0.1410349,0.14601578
t_1000,85.80938,27.67504,0.80850035,0.4716764,0.96478283,0.77635634,0.554395,0.8096872
t_1001,85.80938,27.75457,0.81936836,0.5223153,0.96441376,0.734679,0.58761317,0.7859857
t_1002,85.80938,27.83404,0.69453824,0.46867913,0.8796234,0.71330786,0.5486653,0.7405126
t_1003,85.80938,27.91345,0.6276553,0.38014817,0.90912026,0.71960205,0.48476076,0.75764143
t_1004,85.80938,27.9928,0.5842932,0.32075992,0.9420106,0.71712524,0.4367997,0.7642544
t_1005,85.80938,28.07209,0.5631037,0.2832148,0.95826346,0.7311872,0.4024191,0.76129603
t_1006,85.80938,28.15132,0.52450204,0.25898343,0.95462865,0.6941519,0.37690926,0.7490847
t_1007,85.80938,28.2305,0.4690078,0.24107005,0.87428683,0.64841145,0.34661078,0.69446456
t_1008,85.80938,28.30962,0.39726564,0.22600628,0.73703754,0.5792211,0.3117852,0.61066324
t_1009,85.80938,28.38867,0.35076672,0.3285053,0.59969,0.5667255,0.42042667,0.52736783
t_101,83.20426,27.67504,0.11097208,0.16516691,0.091544494,0.217673,0.14461473,0.15086983
t_1010,85.80938,28.46767,0.3219656,0.30977613,0.4840826,0.6184066,0.3790698,0.57322806
t_1011,85.80938,28.54661,0.28535768,0.29186797,0.3969218,0.5805492,0.3441048,0.49847674
t_1012,85.80938,28.6255,0.20865245,0.17800751,0.3330268,0.34602344,0.20325771,0.34812808
t_1013,85.80938,28.70432,0.22033133,0.26020274,0.28249198,0.43511957,0.28950918,0.3893441
t_1014,85.80938,28.78308,0.22427729,0.2753327,0.24232273,0.587855,0.26669675,0.35050204
t_1015,85.80938,28.86178,0.17399542,0.23126522,0.21000585,0.33263677,0.24630702,0.31006223
t_1016,85.80938,28.94043,0.16559164,0.21784519,0.18369357,0.32947555,0.2280069,0.27844995
t_1017,85.80938,29.01901,0.13322431,0.20515649,0.16204225,0.23652638,0.21154207,0.19883321
t_1018,85.80938,29.09753,0.108643174,0.12455129,0.14361465,0.17953326,0.12080474,0.17939655
t_1019,85.80938,29.176,0.10120143,0.11695043,0.12783948,0.16645792,0.11132615,0.1619856
t_102,83.20426,27.75457,0.08475032,0.1497957,0.09366872,0.13690674,0.14727437,0.12106432
t_1020,85.80938,29.2544,0.09339023,0.10971581,0.11433163,0.15196103,0.10267987,0.14644529
t_1021,85.80938,29.33275,0.08744677,0.10287537,0.10273222,0.14119521,0.09481539,0.13258907
t_1022,85.80938,29.41103,0.088936284,0.14937006,0.092736155,0.14822435,0.14668086,0.15178561
t_1023,85.89921,27.03676,0.35793343,0.3573232,0.4183061,0.43165857,0.37646624,0.39017475
t_1024,85.89921,27.11675,0.40334046,0.40261877,0.4237588,0.41950873,0.40900788,0.40135506
t_1025,85.89921,27.19668,0.45221874,0.45321557,0.4514188,0.45401546,0.45303848,0.45318493
t_1026,85.89921,27.27655,0.7995925,1.1029079,0.78483266,0.8841938,1.0999527,0.78072244
t_1027,85.89921,27.35636,0.7141765,0.50671935,0.81141025,0.7171414,0.5956421,0.7490615
t_1028,85.89921,27.43612,0.68634677,0.43742678,0.8240196,0.6861747,0.53726923,0.7347143
t_1029,85.89921,27.51582,0.6754189,0.42107558,0.8421658,0.6800863,0.51946205,0.7343428
t_103,83.20426,27.83404,0.07785046,0.09781078,0.09509131,0.12070307,0.08924006,0.12295196
t_1030,85.89921,27.59546,0.7114289,0.46541637,0.8765855,0.71380883,0.55619466,0.76576275
t_1031,85.89921,27.67504,0.75352025,0.75591034,0.8612649,0.9023273,0.8367235,0.95301056
t_1032,85.89921,27.75457,0.661161,0.4417319,0.8302544,0.67172486,0.5178829,0.7065847
t_1033,85.89921,27.83404,0.61569107,0.37904605,0.8560109,0.67272455,0.4723744,0.7080633
t_1034,85.89921,27.91345,0.580592,0.3254119,0.89959323,0.6861064,0.43363214,0.72921234
t_1035,85.89921,27.9928,0.55307657,0.287494,0.9331569,0.69208485,0.40292263,0.7423843
t_1036,85.89921,28.07209,0.5298948,0.26258838,0.9477014,0.6894323,0.37982473,0.743799
t_1037,85.89921,28.15132,0.5004569,0.24577653,0.92809427,0.6729469,0.35930902,0.72610474
t_1038,85.89921,28.2305,0.43819812,0.23178746,0.82161665,0.6191263,0.32963893,0.6598363
t_1039,85.89921,28.30962,0.3926886,0.33750784,0.6809549,0.6307944,0.44543147,0.57594204
t_104,83.20426,27.91345,0.07834415,0.09834706,0.09576489,0.12170031,0.0897896,0.12384976
t_1040,85.89921,28.38867,0.3212326,0.20676261,0.5514356,0.5139435,0.26572934,0.4969153
t_1041,85.89921,28.46767,0.2972041,0.30180156,0.44593507,0.5523905,0.3637734,0.540982
t_1042,85.89921,28.54661,0.25227973,0.28384352,0.3642438,0.464327,0.3296012,0.4687747
t_1043,85.89921,28.6255,0.23786955,0.26643264,0.30150142,0.49324912,0.29955015,0.4086207
t_1044,85.89921,28.70432,0.21298145,0.2504687,0.25511858,0.44340053,0.27429056,0.36058387
t_1045,85.89921,28.78308,0.20428322,0.26487914,0.2203284,0.46957782,0.2530807,0.3255699
t_1046,85.89921,28.86178,0.14745966,0.22238962,0.19212602,0.25930265,0.23407957,0.22875828
t_1047,85.89921,28.94043,0.14074452,0.20946114,0.16904554,0.25469044,0.21703419,0.20599002
t_1048,85.89921,29.01901,0.13908593,0.19726668,0.14990771,0.2645868,0.2016664,0.2349785
