# 20150425_M7.8_Gorkha median gmf, Stations:All, gmlt:Adjusted, Rupture:Stevens
custom_site_id,lon,lat,AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,AtkinsonMacias2009NSHMP2014.NRCan15SiteTerm,Kanno2006Shallow,YoungsEtAl1997SInter,ZhaoEtAl2006SInter
t_0,82.93477,27.03676,0.08021242,0.1206014,0.0594871,0.13955799,0.10301719,0.09415199
t_1,82.93477,27.11675,0.08921381,0.1263442,0.063145645,0.17051932,0.108005516,0.10719254
t_10,82.93477,27.83404,0.08213672,0.14989866,0.09228216,0.13103902,0.1455445,0.11681382
t_100,83.20426,27.59546,0.13783544,0.19528171,0.121309556,0.30881035,0.17331491,0.1899306
t_1000,85.80938,27.67504,0.8843841,0.46945858,0.99855745,0.7917597,0.56821716,0.84394175
t_1001,85.80938,27.75457,0.8714427,0.52213025,0.9836383,0.73877066,0.59636337,0.7998779
t_1002,85.80938,27.83404,0.7315447,0.46321583,0.9048253,0.7130888,0.55371994,0.7528524
t_1003,85.80938,27.91345,0.6704481,0.37121123,0.95148635,0.7172275,0.48941317,0.77567524
t_1004,85.80938,27.9928,0.6309307,0.31054735,0.997876,0.7119498,0.44092298,0.7848484
t_1005,85.80938,28.07209,0.60867923,0.27264568,1.0199579,0.7215188,0.40534392,0.7798365
t_1006,85.80938,28.15132,0.5660148,0.24845485,1.0176497,0.68090796,0.378664,0.76386154
t_1007,85.80938,28.2305,0.5372793,0.23282866,0.9996961,0.66100216,0.3586481,0.7426507
t_1008,85.80938,28.30962,0.5123792,0.22273618,0.97484267,0.64229834,0.34380418,0.72092366
t_1009,85.80938,28.38867,0.5097167,0.32809538,0.94656366,0.6968875,0.4903579,0.6998177
t_101,83.20426,27.67504,0.13715938,0.20159064,0.12768662,0.28897232,0.17964697,0.19917
t_1010,85.80938,28.46767,0.49626705,0.32122222,0.90211046,0.8402005,0.4746797,0.84695536
t_1011,85.80938,28.54661,0.43950728,0.3130993,0.7782196,0.8158115,0.44308695,0.7552099
t_1012,85.80938,28.6255,0.33413094,0.19823664,0.6291782,0.48064995,0.269439,0.5136101
t_1013,85.80938,28.70432,0.31670317,0.2909163,0.49851853,0.5890156,0.3660319,0.5519514
t_1014,85.80938,28.78308,0.28261977,0.3112057,0.39667466,0.7721054,0.33077216,0.47657463
t_1015,85.80938,28.86178,0.22880755,0.2624079,0.32006612,0.42378694,0.29926667,0.40527415
t_1016,85.80938,28.94043,0.20686573,0.24641602,0.2625423,0.4076861,0.27140823,0.35106012
t_1017,85.80938,29.01901,0.1633405,0.23075011,0.21890396,0.28478888,0.24688248,0.24266222
t_1018,85.80938,29.09753,0.12981628,0.13925588,0.18520588,0.21125497,0.14154728,0.21311791
t_1019,85.80938,29.176,0.11765024,0.13002624,0.15874037,0.19220822,0.12838694,0.18825468
t_102,83.20426,27.75457,0.10964427,0.18388927,0.13279408,0.18378448,0.1844985,0.16168621
t_1020,85.80938,29.2544,0.1061379,0.12135483,0.13762023,0.172755,0.11682884,0.1671525
t_1021,85.80938,29.33275,0.0974973,0.113258906,0.120509766,0.15845244,0.10664259,0.14909646
t_1022,85.80938,29.41103,0.09730179,0.1637642,0.10646413,0.16455865,0.16070221,0.16857971
t_1023,85.89921,27.03676,0.31020325,0.33268726,0.34938648,0.37126032,0.33969766,0.33603853
t_1024,85.89921,27.11675,0.38638818,0.39505666,0.40105182,0.40167114,0.39706993,0.38420668
t_1025,85.89921,27.19668,0.4526526,0.45326877,0.4516149,0.4541681,0.4531939,0.45334592
t_1026,85.89921,27.27655,0.76863885,1.0936452,0.7445116,0.8508694,1.0920928,0.7457534
t_1027,85.89921,27.35636,0.57514185,0.49374822,0.675183,0.61741275,0.53912544,0.62534434
t_1028,85.89921,27.43612,0.6074973,0.42799538,0.75211346,0.6230631,0.50598717,0.65813017
t_1029,85.89921,27.51582,0.747057,0.4151087,0.8739787,0.6969613,0.53204787,0.7745886
t_103,83.20426,27.83404,0.10204015,0.12053458,0.13629854,0.1632456,0.11589207,0.16549009
t_1030,85.89921,27.59546,0.7997172,0.46013337,0.9158257,0.73878634,0.57354,0.8171863
t_1031,85.89921,27.67504,0.78779566,0.741442,0.8899212,0.91783595,0.84421015,0.9894657
t_1032,85.89921,27.75457,0.70606863,0.43690664,0.8578631,0.67647815,0.5251939,0.72540426
t_1033,85.89921,27.83404,0.6609293,0.3716951,0.89392567,0.67376107,0.4782352,0.7272295
t_1034,85.89921,27.91345,0.62880176,0.31621376,0.95087445,0.68421733,0.4387411,0.75104105
t_1035,85.89921,27.9928,0.6014038,0.27747732,0.99386865,0.6864389,0.40701473,0.76403546
t_1036,85.89921,28.07209,0.57498175,0.25229046,1.0117196,0.67931646,0.38257238,0.76208216
t_1037,85.89921,28.15132,0.5497557,0.23598704,1.008759,0.6666252,0.36384133,0.7502017
t_1038,85.89921,28.2305,0.52604,0.22531812,0.9920166,0.6513506,0.34930027,0.7329546
t_1039,85.89921,28.30962,0.52638596,0.3311341,0.967849,0.7294881,0.4976858,0.7137515
