# 20150425_M7.8_Gorkha median gmf, Stations:Seismic, gmlt:Adjusted, Rupture:USGS, Max_dist:150km
custom_site_id,lon,lat,"AbrahamsonEtAl2014
region = ""CHN""",AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,CauzziEtAl2014,ChiouYoungs2014,YoungsEtAl1997SInter,ZhaoEtAl2016SInter
m_10,85.5292,27.847,0.21104003,0.26364663,0.10662595,0.18437633,0.27822262,0.14425407,0.4353594
m_100,85.3206,27.613,0.21944071,0.2297524,0.19541004,0.20630513,0.23137775,0.21399426,0.28360412
m_101,85.3078,27.619,0.21991481,0.23268962,0.20546558,0.20741327,0.22924231,0.22250545,0.28330806
m_102,85.3021,27.625,0.22776163,0.23197402,0.21170934,0.2161652,0.238724,0.22665884,0.27782285
m_103,84.5927,27.973,0.3288601,0.34552434,0.1680283,0.2665023,0.4252303,0.23777609,0.7465717
m_104,85.2983,27.629,0.2293817,0.23260157,0.21677773,0.21833682,0.23957932,0.23047768,0.27571598
m_105,85.33,27.621,0.20469147,0.21792819,0.1882693,0.19414447,0.21409929,0.20345613,0.25911194
m_106,85.3835,27.604,0.19556071,0.22623216,0.17199524,0.18168847,0.20876208,0.19606218,0.2557278
m_107,85.319,27.625,0.2123973,0.2198345,0.19570489,0.20231684,0.22205706,0.20960319,0.2586481
m_108,85.2989,27.634,0.2252951,0.228904,0.21718031,0.21556276,0.23392934,0.22876157,0.26556194
m_109,85.2905,27.639,0.18915734,0.22460546,0.15118942,0.19039704,0.1926926,0.16478622,0.23211397
m_11,85.7222,27.7707,0.24696468,0.29554716,0.107932255,0.20745333,0.33524916,0.15144056,0.5163738
m_110,85.5326,27.567,0.2657152,0.2920331,0.16641209,0.22595057,0.3165749,0.21734832,0.44487032
m_111,85.5023,27.576,0.2560929,0.2798926,0.16637851,0.22080742,0.30151656,0.21274453,0.47505668
m_112,85.2991,27.64,0.22064783,0.22473991,0.21788856,0.21237123,0.22773477,0.22693832,0.25421384
m_113,85.3287,27.631,0.19695427,0.20840816,0.18665923,0.18880928,0.20466527,0.19796391,0.23766044
m_114,85.545,27.565,0.30107182,0.28482306,0.18605947,0.2702591,0.36671782,0.21893613,0.53685194
m_115,85.3193,27.636,0.20079467,0.20932417,0.19309248,0.1934298,0.20763001,0.20270559,0.2349041
m_116,85.2962,27.644,0.22794817,0.22456683,0.22327308,0.2208318,0.23597977,0.23083885,0.25227672
m_117,85.3027,27.643,0.21858376,0.21770164,0.21239804,0.21192262,0.22595061,0.21995749,0.2425706
m_118,85.3072,27.643,0.21204281,0.2127163,0.20562269,0.20574799,0.21907952,0.21292242,0.23538202
m_119,85.3572,27.627,0.20963243,0.19583142,0.19387487,0.20564736,0.22158445,0.18709587,0.23860398
m_12,84.8008,28.2189,0.24200734,0.28987116,0.108585685,0.20219998,0.34870887,0.1530675,0.5409537
m_120,85.5087,27.581,0.26168236,0.27978,0.16603401,0.22602853,0.3113749,0.21249957,0.4765336
m_121,84.6047,27.987,0.32158244,0.34271652,0.16793934,0.2594358,0.41841075,0.23697712,0.7404937
m_122,85.3456,27.633,0.20602323,0.19172241,0.1966883,0.20355892,0.2156192,0.18685965,0.22627011
m_123,85.3284,27.639,0.18815847,0.20037663,0.18389015,0.1818929,0.19392474,0.19229934,0.22088717
m_124,85.3385,27.636,0.18552448,0.199025,0.17838284,0.17877446,0.19190188,0.18805028,0.2219936
m_125,85.502,27.586,0.25131676,0.2753627,0.16584021,0.21731962,0.29618278,0.21069808,0.46160272
m_126,85.5297,27.578,0.2582632,0.28713676,0.16599771,0.22025266,0.3064911,0.21538268,0.43160257
m_127,85.2999,27.655,0.21299903,0.21330664,0.21583512,0.20853154,0.2175479,0.21916282,0.22713737
m_128,85.2966,27.658,0.21732573,0.21686846,0.22298242,0.21305999,0.2215867,0.22535557,0.22971068
m_129,85.3428,27.643,0.19340588,0.18437466,0.17289865,0.19094843,0.19991992,0.18045461,0.20651641
m_13,85.4578,27.9371,0.2194347,0.27080828,0.10803334,0.1889484,0.298187,0.14774509,0.4652533
m_130,85.3064,27.655,0.20131359,0.20411569,0.20268776,0.19740942,0.20507249,0.20602879,0.21505076
m_131,85.5061,27.594,0.24827948,0.2734019,0.16535719,0.21472967,0.29318407,0.20966797,0.45714545
m_132,85.3183,27.656,0.19950545,0.17829402,0.20534284,0.20461911,0.2033256,0.18671605,0.19613819
m_133,85.3263,27.655,0.19259869,0.17403181,0.19689026,0.19633579,0.19622809,0.17966345,0.19107498
m_134,84.607,28.01,0.2668904,0.32388937,0.10975659,0.2253968,0.34872743,0.16096258,0.62143856
m_135,85.5284,27.593,0.25203872,0.28095382,0.16532749,0.21572782,0.3001674,0.21270052,0.41505313
m_136,85.3121,27.662,0.19848213,0.18161955,0.20954563,0.20181829,0.20126012,0.18901095,0.19346881
m_137,84.6188,28.0,0.28429627,0.33294374,0.10979392,0.23471515,0.37157884,0.16097188,0.6209352
m_138,85.3043,27.668,0.20528366,0.18945059,0.22079481,0.20899853,0.20737796,0.19795032,0.19869544
m_139,84.6435,27.971,0.32996517,0.3404986,0.16806155,0.26853618,0.43761954,0.23653038,0.73507535
m_14,86.2435,27.622,0.18229066,0.20351453,0.10294202,0.14564063,0.19983765,0.12780896,0.34315553
m_140,85.3323,27.661,0.17191738,0.17178953,0.16686948,0.17028692,0.17427407,0.16942115,0.17762916
m_141,84.6272,27.995,0.31179127,0.3385558,0.16787864,0.2504924,0.40721995,0.23605794,0.62074125
m_142,85.319,27.667,0.181946,0.16825029,0.19261204,0.18479946,0.18337482,0.17322114,0.17610136
m_143,85.5224,27.604,0.23515356,0.27368346,0.16482268,0.20434998,0.27793947,0.21028958,0.3992943
m_144,84.6258,28.002,0.31129965,0.33801258,0.16783413,0.25004867,0.40741876,0.23587291,0.6194584
m_145,85.538,27.602,0.25250968,0.2815952,0.16497104,0.21570225,0.30231464,0.21272366,0.41842782
m_146,85.3178,27.673,0.17456837,0.16228156,0.18622462,0.17746435,0.17500883,0.16685177,0.16772793
m_147,85.3334,27.668,0.16289254,0.1643894,0.16043197,0.16176388,0.1640903,0.16211374,0.16745271
m_148,85.3231,27.673,0.16916895,0.15781423,0.18020807,0.17160028,0.16970158,0.16171017,0.1634228
m_149,85.3111,27.677,0.17415391,0.17330869,0.17295222,0.17409691,0.1743827,0.17327367,0.1742088
m_15,86.2538,27.602,0.17675157,0.19535764,0.1021109,0.14043416,0.19028412,0.12494425,0.32514727
m_150,85.3341,27.671,0.15924995,0.16152677,0.15768246,0.15821175,0.16013663,0.15919434,0.16398652
m_151,85.3881,27.654,0.17628127,0.18153358,0.1599122,0.17038298,0.18450929,0.1690879,0.20307903
m_152,84.6152,28.03,0.27440888,0.32782552,0.10966134,0.22856823,0.36244607,0.160303,0.614422
m_153,85.3327,27.676,0.16576178,0.14544,0.17228459,0.17462309,0.1662515,0.15544155,0.11572114
m_154,85.3075,27.685,0.17636563,0.14439265,0.19554055,0.22175226,0.18219534,0.17700951,0.13642937
m_155,85.2262,27.714,0.27252766,0.2795013,0.27351114,0.247916,0.2943031,0.3038224,0.345344
m_156,85.3228,27.684,0.15200725,0.15435095,0.15138331,0.15138341,0.15179846,0.15287343,0.1572993
m_157,85.3114,27.688,0.16637743,0.17077787,0.16544452,0.1651031,0.16619423,0.16860422,0.17808244
