# 20150425_M7.8_Gorkha median gmf, Stations:All, gmlt:Adjusted, Rupture:Hayes
custom_site_id,lon,lat,AbrahamsonEtAl2015SInter,AtkinsonBoore2003SInter,AtkinsonMacias2009NSHMP2014.NRCan15SiteTerm,Kanno2006Shallow,YoungsEtAl1997SInter,ZhaoEtAl2006SInter
t_0,82.93477,27.03676,0.10268309,0.1455185,0.08345237,0.19976597,0.12896717,0.1329404
t_1,82.93477,27.11675,0.11206428,0.15140823,0.088979326,0.24244238,0.1348513,0.15072861
t_10,82.93477,27.83404,0.08964946,0.15021548,0.10178356,0.14175265,0.1510107,0.12752575
t_100,83.20426,27.59546,0.17069522,0.21464889,0.17541948,0.40443873,0.20648849,0.25280344
t_1000,85.80938,27.67504,0.76756686,0.44917575,0.8979073,0.71548367,0.52280104,0.753466
t_1001,85.80938,27.75457,0.79094046,0.5070456,0.9168155,0.6934148,0.5634418,0.74676263
t_1002,85.80938,27.83404,0.64565414,0.4378434,0.8025081,0.64325005,0.50957286,0.675009
t_1003,85.80938,27.91345,0.5521635,0.33710265,0.7773656,0.6042334,0.42804646,0.64731216
t_1004,85.80938,27.9928,0.49224246,0.27346855,0.76503,0.56940985,0.37069222,0.6204815
t_1005,85.80938,28.07209,0.45918235,0.2350883,0.74884534,0.5577201,0.33189276,0.59545445
t_1006,85.80938,28.15132,0.41832313,0.21127103,0.7265247,0.51541144,0.30494148,0.5713314
t_1007,85.80938,28.2305,0.3931891,0.19618268,0.7013475,0.49427152,0.28595543,0.54921985
t_1008,85.80938,28.30962,0.3736076,0.18655656,0.6769625,0.47715,0.27258137,0.53030986
t_1009,85.80938,28.38867,0.37378052,0.27255568,0.65326124,0.5159359,0.39157468,0.5136836
t_101,83.20426,27.67504,0.16561528,0.21443981,0.17271861,0.3575271,0.20555326,0.25066957
t_1010,85.80938,28.46767,0.37452522,0.26635897,0.62689954,0.6255502,0.38013354,0.6271175
t_1011,85.80938,28.54661,0.34628803,0.2599741,0.5629502,0.62429464,0.36094943,0.57958376
t_1012,85.80938,28.6255,0.2711952,0.1660098,0.47824487,0.37915722,0.22252381,0.4094149
t_1013,85.80938,28.70432,0.2674323,0.2436651,0.39575037,0.47659054,0.30929658,0.45349088
t_1014,85.80938,28.78308,0.24432245,0.26182738,0.32560846,0.63734114,0.28340042,0.40053728
t_1015,85.80938,28.86178,0.20127061,0.2234108,0.2693675,0.35546625,0.25935596,0.3465697
t_1016,85.80938,28.94043,0.1842244,0.21188624,0.22507523,0.34646404,0.23746906,0.30430943
t_1017,85.80938,29.01901,0.14726602,0.19976711,0.19021456,0.24463242,0.21773218,0.21260993
t_1018,85.80938,29.09753,0.11813811,0.12133786,0.16259034,0.18314321,0.12575068,0.1883876
t_1019,85.80938,29.176,0.10776553,0.11398652,0.14047313,0.16798502,0.114806905,0.16767599
t_102,83.20426,27.75457,0.13076031,0.1887236,0.16598551,0.21316418,0.20162103,0.19082543
t_1020,85.80938,29.2544,0.09773694,0.106991656,0.12255589,0.1520807,0.105077945,0.14986879
t_1021,85.80938,29.33275,0.09016014,0.10038125,0.10785755,0.14039941,0.09640834,0.13445817
t_1022,85.80938,29.41103,0.09019707,0.14585546,0.09567343,0.14667702,0.14562313,0.1528205
t_1023,85.89921,27.03676,0.45864287,0.3528312,0.57870066,0.499227,0.41634837,0.47385338
t_1024,85.89921,27.11675,0.43524745,0.40006545,0.46454355,0.43735176,0.4205615,0.42483255
t_1025,85.89921,27.19668,0.45140663,0.45317766,0.4512095,0.4538805,0.45290545,0.45297903
t_1026,85.89921,27.27655,0.7745436,1.0677093,0.7673889,0.868008,1.074753,0.767894
t_1027,85.89921,27.35636,0.6566416,0.47903305,0.72882813,0.65304923,0.5565473,0.6848835
t_1028,85.89921,27.43612,0.6222864,0.40687636,0.7299422,0.61015636,0.49400645,0.6576237
t_1029,85.89921,27.51582,0.6195143,0.38980487,0.75347793,0.6051268,0.47795612,0.6603125
t_103,83.20426,27.83404,0.11448294,0.119141236,0.15636781,0.17673962,0.12257601,0.1823127
t_1030,85.89921,27.59546,0.66421777,0.43534675,0.8008581,0.646312,0.51815313,0.7007612
t_1031,85.89921,27.67504,0.7101394,0.7049388,0.80188966,0.8321205,0.790799,0.88709515
t_1032,85.89921,27.75457,0.6175818,0.4135927,0.76077336,0.60828155,0.48243162,0.64685893
t_1033,85.89921,27.83404,0.5526061,0.34189704,0.7485454,0.57849973,0.42420423,0.61849177
t_1034,85.89921,27.91345,0.49776703,0.28184664,0.74559784,0.5568741,0.37377283,0.60406256
t_1035,85.89921,27.9928,0.4572548,0.24131466,0.7409366,0.5366527,0.33621672,0.58964944
t_1036,85.89921,28.07209,0.4262988,0.21571228,0.72869086,0.51728654,0.30959868,0.57285756
t_1037,85.89921,28.15132,0.40169382,0.19950527,0.7101491,0.49934998,0.2906081,0.55504566
t_1038,85.89921,28.2305,0.38174027,0.18908209,0.68852776,0.48334607,0.27683607,0.53774333
t_1039,85.89921,28.30962,0.38461304,0.27538982,0.666161,0.53868926,0.39694923,0.5217325
t_104,83.20426,27.91345,0.10885023,0.11599312,0.14640978,0.16797674,0.117762916,0.1731279
t_1040,85.89921,28.38867,0.36229488,0.17773752,0.6436349,0.48751584,0.2587469,0.5068324
t_1041,85.89921,28.46767,0.36013302,0.2632657,0.60411483,0.57512236,0.3725008,0.6097314
t_1042,85.89921,28.54661,0.32089725,0.2566747,0.5277504,0.50822765,0.35049504,0.55352736
t_1043,85.89921,28.6255,0.29290876,0.2487194,0.44187593,0.55194974,0.32448995,0.48926386
t_1044,85.89921,28.70432,0.25785542,0.2395477,0.3640945,0.4966235,0.2980252,0.4280979
t_1045,85.89921,28.78308,0.23341975,0.25703266,0.29996306,0.5190868,0.27285597,0.3781539
t_1046,85.89921,28.86178,0.17544153,0.21879713,0.24913368,0.28210956,0.2497313,0.2595647
t_1047,85.89921,28.94043,0.16109021,0.20667848,0.20914853,0.2723505,0.228767,0.22832237
t_1048,85.89921,29.01901,0.15299381,0.19464794,0.17760396,0.27806637,0.20990314,0.25469503
t_1049,85.89921,29.09753,0.11985686,0.18297549,0.15249842,0.1926442,0.19298138,0.17909688
t_105,83.20426,27.9928,0.11597322,0.17476997,0.13732624,0.19146505,0.18167475,0.16445985
t_1050,85.89921,29.176,0.110170186,0.1718131,0.13231575,0.17898223,0.17782916,0.15969263
t_1051,85.89921,29.2544,0.09422702,0.10410171,0.11588926,0.1466346,0.10122921,0.14297529
t_1052,85.89921,29.33275,0.08406685,0.09766432,0.10234947,0.12815203,0.09297746,0.12847474
t_1053,85.89921,29.41103,0.09987147,0.14191164,0.0910694,0.17958447,0.14103651,0.14622273
t_1054,85.98904,27.03676,0.4394763,0.3985545,0.49577123,0.49137104,0.42699257,0.52081347
t_1055,85.98904,27.11675,0.40150276,0.58568954,0.38868704,0.40999088,0.5760509,0.37998515
t_1056,85.98904,27.19668,0.4383252,0.6603629,0.4297561,0.5058083,0.65209717,0.43539366
t_1057,85.98904,27.27655,0.5218148,0.49081337,0.52291393,0.5536034,0.49852997,0.52276033
t_1058,85.98904,27.35636,0.48016006,0.45428097,0.49039036,0.48174724,0.46772644,0.4837578
t_1059,85.98904,27.43612,0.5512864,0.6993925,0.5611453,0.58755916,0.726907,0.5420626
t_106,83.20426,28.07209,0.10153936,0.109725766,0.12905687,0.15788275,0.10873161,0.15632975
t_1060,85.98904,27.51582,0.5648733,0.41768947,0.63802505,0.5541574,0.47742876,0.58738816
t_1061,85.98904,27.59546,0.6647121,0.52913755,0.73078406,0.6573707,0.58487886,0.68411136
t_1062,85.98904,27.67504,0.711976,0.9594006,0.7126303,0.7717368,0.9670182,0.6941707
t_1063,85.98904,27.75457,0.5110368,0.38968423,0.60699135,0.527458,0.4419206,0.5487526
t_1064,85.98904,27.83404,0.5117461,0.45129788,0.6754413,0.65705943,0.5603342,0.56599265
t_1065,85.98904,27.91345,0.45757312,0.2509488,0.70978326,0.52355003,0.34107333,0.57181394
t_1066,85.98904,27.9928,0.4314731,0.2216146,0.7184594,0.5135485,0.31416824,0.5671376
t_1067,85.98904,28.07209,0.40860584,0.20334147,0.71156293,0.5007829,0.2948481,0.55624104
t_1068,85.98904,28.15132,0.38894776,0.19172417,0.69585323,0.48729986,0.2806781,0.54239416
t_1069,85.98904,28.2305,0.37239608,0.18420008,0.67652684,0.47451553,0.27013755,0.52809185
t_107,83.20426,28.15132,0.10264652,0.16521081,0.12152714,0.1647694,0.1690996,0.14872566
t_1070,85.98904,28.30962,0.35801268,0.17920145,0.655476,0.46253687,0.26196343,0.5139517
t_1071,85.98904,28.38867,0.3588033,0.2657191,0.6322752,0.4950362,0.3805513,0.49936813
t_1072,85.98904,28.46767,0.33569744,0.2602198,0.574196,0.49360877,0.36347502,0.4653512
t_1073,85.98904,28.54661,0.30177942,0.25324854,0.4909278,0.47635773,0.33945507,0.41678238
t_1074,85.98904,28.6255,0.2632726,0.24484412,0.40717152,0.42932448,0.31303504,0.46239376
t_1075,85.98904,28.70432,0.21275537,0.1533441,0.33496037,0.3233499,0.18715361,0.32004198
t_1076,85.98904,28.78308,0.20536114,0.22491615,0.27668804,0.36304483,0.2626667,0.3532392
t_1077,85.98904,28.86178,0.17420661,0.21363147,0.23083608,0.2958341,0.24048524,0.24556251
t_1078,85.98904,28.94043,0.14729078,0.20149447,0.19474532,0.24095407,0.22044304,0.21642853
t_1079,85.98904,29.01901,0.12323297,0.122414276,0.16617107,0.1932374,0.12742457,0.19162272
t_108,83.20426,28.2305,0.09885018,0.16059054,0.11467055,0.15865041,0.1632603,0.14162928
t_1080,85.98904,29.09753,0.124671474,0.1781258,0.14332718,0.21358812,0.18628623,0.2151383
t_1081,85.98904,29.176,0.096144035,0.10795355,0.12486456,0.14775376,0.106380284,0.15222046
t_1082,85.98904,29.2544,0.09005438,0.10128488,0.10975446,0.13927998,0.0975659,0.1364914
t_1083,85.98904,29.33275,0.08862802,0.14715895,0.0972428,0.14169063,0.14715502,0.12281776
t_1084,85.98904,29.41103,0.08278875,0.1380726,0.086786054,0.13183361,0.13663921,0.11088292
t_1085,86.07887,27.03676,0.32401642,0.35343456,0.38885602,0.39424825,0.3814756,0.3612095
t_1086,86.07887,27.11675,0.33948767,0.44934976,0.37742332,0.39365494,0.4655788,0.37266704
t_1087,86.07887,27.19668,0.37982383,0.5144122,0.3957144,0.5076022,0.52895755,0.49989226
t_1088,86.07887,27.27655,0.38045716,0.36377397,0.4168749,0.40477204,0.3733868,0.414688
t_1089,86.07887,27.35636,0.46694416,0.44084418,0.4717096,0.4624006,0.44191626,0.47152236
