# 20160910_M5.9_Bukoba median gmf, Stations:None, gmlt:USGS, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014
t_0,29.46214,-4.98185,0.00024357908,0.0003238357,0.000396908
t_1,29.46214,-4.80285,0.00028600116,0.00037301777,0.00047687726
t_10,29.64181,-4.98185,0.0002652937,0.00034910583,0.00043766512
t_100,29.82147,-3.05532,0.0021270826,0.0021731565,0.004355753
t_1000,30.45029,-3.01046,0.0035749227,0.0035082796,0.0074675945
t_10000,33.86389,0.67123,0.0025243796,0.002333516,0.005276908
t_10001,35.39102,0.5814,0.00049203914,0.0005635091,0.00087909127
t_10002,35.93001,0.5814,0.00024702447,0.0003189346,0.00040278892
t_10003,35.57069,0.5814,0.00035860334,0.0004400398,0.0006165254
t_10004,35.75035,0.76105,0.00028797696,0.0003609219,0.00047959655
t_10005,36.10968,0.76105,0.00019197047,0.00025672067,0.00030125186
t_10006,35.0317,0.76105,0.0005187918,0.00061974564,0.00093594583
t_10007,35.57069,0.76105,0.00023531317,0.00032824423,0.00038392257
t_10008,35.93001,0.76105,0.00024214365,0.00031031948,0.00039301926
t_10009,35.39102,0.76105,0.00046800403,0.00053571886,0.000829871
t_1001,30.67487,-3.10017,0.0036458317,0.0035827102,0.0076167868
t_10010,35.21136,0.76105,0.0006257694,0.00067365373,0.001147573
t_10011,33.63931,0.08734,0.0027144284,0.002899864,0.0055148005
t_10012,33.59439,0.08734,0.002848905,0.0030360261,0.0057937605
t_10013,33.68423,0.13225,0.002519201,0.0027020737,0.0051086703
t_10014,33.63931,0.13225,0.0026423752,0.0028268835,0.0053650634
t_10015,33.59439,0.13225,0.002771553,0.0029577108,0.005633381
t_10016,33.59439,0.17717,0.0026943043,0.002879483,0.0054729986
t_10017,33.63931,0.17717,0.0025703397,0.0027539,0.0052151806
t_10018,33.68423,0.17717,0.0024520084,0.0026339565,0.004968591
t_10019,33.68423,0.22208,0.0023849567,0.002565955,0.0048286607
t_1002,30.62995,-3.10017,0.0031469278,0.003230149,0.0064905966
t_10020,33.63931,0.22208,0.002498531,0.002681122,0.0050655943
t_10021,33.36981,0.08734,0.003628976,0.0038255102,0.0073976205
t_10022,33.41473,0.08734,0.0034570182,0.0036514574,0.007046384
t_10023,33.3249,0.13225,0.0036918274,0.00388914,0.007524995
t_10024,33.36981,0.13225,0.0035189826,0.003714172,0.0071726926
t_10025,33.41473,0.13225,0.003354452,0.0035476587,0.006836001
t_10026,33.41473,0.17717,0.0032526506,0.0034446404,0.0066267294
t_10027,33.36981,0.17717,0.0034099286,0.003603801,0.006949165
t_10028,33.3249,0.17717,0.003574835,0.0037707046,0.007285986
t_10029,33.3249,0.22208,0.004192246,0.0041481648,0.008739718
t_1003,30.67487,-3.05532,0.004225857,0.0040040268,0.008900543
t_10030,33.41473,0.22208,0.0031518813,0.0033426685,0.0064191422
t_10031,33.77406,0.13225,0.0022898752,0.0024694744,0.0046299985
t_10032,33.72914,0.17717,0.0023391075,0.0025194394,0.004732898
t_10033,33.77406,0.17717,0.0022313627,0.0024100663,0.004507613
t_10034,33.86389,0.17717,0.0020305729,0.002205958,0.0040869513
t_10035,33.81897,0.17717,0.002974531,0.0028733923,0.006220159
t_10036,33.86389,0.22208,0.0025859803,0.0025695357,0.005362308
t_10037,33.77406,0.22208,0.0026730597,0.0026960147,0.0055320887
t_10038,33.72914,0.22208,0.002757186,0.0027878978,0.005706428
t_10039,33.81897,0.22208,0.0027598024,0.0027165215,0.0057424298
t_1004,30.54012,-3.05532,0.0035787125,0.0035159441,0.007474815
t_10040,33.72914,0.267,0.0030215755,0.002936047,0.0063148565
t_10041,33.45965,0.13225,0.003197884,0.0033892205,0.0065144207
t_10042,33.50456,0.13225,0.0030489324,0.0032384864,0.006207442
t_10043,33.50456,0.17717,0.002960103,0.0031485849,0.0060239024
t_10044,33.45965,0.17717,0.003102811,0.0032930113,0.0063184584
t_10045,33.54948,0.17717,0.0028241046,0.0030109186,0.0057423646
t_10046,33.50456,0.22208,0.0036402126,0.0035774645,0.0076087527
t_10047,33.54948,0.22208,0.003331703,0.0033301867,0.006931512
t_10048,33.45965,0.22208,0.0038952506,0.0037910882,0.008161139
t_10049,33.45965,0.267,0.00399463,0.003817169,0.00840289
t_1005,30.58504,-3.05532,0.0041009365,0.003870148,0.00864357
t_10050,33.54948,0.267,0.0033896533,0.003338319,0.007078521
t_10051,33.59439,0.22208,0.0032591894,0.0032384666,0.0067897225
t_10052,33.59439,0.267,0.0033227864,0.0032511905,0.006947055
t_10053,33.63931,0.267,0.0024270818,0.0026086802,0.0049165883
t_10054,33.68423,0.267,0.0023181695,0.0024981922,0.0046891444
t_10055,33.59439,0.31192,0.003175499,0.0031287652,0.006625641
t_10056,33.63931,0.31192,0.002356159,0.0025367406,0.00476852
t_10057,33.68423,0.31192,0.0022518043,0.002430824,0.0045503797
t_10058,33.68423,0.35683,0.0027864692,0.0027751054,0.0057872715
t_10059,33.59439,0.35683,0.0031526827,0.003086205,0.006585656
t_1006,30.62995,-3.05532,0.0031565083,0.0032842443,0.006478041
t_10060,33.63931,0.35683,0.002765357,0.0027965952,0.0057234257
t_10061,33.36981,0.22208,0.003983565,0.0039558923,0.008300126
t_10062,33.36981,0.267,0.004028547,0.0039460817,0.008425221
t_10063,33.3249,0.267,0.0033448613,0.0035379531,0.006814612
t_10064,33.41473,0.267,0.0030522998,0.0032418943,0.0062135844
t_10065,33.36981,0.31192,0.0030903385,0.0032803894,0.0062913434
t_10066,33.3249,0.31192,0.00323233,0.0034240775,0.0065832166
t_10067,33.41473,0.31192,0.0029540577,0.0031424658,0.006010409
t_10068,33.3249,0.35683,0.005083579,0.0045543746,0.010826549
t_10069,33.41473,0.35683,0.003388956,0.0034084083,0.007037675
t_1007,30.67487,-3.01046,0.0029168525,0.0031854531,0.0058670924
t_10070,33.36981,0.35683,0.00298687,0.0031756759,0.0060775513
t_10071,33.77406,0.267,0.0032661222,0.003047009,0.006882613
t_10072,33.81897,0.267,0.0027029975,0.0026596533,0.005621243
t_10073,33.77406,0.31192,0.0028830506,0.002787861,0.006022931
t_10074,33.81897,0.31192,0.00263413,0.002595103,0.00547268
t_10075,33.72914,0.31192,0.002151927,0.0023293663,0.0043413127
t_10076,33.72914,0.35683,0.0024940702,0.0025480187,0.0051382584
t_10077,33.81897,0.35683,0.0023952771,0.002419979,0.004940715
t_10078,33.77406,0.35683,0.002376614,0.0024377492,0.0048857145
t_10079,33.72914,0.40174,0.0026434988,0.0026250668,0.0054857265
t_1008,30.54012,-3.01046,0.0040793875,0.0038849628,0.008581104
t_10080,33.77406,0.40174,0.0022533403,0.0023347747,0.004614617
t_10081,33.50456,0.267,0.003901432,0.0037077088,0.008215594
t_10082,33.54948,0.31192,0.0035626567,0.0034167147,0.0074836477
