STATION_ID,STATION_NAME,LONGITUDE,LATITUDE,STATION_TYPE,PGA_VALUE,PGA_LN_SIGMA
CERESIS.1,CONCEPCION,-73.05,-36.84,macroseismic,0.414507,0.8059
CERESIS.2,PITRUFQUEN,-72.66,-38.98,macroseismic,0.14075,0.8059
CERESIS.3,LONCOCHE,-72.63,-39.55,macroseismic,0.137081,0.8059
CERESIS.4,LANCO,-72.77,-39.43,macroseismic,0.142073,0.8059
CERESIS.5,AFIL,-72.95,-39.64,macroseismic,0.078359,0.8059
CERESIS.6,SANJOSEDELAMARIQUINA,-72.91,-39.52,macroseismic,0.145628,0.8059
CERESIS.7,TEMUCO,-72.58,-38.75,macroseismic,0.13913,0.8059
CERESIS.8,VALDIVIA,-73.25,-39.82,macroseismic,1.810987,0.8059
CERESIS.9,RINIHUE,-72.46,-39.82,macroseismic,1.577473,0.8059
CERESIS.10,LAUNION,-73.03,-40.25,macroseismic,0.27032,0.8059
CERESIS.11,OSORNO,-73.15,-40.58,macroseismic,0.271773,0.8059
CERESIS.12,RIOBUENO,-72.92,-40.33,macroseismic,0.265231,0.8059
CERESIS.13,RIONEGRO,-73.23,-40.78,macroseismic,0.508368,0.8059
CERESIS.14,PURRANQUE,-73.18,-40.9,macroseismic,0.270923,0.8059
CERESIS.15,LLANQUIHUE,-73.02,-41.24,macroseismic,0.492387,0.8059
CERESIS.16,TOTORAL,-72.67,-36.5,macroseismic,0.70932,0.8059
CERESIS.17,FRUTILLAR,-73.0,-41.13,macroseismic,0.49184,0.8059
CERESIS.18,ALERCE,-72.93,-41.48,macroseismic,1.676228,0.8059
CERESIS.19,PUERTOVARAS,-72.93,-41.32,macroseismic,0.259889,0.8059
CERESIS.20,PUERTOMONTT,-72.93,-41.47,macroseismic,0.899787,0.8059
CERESIS.21,ANCUD,-73.82,-41.86,macroseismic,0.286071,0.8059
