# 20110918_M6.9_Sikkim median gmf, Stations:Seismic, gmlt:GEM, Rupture:ISC
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,AtkinsonBoore2003SSlabCascadia,Gupta2010SSlab,ZhaoEtAl2006SSlab
m_20,88.56939999999997,27.5198,0.22114411,0.49015412,0.6707027,0.6170695
m_21,88.56690000000003,27.3393,0.17964157,0.26588875,0.3043342,0.29326755
m_22,88.45769999999999,26.7087,0.19864085,0.24314994,0.25792915,0.2440637
m_23,87.75350000000003,26.6239,0.16725357,0.41616425,0.58116275,0.4268194
m_24,88.26060000000001,27.0716,0.20841457,0.6128265,0.90548426,0.821052
m_25,89.37709999999998,27.4181,0.07278252,0.16025008,0.24215764,0.2261853
m_26,89.4547,26.334,0.064157374,0.06636205,0.0704726,0.071333036
m_27,87.25080000000003,26.4451,0.1178687,0.20769742,0.31441152,0.21700644
m_28,91.84649999999999,26.0928,0.009591498,0.0113529805,0.017176146,0.009890955
m_29,85.53059999999999,27.6112,0.03463465,0.063816875,0.09658027,0.07437385
m_30,91.75049999999999,26.1862,0.010281028,0.0127076125,0.019230202,0.011139465
m_31,85.32659999999998,27.6992,0.036391135,0.05698431,0.086229295,0.05901034
m_32,85.428,27.7004,0.03726616,0.06380868,0.096570045,0.06618887
m_33,83.99439999999998,28.2179,0.010589079,0.013186514,0.019962456,0.0115820775
m_34,85.28789999999998,23.3653,0.005344155,0.0035610562,0.005390934,0.0028654267
m_35,88.41110000000003,22.6458,0.00512753,0.0037029227,0.0056057,0.00298893
m_36,85.15750000000003,25.621,0.013913433,0.01744771,0.026413232,0.015535209
m_37,85.3492,26.1649,0.030664487,0.032763977,0.049590252,0.033849802
m_38,91.8245,25.5529,0.008376318,0.009147362,0.013840875,0.007870072
m_39,88.41200000000003,22.7361,0.005362021,0.0040049977,0.006062999,0.0032528648
m_40,88.31299999999999,22.5564,0.0049231965,0.0034375677,0.0052039903,0.0027581733
m_41,93.5992,27.1023,0.004837974,0.003430254,0.005191598,0.002751911
m_42,91.8021,22.3098,0.0027562457,0.001258827,0.0019056856,0.00092251657
m_43,92.656,26.3334,0.013992348,0.018991077,0.020852512,0.016548272
s_0,88.42000000000002,26.71,0.20612,0.20612,0.20612,0.20612
s_1,88.62,27.35,0.16122,0.16122,0.16122,0.16122
s_10,80.09000000000003,29.33,0.00204,0.00204,0.00204,0.00204
s_11,79.39999999999998,28.99,0.00204,0.00204,0.00204,0.00204
s_12,79.32,30.41,0.00204,0.00204,0.00204,0.00204
s_13,88.62700000000001,27.352,0.36735,0.36735,0.36735,0.36735
s_14,88.428,26.712,0.20612,0.20612,0.20612,0.20612
s_15,89.44,26.319,0.05918,0.05918,0.05918,0.05918
s_16,88.14600000000002,25.0,0.02347,0.02347,0.02347,0.02347
s_17,80.207,29.579,0.00408,0.00408,0.00408,0.00408
s_18,79.32,30.412,0.00204,0.00204,0.00204,0.00204
s_19,80.09500000000003,29.334,0.00204,0.00204,0.00204,0.00204
s_2,89.44,26.31,0.05918,0.05918,0.05918,0.05918
s_3,90.25999999999999,26.4,0.05306,0.05306,0.05306,0.05306
s_4,84.84000000000003,26.98,0.02857,0.02857,0.02857,0.02857
s_5,92.69,26.34,0.02857,0.02857,0.02857,0.02857
s_6,88.13999999999999,25.0,0.02347,0.02347,0.02347,0.02347
s_7,92.35000000000002,24.87,0.0051,0.0051,0.0051,0.0051
s_8,94.63,26.98,0.0051,0.0051,0.0051,0.0051
s_9,80.19999999999999,29.57,0.00408,0.00408,0.00408,0.00408
t_0,87.07702,23.68422,0.011497848,0.008460858,0.012808531,0.009145319
