# 20110918_M6.9_Sikkim median gmf, Stations:None, gmlt:GEM, Rupture:GCMT
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,AtkinsonBoore2003SSlabCascadia,Gupta2010SSlab,ZhaoEtAl2006SSlab
t_0,87.07702,23.68422,0.0054138894,0.0007650918,0.0039220536,0.0014193016
t_1,87.25668000000002,23.68422,0.0058390307,0.0009028086,0.004628025,0.0014973042
t_10,87.43635,23.68422,0.0070285155,0.00094401906,0.00483928,0.0015872675
t_100,87.97534000000002,23.68422,0.0072386065,0.0010394398,0.0053284313,0.0017576878
t_1000,85.54989,23.68422,0.0036567294,0.00041544583,0.0021296802,0.0007388616
t_10000,90.40079000000003,30.5541,0.0054561403,0.001000151,0.005127027,0.0018850855
t_10001,90.58044999999998,30.5541,0.0053861407,0.00091702596,0.0047009066,0.0017198474
t_10002,90.67027999999999,30.5541,0.004475864,0.000566215,0.0029025613,0.0012994477
t_10003,90.49062000000004,30.63143,0.0051130024,0.00090080494,0.004617754,0.0016876637
t_10004,90.67027999999999,30.63143,0.004867289,0.0008263444,0.0042360504,0.001540212
t_10005,90.40079000000003,30.63143,0.005236145,0.0009392726,0.0048149484,0.00176402
t_10006,90.76011,30.5541,0.0041639283,0.0005410528,0.0027735734,0.0012383293
t_10007,90.93977999999998,30.5541,0.0049895346,0.00076351117,0.003913951,0.0014161867
t_10008,90.84995000000004,30.5541,0.005037511,0.00080015825,0.0041018133,0.001488476
t_10009,90.76011,30.63143,0.0055387756,0.000790491,0.0040522562,0.0014693931
t_1001,85.46005000000002,23.68422,0.0035372765,0.00039774706,0.002038952,0.0007050514
t_10010,90.84995000000004,30.63143,0.0047728065,0.0007556244,0.0038735212,0.0014006476
t_10011,90.93977999999998,30.63143,0.004691463,0.00072179304,0.0037000936,0.0013340691
t_10012,90.84995000000004,30.7087,0.0044559655,0.0007134769,0.0036574628,0.0013177233
t_10013,90.76011,30.7087,0.004569178,0.0007456126,0.0038221984,0.0013809316
t_10014,90.93977999999998,30.7087,0.005186863,0.00068224384,0.0034973545,0.0012564077
t_10015,90.76011,30.7859,0.004400523,0.00070323894,0.0036049804,0.0012976114
t_10016,90.58044999999998,30.63143,0.004989945,0.0008631369,0.0044246577,0.0016130105
t_10017,90.67027999999999,30.7087,0.004683111,0.00077860255,0.0039913133,0.0014459388
t_10018,90.40079000000003,30.7087,0.005026701,0.0008821563,0.004522156,0.0016506896
t_10019,90.58044999999998,30.7087,0.004797528,0.0008123993,0.004164564,0.0015126524
t_1002,85.63972000000001,23.68422,0.0032539587,0.000433653,0.0022230148,0.00061291165
t_10020,90.49062000000004,30.7087,0.004912157,0.00084694143,0.004341636,0.0015809508
t_10021,90.49062000000004,30.7859,0.004720665,0.0007963396,0.004082238,0.0014809369
t_10022,90.58044999999998,30.7859,0.0046138144,0.00076465344,0.003919807,0.0014184378
t_10023,90.67027999999999,30.7859,0.004507015,0.00073360023,0.00376062,0.0013572904
t_10024,90.40079000000003,30.7859,0.0048272912,0.0008285896,0.0042475597,0.0015446509
t_10025,90.40079000000003,30.86304,0.0046373704,0.0007783549,0.0039900434,0.0014454504
t_10026,91.20927,30.7087,0.004260573,0.00059421983,0.003046121,0.0010843005
t_10027,91.11944,30.7087,0.004314008,0.0006225952,0.00319158,0.00113966
t_10028,91.02960999999999,30.7087,0.004539181,0.000651942,0.0033420192,0.0011970386
t_10029,91.20927,30.7859,0.004202977,0.00056325697,0.0028873973,0.0010240371
t_1003,85.37022000000002,23.68422,0.003571097,0.0003805737,0.001950917,0.0006723278
t_10030,91.02960999999999,30.7859,0.005589759,0.000692014,0.0035474387,0.0011407416
t_10031,91.11944,30.7859,0.005643473,0.0006615172,0.0033911043,0.001087149
t_10032,91.02960999999999,30.86304,0.0062649376,0.000654576,0.003355522,0.001147161
t_10033,91.20927,30.86304,0.0041919234,0.00053380354,0.0027364118,0.00096686254
t_10034,91.11944,30.86304,0.0034519425,0.00036041558,0.0018475814,0.00080343714
t_10035,91.20927,30.94012,0.0030615057,0.00032657463,0.0016741041,0.0007229654
t_10036,90.84995000000004,30.7859,0.00429456,0.00067361613,0.0034531264,0.0012394915
t_10037,90.93977999999998,30.7859,0.004189363,0.00064477936,0.0033053018,0.0011830232
t_10038,90.84995000000004,30.86304,0.0041397987,0.0006359322,0.0032599492,0.0011657213
t_10039,90.93977999999998,30.86304,0.00404116,0.00060930505,0.0031234515,0.0011137162
t_1004,85.63972000000001,23.76646,0.0031795865,0.0004603754,0.0023600005,0.0006535649
t_10040,90.76011,30.86304,0.004239027,0.00066324306,0.0033999514,0.0012191661
t_10041,90.84995000000004,30.94012,0.004077433,0.0006003223,0.003077404,0.001096196
t_10042,90.93977999999998,30.94012,0.003810502,0.0005757322,0.0029513487,0.0008304138
t_10043,90.76011,30.94012,0.0043003876,0.0006255064,0.0032065038,0.0011453466
t_10044,90.84995000000004,31.01714,0.0035194114,0.0005666858,0.0029049746,0.000816475
t_10045,90.76011,31.01714,0.004831476,0.00058991363,0.0030240463,0.00107591
t_10046,90.49062000000004,30.86304,0.0049694465,0.00074880786,0.0038385782,0.0013872228
t_10047,90.58044999999998,30.86304,0.0040563056,0.0007197316,0.003689526,0.0010535773
t_10048,90.67027999999999,30.86304,0.004338621,0.00069119124,0.0035432207,0.0012739606
t_10049,90.58044999999998,30.94012,0.00580887,0.0007601433,0.0038966865,0.0012608565
t_1005,85.54989,23.76646,0.0047761686,0.0004944226,0.0025345352,0.00079586497
t_10050,90.40079000000003,30.94012,0.0050117453,0.00073125155,0.00374858,0.0013526699
t_10051,90.67027999999999,30.94012,0.0048245615,0.0006512396,0.0033384184,0.0011956638
t_10052,90.49062000000004,30.94012,0.0048504774,0.00070416945,0.0036097507,0.0012994388
t_10053,90.49062000000004,31.01714,0.0068846447,0.0007430625,0.003809126,0.0013133469
t_10054,90.58044999999998,31.01714,0.0042750174,0.0006377443,0.0032692384,0.0011692643
t_10055,90.67027999999999,31.01714,0.004249728,0.00061361364,0.0031455385,0.0011221241
t_10056,91.02960999999999,30.94012,0.0039652316,0.0005517657,0.0028284905,0.0010017124
t_10057,91.11944,30.94012,0.004202973,0.0005284495,0.0027089654,0.00095648604
t_10058,91.11944,31.01714,0.003876101,0.0005002079,0.002564192,0.0009018423
t_10059,91.20927,31.01714,0.0034787136,0.00047920298,0.0024565156,0.0006822852
t_1006,85.37022000000002,23.76646,0.003936509,0.00045212882,0.0023177266,0.0007150014
t_10060,91.02960999999999,31.01714,0.004112406,0.000521805,0.0026749044,0.00094361615
t_10061,91.02960999999999,31.0941,0.003562375,0.0004934344,0.0025294693,0.0008887599
t_10062,91.11944,31.0941,0.0036416072,0.0004734278,0.0024269104,0.0008501747
t_10063,91.20927,31.0941,0.0048857657,0.000509333,0.0026109696,0.0008216694
t_10064,91.02960999999999,31.17099,0.0033622498,0.00046658344,0.0023918245,0.000663028
t_10065,91.20927,31.17099,0.0032774627,0.00042997277,0.002204149,0.00076667394
t_10066,90.93977999999998,31.01714,0.0040686186,0.0005439732,0.0027885437,0.0009865863
t_10067,90.93977999999998,31.0941,0.0036186823,0.00051394186,0.0026345958,0.0007354326
t_10068,90.84995000000004,31.0941,0.0038379808,0.0005349242,0.0027421566,0.00096903514
t_10069,90.76011,31.0941,0.0034182363,0.0003592115,0.0018414089,0.00080056716
t_1007,85.46005000000002,23.76646,0.0038980457,0.00042151072,0.0021607704,0.0007504665
t_10070,90.84995000000004,31.17099,0.004011066,0.00050494587,0.00258848,0.00091099885
t_10071,90.76011,31.17099,0.00444172,0.0005247197,0.0026898459,0.0009492607
t_10072,90.93977999999998,31.17099,0.003803701,0.0004855579,0.0024890923,0.00087355904
t_10073,90.84995000000004,31.24782,0.0035840413,0.00047665427,0.0024434503,0.00085639156
t_10074,90.76011,31.24782,0.0048102634,0.0005552938,0.0028465763,0.0009014634
t_10075,90.93977999999998,31.24782,0.0029881292,0.0002961845,0.0015183166,0.00065106625
t_10076,90.40079000000003,31.01714,0.0051990305,0.00068708893,0.0035221912,0.0012659114
t_10077,90.49062000000004,31.0941,0.004307143,0.00062290364,0.0031931612,0.0011402625
t_10078,90.67027999999999,31.0941,0.003426133,0.00037330855,0.0019136738,0.0008341972
t_10079,90.58044999999998,31.0941,0.004677897,0.00060038595,0.00307773,0.00109632
t_1008,85.54989,23.84864,0.0030383947,0.000301723,0.0015467083,0.00066414144
t_10080,90.40079000000003,31.0941,0.004739396,0.000645686,0.0033099495,0.0011847969
t_10081,90.67027999999999,31.17099,0.003674868,0.00054484047,0.0027929898,0.000782861
t_10082,90.49062000000004,31.17099,0.0033560991,0.0003783314,0.0019394223,0.00084619486
t_10083,90.58044999999998,31.17099,0.0038117294,0.0005652707,0.0028977206,0.0010279517
t_10084,90.40079000000003,31.17099,0.003925238,0.0006068764,0.0031110018,0.00087848096
t_10085,90.40079000000003,31.24782,0.003764528,0.00057049276,0.00292449,0.00082233956
t_10086,90.49062000000004,31.24782,0.0045144344,0.0005512914,0.0028260588,0.0010007913
t_10087,90.67027999999999,31.24782,0.0037822616,0.0005134541,0.0026320955,0.00092745275
t_10088,90.58044999999998,31.24782,0.0036720892,0.0005322631,0.002728515,0.00096387655
t_10089,90.40079000000003,31.32459,0.0051481915,0.000601831,0.0030851376,0.000982612
t_1009,85.63972000000001,23.84864,0.0029880987,0.00031551454,0.0016174073,0.00069675583
t_10090,90.58044999999998,31.32459,0.005813041,0.00056239933,0.002883001,0.0009752036
t_10091,90.67027999999999,31.32459,0.005045861,0.0005429627,0.002783364,0.00088001916
t_10092,90.49062000000004,31.32459,0.0052659237,0.0005820381,0.0029836744,0.0009480575
t_10093,90.40079000000003,31.4013,0.004847296,0.000565948,0.0029011925,0.00092001166
t_10094,90.58044999999998,31.4013,0.0042813853,0.0005296829,0.0027152884,0.0008475791
t_10095,90.49062000000004,31.4013,0.0042741713,0.00048818754,0.0025025725,0.00087863253
t_10096,91.5686,31.17099,0.0036221999,0.0003625654,0.0018586017,0.0006381065
t_10097,91.65843000000001,31.24782,0.003243223,0.00032995423,0.0016914287,0.0005763992
t_10098,91.5686,31.24782,0.003678898,0.00038653682,0.0019814854,0.0006038815
t_10099,91.74826000000002,31.24782,0.003950988,0.00035441297,0.0018168105,0.0005559466
t_101,88.06516999999997,23.68422,0.0075219427,0.0010501174,0.005383167,0.0017767946
t_1010,85.72955000000002,23.68422,0.0033810544,0.00045235347,0.0023188782,0.0008096246
t_10100,91.65843000000001,31.32459,0.0036080233,0.00035198583,0.0018043682,0.0005457955
t_10101,91.5686,31.32459,0.0031304993,0.00032728654,0.0016777535,0.0005713675
t_10102,91.74826000000002,31.32459,0.0031667082,0.00030054656,0.0015406775,0.00052107684
t_10103,91.65843000000001,31.4013,0.0035000052,0.00033460237,0.0017152563,0.00051670434
t_10104,91.5686,31.4013,0.002594852,0.00031088924,0.0015936968,0.0004281561
t_10105,91.74826000000002,31.4013,0.002999791,0.00028591615,0.0014656783,0.0004936805
t_10106,91.74826000000002,31.47794,0.0028455786,0.0002719572,0.0013941213,0.00046762673
t_10107,91.65843000000001,31.47794,0.0028756848,0.00028344922,0.0014530324,0.00048906985
t_10108,91.5686,31.47794,0.0035437418,0.0003313092,0.0016983746,0.0005168583
t_10109,91.65843000000001,31.55452,0.0030300184,0.00026938156,0.0013809178,0.00046282893
t_1011,85.81938000000002,23.68422,0.0037412613,0.0004715258,0.0024171604,0.0008465109
t_10110,91.74826000000002,31.55452,0.003803118,0.0002902027,0.0014876523,0.0004477582
t_10111,91.5686,31.55452,0.0030828954,0.00028042405,0.0014375245,0.00048341948
t_10112,91.74826000000002,31.63104,0.0025828865,0.00024595056,0.0012608046,0.0004193281
t_10113,91.65843000000001,31.63104,0.0026804581,0.00025598414,0.0013122394,0.0004379231
t_10114,91.5686,31.63104,0.0023556084,0.0002662914,0.0013650771,0.00036207502
t_10115,91.92791999999997,31.47794,0.0025654468,0.00025000103,0.0012815684,0.00042682863
t_10116,91.83808999999997,31.47794,0.0026960033,0.00026080714,0.0013369633,0.0004468792
t_10117,92.01776000000001,31.47794,0.0025725097,0.00023953825,0.0012279336,0.00040747147
t_10118,92.01776000000001,31.55452,0.003038153,0.00025614363,0.0013130569,0.0003867233
t_10119,91.83808999999997,31.55452,0.0027776954,0.00024821382,0.0012724068,0.00042351813
t_1012,85.90921000000003,23.68422,0.0040858,0.000491144,0.0025177284,0.0008843384
t_10120,91.92791999999997,31.55452,0.0027080486,0.00023809535,0.0012205369,0.00040480652
t_10121,91.83808999999997,31.63104,0.0031612674,0.00026501535,0.0013585355,0.00040573732
t_10122,92.01776000000001,31.63104,0.0028834527,0.000244072,0.0012511747,0.00036694808
t_10123,91.92791999999997,31.63104,0.00229955,0.00022672115,0.0011622299,0.00038383875
t_10124,91.38893999999999,31.47794,0.0037114334,0.00035897002,0.001840171,0.00056367595
t_10125,91.47877,31.47794,0.0038987845,0.00034495682,0.0017683358,0.0005399278
t_10126,91.29910000000001,31.47794,0.0036549405,0.00037334,0.0019138352,0.0005816557
t_10127,91.38893999999999,31.55452,0.0027035638,0.00030339742,0.0015552917,0.0005264254
t_10128,91.29910000000001,31.55452,0.0025848306,0.00031531273,0.0016163727,0.00043474542
t_10129,91.47877,31.55452,0.0031159362,0.00029176517,0.0014956619,0.00050462247
t_1013,85.81938000000002,23.76646,0.0047006933,0.00056267245,0.0028844012,0.0009043049
t_10130,91.38893999999999,31.63104,0.0023878657,0.0002877012,0.001474829,0.00039371484
