# 20110918_M6.9_Sikkim median gmf, Stations:None, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2015SSlab,AtkinsonBoore2003SSlabCascadia,Gupta2010SSlab,ZhaoEtAl2006SSlab
t_0,87.07702,23.68422,0.004984595,0.0006889951,0.0035319629,0.0012023612
t_1,87.25668000000002,23.68422,0.0053421366,0.0008043388,0.004123244,0.00125431
t_10,87.43635,23.68422,0.0063932147,0.0008322338,0.0042662406,0.0013151116
t_100,87.97534000000002,23.68422,0.0064752353,0.0008897044,0.004560849,0.0014120133
t_1000,85.54989,23.68422,0.0035554557,0.0004083984,0.0020935533,0.0006861621
t_10000,90.40079000000003,30.5541,0.006318923,0.0012643235,0.0064812414,0.002288478
t_10001,90.58044999999998,30.5541,0.006185601,0.0011454539,0.0058718864,0.0020622334
t_10002,90.67027999999999,30.5541,0.0051208613,0.00070354034,0.0036065255,0.0015496819
t_10003,90.49062000000004,30.63143,0.0059029628,0.0011353999,0.005820347,0.0020431313
t_10004,90.67027999999999,30.63143,0.005575038,0.001029741,0.0052787126,0.0018427413
t_10005,90.40079000000003,30.63143,0.00606999,0.0011909396,0.006105057,0.0021487225
t_10006,90.76011,30.5541,0.004745571,0.00066945807,0.003431811,0.0014704239
t_10007,90.93977999999998,30.5541,0.0056427596,0.00093960506,0.0048166527,0.0016723715
t_10008,90.84995000000004,30.5541,0.0057180375,0.0009869043,0.0050591202,0.0017617014
t_10009,90.76011,30.63143,0.0063183,0.0009802317,0.005024915,0.0017490897
t_1001,85.46005000000002,23.68422,0.0034493003,0.0003927884,0.0020135324,0.0006579258
t_10010,90.84995000000004,30.63143,0.0054257927,0.0009333463,0.0047845687,0.0016605638
t_10011,90.93977999999998,30.63143,0.0053141955,0.00088893867,0.004556924,0.0015768744
t_10012,90.84995000000004,30.7087,0.0050727525,0.00088307424,0.0045268615,0.0015658346
t_10013,90.76011,30.7087,0.0052204127,0.000927097,0.004752533,0.0016487769
