STATION_ID,STATION_NAME,LATITUDE,LONGITUDE,STATION_TYPE,REFERENCES,SOIL_TYPE,PGA_VALUE,PGA_LN_SIGMA,SA(0.3)_VALUE,SA(0.3)_LN_SIGMA,SA(0.6)_VALUE,SA(0.6)_LN_SIGMA,SA(1.0)_VALUE,SA(1.0)_LN_SIGMA,VS30,VS30_TYPE
BERA1,BERATI PRIVATE BUILDING,40.708161,19.945463,seismic,ESM,A,0.015076028000000002,0,0.05226460220059378,0,0.02930706836410464,0,0.009887476931189867,0,1007,A
ELBAS,,41.116100,20.079900,seismic,ESM,B,0.01965727,0,0.057279938761697985,0,0.034285066318391934,0,0.02808825987171413,0,403,B
FIER,,40.717400,19.566900,seismic,ESM,B,0.017824814,0,0.053102809533516156,0,0.032984740466725754,0,0.034265732515027375,0,374,B
TIR1,IGEWE BUILDING,41.335700,19.807800,seismic,ESM,C,0.111442757,0,0.2712327268695538,0,0.21521991613654523,0,0.17358213018033725,0,311,C
BLKB,Belogradchik,43.622700,22.675000,seismic,ESM,B (inferred from topography),0.000743033,0,0.0016166104322677475,0,0.001518477322102553,0,0.0014653368479434355,0,,B (inferred from topography)
MNNAM,Montana,43.411100,23.226200,seismic,ESM,B (inferred from topography),0.001748048,0,0.0029765800795681506,0,0.008822000720228375,0,0.004087366284024274,0,,B (inferred from topography)
ARG2,Prefecture Argostoli Cephalonia Ionian Islands,38.178300,20.487800,seismic,ESM,B (inferred from topography),0.001546994,0,0.00230163834994432,0,0.001559021729150537,0,0.001172142801159412,0,,B (inferred from topography)
ART2,Hospital Arta Epirus,39.147400,20.993700,seismic,ESM,A (inferred from topography),0.000557293,0,0.001148778712526657,0,0.0014602638362251883,0,0.0013590690559753817,0,,A (inferred from topography)
KLV1,Health Center Kalavryta Achaea Peloponnese,38.032560,22.107970,seismic,ESM,B (inferred from topography),0.000231454,0,0.0008479806157506968,0,0.0006991476888245881,0,0.0009574243787173107,0,,B (inferred from topography)
KRK1,Prefecture Veterinary Corfu Ionian Islands,39.618861,19.920200,seismic,ESM,B (inferred from topography),0.006216241,0,0.014378640971829395,0,0.012501687562105776,0,0.006608410585932848,0,,B (inferred from topography)
LMS2,TownHall Laimos Florina Western Macedonia,40.834985,21.141815,seismic,ESM,B (inferred from topography),0.004086815,0,0.012006441099382491,0,0.004956837111803938,0,0.0026948316543085613,0,,B (inferred from topography)
MSL1,Prefecture Mesologgi Western Greece,38.372700,21.424300,seismic,ESM,C (inferred from topography),0.002172073,0,0.0032509879485934706,0,0.004042789867463089,0,0.006120788611853455,0,,C (inferred from topography)
PLN1,TownHall Chaniotis Chalkidiki Central Macedonia,39.998000,23.575000,seismic,ESM,B (inferred from topography),0.0005328850000000001,0,0.001326287597665487,0,0.001502266719417159,0,0.0010400889892529018,0,,B (inferred from topography)
VAS2,HealthCenter Vassiliki Lefkas Island,38.630558,20.608081,seismic,ESM,C (inferred from topography),0.003129933,0,0.006794514139309966,0,0.007918527861138296,0,0.01061259154379258,0,,C (inferred from topography)
VOL2,Prefecture Volos Magnesia Thessaly,39.366000,22.950600,seismic,ESM,B (inferred from topography),0.000283186,0,0.000881916357996584,0,0.0010269979451264547,0,0.0008478990759345494,0,,B (inferred from topography)
JAN,Ioannina  Greece,39.656160,20.848740,seismic,ESM,B (inferred from topography),0.0026011510000000003,0,0.0045056539341032705,0,0.004430578616538268,0,0.0036293192988360256,0,,B (inferred from topography)
PATC,Patra Greece,38.269330,21.760010,seismic,ESM,B (inferred from topography),0.0009417640000000001,0,0.0015895900292516145,0,0.00213960860226525,0,0.002365695061589525,0,,B (inferred from topography)
RIOA,Rio Greece,38.295850,21.791180,seismic,ESM,B (inferred from topography),0.00053979,0,0.000697647673956098,0,0.001193584022441744,0,0.0013306639806965007,0,,B (inferred from topography)
ANX,UPSL NOA AnoXora Greece,38.593300,21.920900,seismic,ESM,A (inferred from topography),0.0006457310000000001,0,0.001851808601817514,0,0.0018493572117246912,0,0.0017815082352315695,0,,A (inferred from topography)
ACER,Acerenza,40.786700,15.942700,seismic,ESM,B,0.001896476,0,0.005311291419425843,0,0.005362483690523856,0,0.003935761475361735,0,523,B
CAR1,CAROLEI,39.253400,16.211400,seismic,ESM,B (inferred from geology),0.000579692,0,0.001749863441806986,0,0.0014649331592013256,0,0.001459269716521867,0,,B (inferred from geology)
LTRZ,LATERZA,40.603250,16.819100,seismic,ESM,B (inferred from geology),0.002169362,0,0.0046144927402982355,0,0.003120323751442819,0,0.002924636135328293,0,,B (inferred from geology)
MCEL,Monticello,40.324900,15.801900,seismic,ESM,A (inferred from geology),0.000842575,0,0.0015645531399072095,0,0.0021065280815360057,0,0.0015431075290091593,0,,A (inferred from geology)
MESG,Mesagne,40.589408,17.850423,seismic,ESM,B (inferred from geology),0.00403826,0,0.008141980209334522,0,0.009116523606809993,0,0.009029113684583864,0,,B (inferred from geology)
SLCN,SALA CONSILINA,40.390000,15.632770,seismic,ESM,B (inferred from geology),0.000887192,0,0.0028778598702674913,0,0.0026539859478106873,0,0.0016282956717834107,0,,B (inferred from geology)
