# 20160910_M5.9_Bukoba median gmf, Stations:None, gmlt:USGS, Rupture:USGS
custom_site_id,lon,lat,AbrahamsonEtAl2014,CampbellBozorgnia2014,ChiouYoungs2014
t_0,29.462140000000005,-4.98185,0.00026148904,0.00039021153,0.0003851344
t_1,29.462140000000005,-4.80285,0.00030734856,0.00044984222,0.00046333577
t_10,29.641809999999992,-4.98185,0.00028422734,0.0004198953,0.00042373093
t_100,29.821470000000005,-3.05532,0.002296063,0.0026273867,0.004262649
t_1000,30.450289999999995,-3.01046,0.0038209383,0.004199329,0.0072358893
t_10000,33.86389,0.67123,0.0027514345,0.0028459507,0.005219112
t_10001,35.39102,0.5814,0.00054287515,0.00069547346,0.00088010106
t_10002,35.93001000000001,0.5814,0.0002730998,0.00039435754,0.000404145
t_10003,35.57069000000001,0.5814,0.00039595124,0.0005434809,0.00061772816
t_10004,35.75035,0.76105,0.00031766685,0.0004453967,0.0004799907
t_10005,36.10968,0.76105,0.00021203369,0.00031717122,0.00030192835
t_10006,35.0317,0.76105,0.0005703575,0.00076247664,0.0009333181
t_10007,35.57069000000001,0.76105,0.00025938806,0.00040483166,0.00038393133
t_10008,35.93001000000001,0.76105,0.00026728638,0.0003831792,0.00039363268
t_10009,35.39102,0.76105,0.00051545666,0.00066015514,0.00082917156
t_1001,30.67487,-3.10017,0.0038804146,0.0042712386,0.00734644
t_10010,35.21136000000001,0.76105,0.0006885922,0.0008293926,0.0011455287
t_10011,33.639309999999995,0.08734,0.0029787875,0.0035601181,0.0054944656
t_10012,33.594390000000004,0.08734,0.0031246853,0.0037253033,0.0057695177
t_10013,33.684230000000014,0.13225,0.0027636397,0.0033163745,0.005087751
t_10014,33.639309999999995,0.13225,0.0028972444,0.0034677617,0.0053404686
t_10015,33.594390000000004,0.13225,0.0030372194,0.0036262826,0.0056046997
t_10016,33.594390000000004,0.17717,0.0029500935,0.003527622,0.005440299
t_10017,33.639309999999995,0.17717,0.0028159274,0.0033756325,0.0051867138
t_10018,33.684230000000014,0.17717,0.0026877269,0.0032303147,0.0049439473
t_10019,33.684230000000014,0.22208,0.0026121533,0.0031446028,0.0048006396
t_1002,30.629950000000008,-3.10017,0.0033522279,0.0038548154,0.0062645986
t_10020,33.639309999999995,0.22208,0.0027350609,0.0032839796,0.0050336323
t_10021,33.36981,0.08734,0.003966412,0.0046777567,0.0073433477
t_10022,33.41472999999999,0.08734,0.0037820693,0.004469158,0.007000646
t_10023,33.324900000000014,0.13225,0.0040254346,0.004744556,0.0074528344
t_10024,33.36981,0.13225,0.0038417699,0.0045367097,0.007111758
t_10025,33.41472999999999,0.13225,0.0036660018,0.0043378347,0.0067842933
t_10026,33.41472999999999,0.17717,0.003550955,0.0042076707,0.0065694065
t_10027,33.36981,0.17717,0.003718392,0.00439711,0.0068820077
t_10028,33.324900000000014,0.17717,0.0038931093,0.004594804,0.0072072144
t_10029,33.324900000000014,0.22208,0.004559517,0.00504716,0.008635333
t_1003,30.67487,-3.05532,0.0044976347,0.0047720624,0.008587413
t_10030,33.41472999999999,0.22208,0.0034372336,0.004079004,0.0063565727
t_10031,33.77405999999999,0.13225,0.002514542,0.0030338354,0.004615335
t_10032,33.72914,0.17717,0.0025652894,0.0030914317,0.0047117015
t_10033,33.77405999999999,0.17717,0.0024483341,0.0029586598,0.0044895224
t_10034,33.86389,0.17717,0.002230093,0.0027105524,0.0040741623
t_10035,33.81897000000001,0.17717,0.0032646332,0.003527075,0.0061981236
t_10036,33.86389,0.22208,0.0028375345,0.0031538631,0.005341272
t_10037,33.77405999999999,0.22208,0.0029304,0.0033063234,0.0055053914
t_10038,33.72914,0.22208,0.0030211261,0.0034173785,0.0056761885
t_10039,33.81897000000001,0.22208,0.003026794,0.0033325779,0.0057173823
t_1004,30.54012,-3.05532,0.003818278,0.0042014965,0.0072287824
t_10040,33.72914,0.267,0.0033080005,0.003595579,0.0062763738
t_10041,33.45965000000001,0.13225,0.0034979181,0.004147664,0.0064701955
t_10042,33.50456,0.13225,0.0033372934,0.0039659212,0.0061691864
t_10043,33.50456,0.17717,0.0032372128,0.0038526666,0.005981226
t_10044,33.45965000000001,0.17717,0.0033906247,0.004026267,0.006269221
t_10045,33.54948000000002,0.17717,0.003090424,0.0036865186,0.0057049855
t_10046,33.50456,0.22208,0.0039767805,0.0043717874,0.007547991
t_10047,33.54948000000002,0.22208,0.0036424694,0.004072922,0.0068805357
t_10048,33.45965000000001,0.22208,0.004251571,0.004628506,0.008089635
t_10049,33.45965000000001,0.267,0.004355435,0.0046553356,0.008320811
t_1005,30.585039999999992,-3.05532,0.0043715825,0.004619731,0.008353354
t_10050,33.54948000000002,0.267,0.0037026193,0.004079339,0.0070203454
t_10051,33.594390000000004,0.22208,0.003565243,0.00396291,0.0067434954
t_10052,33.594390000000004,0.267,0.0036318242,0.0039751944,0.0068940395
t_10053,33.639309999999995,0.267,0.0026547806,0.0031929533,0.0048814914
t_10054,33.684230000000014,0.267,0.0025370475,0.0030593807,0.0046580806
t_10055,33.594390000000004,0.31192,0.0034682376,0.0038229912,0.006569634
