# {20110222_M6.1_Christchurch} median gmf, Stations:None, gmlt:GEM, Rupture:GCMT
custom_site_id,lon,lat,McVerry2006Asc
t_0,169.36723,-46.58554,0.00041874583
t_1,169.2774,-46.58554,0.00039914728
t_10,169.63673,-46.4,0.00058224483
t_100,168.91808000000003,-46.33802,0.00041066468
t_1000,169.5469,-45.33669,0.0014897338
t_1001,169.63673,-45.33669,0.0015909536
t_1002,169.81639,-45.3998,0.0017121175
t_1003,169.77148,-45.36826,0.0017059438
t_1004,169.81639,-45.36826,0.0017610511
t_1005,169.72656,-45.36826,0.0016522497
t_1006,169.68164000000002,-45.36826,0.0015999663
t_1007,169.81639,-45.33669,0.001810981
t_1008,169.77148,-45.33669,0.0017537333
t_1009,169.68164000000002,-45.33669,0.0016437256
t_101,169.09774,-46.27596,0.00048435526
t_1010,169.72656,-45.33669,0.001697983
t_1011,169.81639,-45.30511,0.0018618638
t_1012,169.45706,-45.3998,0.0013246322
t_1013,169.2774,-45.3998,0.0011609308
t_1014,169.2774,-45.33669,0.0012190464
t_1015,169.36723,-45.33669,0.0013039773
t_1016,169.18757,-45.33669,0.0011391249
t_1017,169.45706,-45.33669,0.0013941334
t_1018,169.36723,-45.27351,0.0013693571
t_1019,169.18757,-45.27351,0.0011935617
t_102,168.91808000000003,-46.27596,0.00043424356
t_1020,169.2774,-45.27351,0.0012787118
t_1021,169.45706,-45.27351,0.0014657537
t_1022,169.59181,-45.33669,0.0015396227
t_1023,169.63673,-45.30511,0.0016335269
t_1024,169.59181,-45.30511,0.0015803268
t_1025,169.5469,-45.30511,0.0015286468
t_1026,169.59181,-45.27351,0.0016216837
t_1027,169.5469,-45.27351,0.0015681639
t_1028,169.63673,-45.27351,0.0016768054
t_1029,169.5469,-45.24189,0.0016082663
t_103,168.37909000000002,-46.4,0.0004528303
t_1030,169.59181,-45.24189,0.0016636748
t_1031,169.63673,-45.24189,0.0017207704
t_1032,169.72656,-45.30511,0.0023597372
t_1033,169.68164000000002,-45.30511,0.0016882484
t_1034,169.77148,-45.30511,0.0018024084
t_1035,169.72656,-45.27351,0.0017919157
t_1036,169.68164000000002,-45.27351,0.0017335322
t_1037,169.81639,-45.27351,0.0019137008
t_1038,169.77148,-45.27351,0.0018519688
t_1039,169.81639,-45.24189,0.0019664746
t_104,168.28926,-46.4,0.00042763588
t_1040,169.72656,-45.24189,0.0018400956
t_1041,169.77148,-45.24189,0.0019023968
t_1042,169.68164000000002,-45.24189,0.0017795586
t_1043,169.77148,-45.21026,0.001953655
t_1044,169.81639,-45.21026,0.0020201474
t_1045,169.68164000000002,-45.21026,0.0029373674
t_1046,169.72656,-45.21026,0.0018890414
t_1047,169.77148,-45.17861,0.0020057347
t_1048,169.68164000000002,-45.17861,0.0030126197
t_1049,169.81639,-45.17861,0.0020747117
t_105,168.01976000000002,-46.4,0.00035911478
t_1050,169.72656,-45.17861,0.0026224274
t_1051,169.72656,-45.14694,0.002690644
t_1052,169.5469,-45.21026,0.00164892
t_1053,169.59181,-45.21026,0.001706265
t_1054,169.63673,-45.21026,0.0028406598
t_1055,169.63673,-45.17861,0.0024491518
t_1056,169.59181,-45.17861,0.0017494439
t_1057,169.5469,-45.17861,0.0016901143
t_1058,169.59181,-45.14694,0.0017931851
t_1059,169.5469,-45.14694,0.0017318231
t_106,168.19942000000003,-46.4,0.00040364082
t_1060,169.63673,-45.14694,0.0018565125
t_1061,169.5469,-45.11525,0.001774018
t_1062,169.45706,-45.21026,0.0020821923
