# {20110222_M6.1_Christchurch} median gmf, Stations:Seismic, gmlt:GEM, Rupture:USGS
custom_site_id,lon,lat,McVerry2006Asc
m_51,172.6716,-43.5657,0.87505746
m_53,172.64,-43.53,0.5675999
m_55,172.72000000000003,-43.6,0.6768869
m_69,172.32,-43.62,0.13063708
m_71,172.541,-43.2974,0.109881975
m_73,172.57,-43.31,0.11988374
s_0,172.709,-43.58,1.6306
s_1,172.72500000000002,-43.608,0.97232
s_10,172.702,-43.502,0.25809
s_100,170.8286,-44.1019,0.0196
s_101,171.5675,-42.9506,0.0181
s_102,170.5097,-45.9003,0.0165
s_103,172.83029999999997,-42.525,0.0157
s_104,172.8003,-42.7028,0.0142
s_105,170.4928,-45.9039,0.0134
s_106,173.05330000000004,-42.6211,0.0114
s_107,171.4728,-42.7283,0.0103
s_108,170.96389999999997,-42.7186,0.01
s_109,172.32780000000002,-41.8017,0.009
s_11,172.52999999999997,-43.483,0.23461
s_110,171.1356,-42.8933,0.0088
s_111,171.21029999999996,-42.4508,0.0078
s_112,170.9692,-45.1014,0.0077
s_113,168.6628,-45.0339,0.0068
s_114,170.55579999999998,-43.1506,0.0067
s_115,170.7369,-43.0733,0.0062
s_116,169.14279999999997,-44.6961,0.0058
s_117,171.86419999999998,-42.1217,0.0058
s_118,172.1803,-42.3364,0.0057
s_119,170.0983,-44.2561,0.0057
s_12,172.664,-43.376,0.22078
s_120,170.4706,-45.9067,0.0056
s_121,171.59969999999998,-41.7575,0.0056
s_122,168.94169999999997,-46.1042,0.0054
s_123,172.1164,-41.2511,0.0054
s_124,171.9525,-41.8589,0.0052
s_125,170.1956,-46.0733,0.0051
s_126,171.05376,-43.71627,0.00501
s_127,170.64440000000002,-45.0456,0.005
s_128,170.0197,-43.465,0.005
s_129,170.18420000000003,-43.3908,0.0041
s_13,172.495,-43.369,0.20796
s_130,170.50189999999998,-45.8758,0.0035
s_131,169.42309999999998,-43.7164,0.0032
s_132,167.7192,-45.4183,0.0031
s_133,169.0442,-43.8847,0.0029
s_134,173.2572,-42.0897,0.0028
s_135,173.68190000000004,-42.4275,0.0028
s_136,169.7192,-46.2506,0.0028
s_137,170.51390000000004,-45.8642,0.0027
s_138,171.8044,-41.7467,0.0027
s_139,170.18439999999998,-44.3872,0.0025
s_14,172.38099999999997,-43.593,0.19401
s_140,172.82079999999996,-40.8511,0.0022
s_141,173.2742,-41.2894,0.0021
s_142,169.6311,-45.9556,0.0021
s_143,173.3508,-41.6219,0.0021
s_144,169.30809999999997,-45.2328,0.002
s_145,173.5408,-42.4161,0.0018
s_146,169.01750000000004,-44.8286,0.0016
s_147,169.81529999999998,-43.5339,0.0015
s_148,172.90508,-41.76418,0.00145
